,Time[hr],Zone0_EFT[C],Zone0_ExFT[C],Zone0_CNT[C],Zone1_EFT[C],Zone1_ExFT[C],Zone1_CNT[C],Zone2_EFT[C],Zone2_ExFT[C],Zone2_CNT[C],Zone3_EFT[C],Zone3_ExFT[C],Zone3_CNT[C],Zone4_EFT[C],Zone4_ExFT[C],Zone4_CNT[C],Zone5_EFT[C],Zone5_ExFT[C],Zone5_CNT[C],GHE0_EFT[C],GHE0_MFT[C],GHE0_q_ghe[W/m],GHE0_ExFT[C],GHE0_CNT[C],GHE1_EFT[C],GHE1_MFT[C],GHE1_q_ghe[W/m],GHE1_ExFT[C],GHE1_CNT[C],GHE2_EFT[C],GHE2_MFT[C],GHE2_q_ghe[W/m],GHE2_ExFT[C],GHE2_CNT[C]
7952,7952.000000,8.231176,13.059915,13.059915,8.231176,3.510776,11.892678,8.231176,4.980268,9.443698,8.231176,3.510776,9.422798,8.231176,5.907203,9.376745,8.231176,3.510776,9.065604,9.065604,8.665536,2.076068,8.265468,8.265468,9.065604,8.635396,2.232470,8.205189,8.244501,9.065604,8.626499,2.278643,8.187393,8.231176
7953,7953.000000,8.107197,13.422346,13.422346,8.107197,3.392397,12.020571,8.107197,6.166553,10.837793,8.107197,3.392397,10.786384,8.107197,5.112786,10.660340,8.107197,3.392397,10.239037,10.239037,9.191020,4.782194,8.143003,8.143003,10.239037,9.159552,4.925784,8.080067,8.121112,10.239037,9.150257,4.968197,8.061478,8.107197
7954,7954.000000,8.194120,13.805399,13.805399,8.194120,3.487639,12.242715,8.194120,7.000320,11.496328,8.194120,3.487639,11.434906,8.194120,5.014751,11.253877,8.194120,3.487639,10.849856,10.849856,9.540130,5.851143,8.230405,8.230405,10.849856,9.508243,5.993599,8.166630,8.208222,10.849856,9.498821,6.035689,8.147787,8.194120
7955,7955.000000,8.349212,14.159116,14.159116,8.349212,3.631166,12.385497,8.349212,8.187518,11.842763,8.349212,3.631166,11.781146,8.349212,5.130965,11.587019,8.349212,3.631166,11.226018,11.226018,9.805566,6.582694,8.385114,8.385114,11.226018,9.774015,6.728910,8.322012,8.363165,11.226018,9.764691,6.772120,8.303363,8.349212
7956,7956.000000,8.488110,14.402792,14.402792,8.488110,3.753107,12.601287,8.488110,10.228969,12.225289,8.488110,3.753107,12.155845,8.488110,5.336764,11.973946,8.488110,3.753107,11.692626,11.692626,10.107863,7.826342,8.523099,8.523099,11.692626,10.077115,7.978188,8.461604,8.501710,11.692626,10.068027,8.023072,8.443427,8.488110
7957,7957.000000,8.604311,14.622579,14.622579,8.604311,3.854354,13.060987,8.604311,10.901461,12.673393,8.604311,3.854354,12.590266,8.604311,5.464416,12.407120,8.604311,3.854354,12.159736,12.159736,10.399225,8.942821,8.638715,8.638715,12.159736,10.368993,9.096394,8.578250,8.617684,12.159736,10.360054,9.141800,8.560372,8.604311
7958,7958.000000,8.732282,14.863775,14.863775,8.732282,3.969014,13.125618,8.732282,12.243599,12.988455,8.732282,3.969014,12.908720,8.732282,5.619703,12.722682,8.732282,3.969014,12.500739,12.500739,10.633536,9.604485,8.766333,8.766333,12.500739,10.603614,9.758395,8.706490,8.745518,12.500739,10.594766,9.803907,8.688793,8.732282
7959,7959.000000,8.795416,14.991729,14.991729,8.795416,4.019556,13.338348,8.795416,12.059054,13.170613,8.795416,4.019556,13.115776,8.795416,6.406359,12.957659,8.795416,4.019556,12.753456,12.753456,10.791600,9.785442,8.829743,8.829743,12.753456,10.761436,9.935896,8.769415,8.808760,12.753456,10.752515,9.980390,8.751574,8.795416
7960,7960.000000,8.863447,15.063564,15.063564,8.863447,4.080406,13.471702,8.863447,11.106944,13.226393,8.863447,4.080406,13.171092,8.863447,6.502457,13.014872,8.863447,4.080406,12.772194,12.772194,10.835263,9.268343,8.898332,8.898332,12.772194,10.804609,9.415027,8.837023,8.877007,12.772194,10.795544,9.458403,8.818893,8.863447
7961,7961.000000,8.955910,15.062760,15.062760,8.955910,4.164631,13.673726,8.955910,10.146122,13.240806,8.955910,4.164631,13.169571,8.955910,6.407294,12.999808,8.955910,4.164631,12.719628,12.719628,10.855284,8.895972,8.990939,8.990939,12.719628,10.824502,9.042850,8.929376,8.969526,12.719628,10.815400,9.086280,8.911172,8.955910
7962,7962.000000,9.041586,15.029912,15.029912,9.041586,4.240171,14.104181,9.041586,9.263250,13.309399,9.041586,4.240171,13.264751,9.041586,6.300724,13.096884,9.041586,4.240171,12.734813,12.734813,10.905602,8.920831,9.076391,9.076391,12.734813,10.875017,9.069993,9.015220,9.055114,12.734813,10.865974,9.114095,8.997134,9.041586
7963,7963.000000,9.275351,14.500587,14.500587,9.275351,4.460498,13.444833,9.275351,5.995007,11.878237,9.275351,4.460498,11.835780,9.275351,6.627119,11.654438,9.275351,4.460498,11.186147,11.186147,10.250092,3.363410,9.314038,9.314038,11.186147,10.216093,3.485576,9.246039,9.290386,11.186147,10.206050,3.521663,9.225952,9.275351
7964,7964.000000,9.177419,14.216336,14.216336,9.177419,4.345239,13.179530,9.177419,5.843818,11.509269,9.177419,4.345239,11.478583,9.177419,6.330250,11.274230,9.177419,4.345239,10.853827,10.853827,10.035261,2.998644,9.216695,9.216695,10.853827,10.000742,3.125097,9.147657,9.192682,10.853827,9.990548,3.162443,9.127268,9.177419
7965,7965.000000,9.520820,12.856528,12.856528,9.520820,4.687972,11.791064,9.520820,6.187844,10.055869,9.520820,4.687972,10.027992,9.520820,6.576772,9.862874,9.520820,4.687972,9.546393,9.546393,9.554011,-0.025406,9.561630,9.561630,9.546393,9.518142,0.094204,9.489892,9.536678,9.546393,9.507555,0.129508,9.468718,9.520820
7966,7966.000000,9.405037,12.258405,12.258405,9.405037,4.546038,11.402910,9.405037,6.051463,9.648566,9.405037,4.546038,9.633589,9.405037,6.330315,9.464953,9.405037,4.546038,9.222170,9.222170,9.334231,-0.375785,9.446292,9.446292,9.222170,9.297969,-0.254186,9.373769,9.421066,9.222170,9.287268,-0.218301,9.352367,9.405037
7967,7967.000000,9.571643,11.265935,11.265935,9.571643,4.718126,10.520268,9.571643,6.222882,8.288981,9.571643,4.718126,8.282980,9.571643,6.271400,8.189739,9.571643,4.718126,8.074751,8.074751,8.842257,-3.349556,9.609763,9.609763,8.074751,8.808749,-3.203320,9.542747,9.586453,8.074751,8.798866,-3.160189,9.522981,9.571643
7968,7968.000000,9.413056,10.425472,10.425472,9.413056,4.549531,9.753161,9.413056,6.056001,7.614078,9.413056,4.549531,7.609585,9.413056,6.040820,7.531835,9.413056,4.549531,7.482614,7.482614,8.465909,-4.791486,9.449205,9.449205,7.482614,8.434133,-4.636641,9.385651,9.427099,7.482614,8.424764,-4.590987,9.366913,9.413056
7969,7969.000000,9.260463,9.753187,9.753187,9.260463,4.414399,9.140266,9.260463,5.916410,7.267029,9.260463,4.414399,7.262895,9.260463,5.901095,7.183813,9.260463,4.414399,7.169790,7.169790,8.232943,-5.204929,9.296097,9.296097,7.169790,8.201618,-5.051571,9.233447,9.274305,7.169790,8.192385,-5.006364,9.214979,9.260463
7970,7970.000000,9.111168,9.169545,9.169545,9.111168,4.281991,8.613344,9.111168,5.779664,6.910890,9.111168,4.281991,6.907259,9.111168,5.764218,6.837850,9.111168,4.281991,6.830887,6.830887,7.988322,-6.018438,9.145756,9.145756,6.830887,7.957916,-5.860333,9.084944,9.124604,6.830887,7.948955,-5.813738,9.067022,9.111168
7971,7971.000000,9.005327,8.693154,8.693154,9.005327,4.191637,8.185663,9.005327,5.685416,6.723533,9.005327,4.191637,6.719964,9.005327,5.669881,6.646696,9.005327,4.191637,6.643733,6.643733,7.841822,-6.111626,9.039911,9.039911,6.643733,7.811419,-5.956535,8.979105,9.018762,6.643733,7.802460,-5.910834,8.961187,9.005327
7972,7972.000000,8.884556,8.254989,8.254989,8.884556,4.083057,7.787999,8.884556,5.573634,6.457349,8.884556,4.083057,6.454119,8.884556,5.557994,6.389485,8.884556,4.083057,6.386835,6.386835,7.652595,-6.792833,8.918354,8.918354,6.386835,7.622882,-6.633376,8.858929,8.897684,6.386835,7.614128,-6.586395,8.841420,8.884556
7973,7973.000000,8.698650,9.303483,9.303483,8.698650,3.912341,8.731352,8.698650,5.398803,6.812154,8.698650,3.912341,6.808224,8.698650,5.382999,6.704639,8.698650,3.912341,6.697195,6.697195,7.714741,-5.443011,8.732286,8.732286,6.697195,7.685171,-5.284837,8.673147,8.711716,6.697195,7.676457,-5.238225,8.655719,8.698650
7974,7974.000000,8.609413,9.641109,9.641109,8.609413,3.841329,9.045556,8.609413,5.323259,6.877282,8.609413,3.841329,6.872048,8.609413,5.307388,6.766504,8.609413,3.841329,6.727032,6.727032,7.684590,-5.425995,8.642147,8.642147,6.727032,7.655812,-5.262929,8.584593,8.622128,6.727032,7.647332,-5.214875,8.567632,8.609413
7975,7975.000000,8.295142,12.359227,12.359227,8.295142,3.542980,11.616685,8.295142,5.020195,8.902063,8.295142,3.542980,8.892357,8.295142,5.004035,8.605291,8.295142,3.542980,8.350978,8.350978,8.339976,0.056485,8.328975,8.328975,8.350978,8.310237,0.209182,8.269496,8.308287,8.350978,8.301465,0.254222,8.251952,8.295142
7976,7976.000000,8.315826,13.363569,13.363569,8.315826,3.590015,12.230824,8.315826,5.061051,9.991488,8.315826,3.590015,9.968556,8.315826,5.044951,9.659106,8.315826,3.590015,9.349653,9.349653,8.849359,2.705507,8.349065,8.349065,9.349653,8.820144,2.863498,8.290634,8.328741,9.349653,8.811522,2.910124,8.273390,8.315826
7977,7977.000000,8.282666,13.669368,13.669368,8.282666,3.555962,12.318910,8.282666,6.329584,11.142921,8.282666,3.555962,11.092454,8.282666,5.014763,10.721815,8.282666,3.555962,10.336060,10.336060,9.326557,4.964742,8.317054,8.317054,10.336060,9.296333,5.113380,8.256607,8.296029,10.336060,9.287410,5.157267,8.238760,8.282666
7978,7978.000000,8.285031,14.033422,14.033422,8.285031,3.561104,12.504084,8.285031,7.380171,11.937396,8.285031,3.561104,11.873356,8.285031,5.196482,11.492267,8.285031,3.561104,11.091196,11.091196,9.705840,6.362173,8.320483,8.320483,11.091196,9.674682,6.505263,8.258167,8.298808,11.091196,9.665479,6.547526,8.239762,8.285031
7979,7979.000000,8.413945,14.335367,14.335367,8.413945,3.686399,12.530446,8.413945,9.073529,12.187604,8.413945,3.686399,12.121223,8.413945,5.880547,11.805947,8.413945,3.686399,11.431199,11.431199,9.940454,6.797215,8.449708,8.449708,11.431199,9.909023,6.940526,8.386847,8.427844,11.431199,9.899738,6.982860,8.368278,8.413945
7980,7980.000000,8.549334,14.614116,14.614116,8.549334,3.807172,12.856292,8.549334,12.083213,12.748176,8.549334,3.807172,12.676187,8.549334,6.662098,12.436219,8.549334,3.807172,12.149516,12.149516,10.366625,9.079898,8.583734,8.583734,12.149516,10.336394,9.233858,8.523272,8.562704,12.149516,10.327460,9.279357,8.505404,8.549334
7981,7981.000000,8.688070,14.867548,14.867548,8.688070,3.930666,13.349427,8.688070,12.872753,13.274177,8.688070,3.930666,13.187470,8.688070,7.507426,12.993190,8.688070,3.930666,12.737627,12.737627,10.729775,10.474941,8.721923,8.721923,12.737627,10.700026,10.630142,8.662425,8.701228,12.737627,10.691232,10.676021,8.644836,8.688070
7982,7982.000000,8.880309,15.172900,15.172900,8.880309,4.105983,13.492351,8.880309,14.165435,13.591820,8.880309,4.105983,13.511209,8.880309,8.546419,13.358248,8.880309,4.105983,13.133754,13.133754,11.023669,11.352013,8.913584,8.913584,13.133754,10.994428,11.509326,8.855102,8.893243,13.133754,10.985782,11.555839,8.837811,8.880309
7983,7983.000000,8.993652,15.367275,15.367275,8.993652,4.199943,13.785334,8.993652,14.481320,13.877253,8.993652,4.199943,13.822899,8.993652,8.804806,13.681059,8.993652,4.199943,13.478200,13.478200,11.252552,11.850849,9.026904,9.026904,13.478200,11.223333,12.006433,8.968465,9.006577,13.478200,11.214692,12.052441,8.951184,8.993652
7984,7984.000000,9.080663,15.486093,15.486093,9.080663,4.275006,13.981867,9.080663,14.579522,14.042825,9.080663,4.275006,13.988087,9.080663,8.806165,13.850249,9.080663,4.275006,13.609131,13.609131,11.361715,11.586934,9.114300,9.114300,13.609131,11.332158,11.739325,9.055184,9.093738,13.609131,11.323417,11.784388,9.037703,9.080663
7985,7985.000000,9.065419,15.433903,15.433903,9.065419,4.252750,14.061391,9.065419,14.154010,14.068226,9.065419,4.252750,13.989608,9.065419,8.120319,13.827186,9.065419,4.252750,13.519378,13.519378,11.309859,10.384764,9.100340,9.100340,13.519378,11.279172,10.528993,9.038966,9.078993,13.519378,11.270099,10.571634,9.020821,9.065419
7986,7986.000000,9.055104,15.416607,15.416607,9.055104,4.244004,14.504204,9.055104,13.275653,14.401812,9.055104,4.244004,14.349754,9.055104,7.110428,14.160959,9.055104,4.244004,13.739323,13.739323,11.414825,10.905400,9.090327,9.090327,13.739323,11.383872,11.050613,9.028422,9.068795,13.739323,11.374721,11.093545,9.010120,9.055104
7987,7987.000000,9.040315,15.110977,15.110977,9.040315,4.230483,13.954971,9.040315,5.938685,13.470014,9.040315,4.230483,13.406513,9.040315,6.863149,13.098141,9.040315,4.230483,12.421875,12.421875,10.751394,5.134694,9.080913,9.080913,12.421875,10.715714,5.244365,9.009554,9.056092,12.421875,10.705176,5.276758,8.988477,9.040315
7988,7988.000000,8.940780,14.931959,14.931959,8.940780,4.134822,13.764821,8.940780,5.626610,13.173646,8.940780,4.134822,13.126112,8.940780,6.377656,12.740479,8.940780,4.134822,12.115500,12.115500,10.549061,4.825654,8.982622,8.982622,12.115500,10.512287,4.938942,8.909074,8.957040,12.115500,10.501427,4.972396,8.887355,8.940780
7989,7989.000000,9.240354,14.529821,14.529821,9.240354,4.435003,13.048590,9.240354,5.927620,12.005069,9.240354,4.435003,11.950570,9.240354,6.470713,11.521213,9.240354,4.435003,10.950789,10.950789,10.117903,2.124086,9.285017,9.285017,10.950789,10.078647,2.224199,9.206506,9.257709,10.950789,10.067061,2.253747,9.183333,9.240354
7990,7990.000000,9.122628,14.191746,14.191746,9.122628,4.294862,12.922907,9.122628,5.792252,11.697401,9.122628,4.294862,11.666071,9.122628,6.120491,11.165622,9.122628,4.294862,10.711315,10.711315,9.939849,1.945347,9.168383,9.168383,10.711315,9.899633,2.046757,9.087951,9.140406,10.711315,9.887765,2.076683,9.064215,9.122628
7991,7991.000000,9.542221,13.829481,13.829481,9.542221,4.713469,12.568929,9.542221,6.212471,10.256954,9.542221,4.713469,10.242277,9.542221,6.318443,9.882051,9.542221,4.713469,9.624746,9.624746,9.605802,0.055414,9.586859,9.586859,9.624746,9.566566,0.170187,9.508386,9.559564,9.624746,9.554992,0.204045,9.485237,9.542221
7992,7992.000000,9.570950,13.332224,13.332224,9.570950,4.705804,12.094285,9.570950,6.213184,9.590260,9.570950,4.705804,9.578000,9.570950,6.199571,9.235624,9.570950,4.705804,9.116125,9.116125,9.365609,-0.762773,9.615093,9.615093,9.116125,9.326807,-0.644140,9.537489,9.588100,9.116125,9.315363,-0.609151,9.514601,9.570950
7993,7993.000000,9.529804,12.828250,12.828250,9.529804,4.663293,11.615580,9.529804,6.170838,9.239158,9.529804,4.663293,9.227641,9.529804,6.155760,8.860592,9.529804,4.663293,8.826164,8.826164,9.200133,-1.129518,9.574101,9.574101,8.826164,9.161194,-1.011910,9.496224,9.547014,8.826164,9.149712,-0.977229,9.473259,9.529804
7994,7994.000000,9.546508,12.380679,12.380679,9.546508,4.683054,11.201906,9.546508,6.189969,8.788247,9.546508,4.683054,8.778370,9.546508,6.174906,8.453078,9.546508,4.683054,8.436406,8.436406,9.013311,-1.842660,9.590216,9.590216,8.436406,8.974890,-1.719940,9.513373,9.563488,8.436406,8.963562,-1.683758,9.490717,9.546508
7995,7995.000000,9.520960,11.881498,11.881498,9.520960,4.656755,10.742272,9.520960,6.163750,8.521441,9.520960,4.656755,8.511941,9.520960,6.148665,8.189282,9.520960,4.656755,8.182436,8.182436,8.873609,-2.180763,9.564782,9.564782,8.182436,8.835086,-2.059218,9.487737,9.537984,8.182436,8.823730,-2.023387,9.465024,9.520960
7996,7996.000000,9.517325,11.422078,11.422078,9.517325,4.655384,10.326760,9.517325,6.161857,8.133547,9.517325,4.655384,8.125511,9.517325,6.146769,7.848562,9.517325,4.655384,7.842744,7.842744,8.701580,-2.883261,9.560417,9.560417,7.842744,8.663699,-2.756087,9.484655,9.534065,7.842744,8.652534,-2.718602,9.462323,9.517325
7997,7997.000000,9.199247,12.559767,12.559767,9.199247,4.345917,11.391145,9.199247,5.849359,8.705376,9.199247,4.345917,8.695657,9.199247,5.833988,8.300977,9.199247,4.345917,8.285048,8.285048,8.763349,-1.677816,9.241650,9.241650,8.285048,8.726074,-1.547060,9.167100,9.215720,8.285048,8.715086,-1.508515,9.145124,9.199247
7998,7998.000000,9.143737,12.762831,12.762831,9.143737,4.318917,11.640878,9.143737,5.815703,8.720889,9.143737,4.318917,8.709316,9.143737,5.800290,8.356053,9.143737,4.318917,8.277254,8.277254,8.730928,-1.765649,9.184602,9.184602,8.277254,8.695005,-1.625842,9.112756,9.159612,8.277254,8.684416,-1.584628,9.091577,9.143737
7999,7999.000000,8.594480,14.114670,14.114670,8.594480,3.788792,13.188508,8.594480,5.279382,10.913172,8.594480,3.788792,10.896238,8.594480,5.263468,10.260877,8.594480,3.788792,9.864163,9.864163,9.249095,2.569960,8.634026,8.634026,9.864163,9.214334,2.715203,8.564505,8.609845,9.864163,9.204080,2.758047,8.543997,8.594480
8000,8000.000000,8.615965,14.552625,14.552625,8.615965,3.856608,13.286794,8.615965,5.336509,11.730017,8.615965,3.856608,11.696597,8.615965,5.320656,11.100378,8.615965,3.856608,10.677321,10.677321,9.665410,4.763378,8.653498,8.653498,10.677321,9.632420,4.918673,8.587518,8.630548,10.677321,9.622684,4.964501,8.568047,8.615965
8001,8001.000000,8.553307,14.664037,14.664037,8.553307,3.793769,13.194888,8.553307,8.790538,12.742982,8.553307,3.793769,12.675807,8.553307,5.257604,11.995158,8.553307,3.793769,11.515152,11.515152,10.053037,6.594219,8.590922,8.590922,11.515152,10.019977,6.743321,8.524802,8.567924,11.515152,10.010217,6.787339,8.505282,8.553307
8002,8002.000000,8.623534,14.872165,14.872165,8.623534,3.867496,13.255683,8.623534,11.194857,13.129713,8.623534,3.867496,13.054376,8.623534,5.330798,12.411133,8.623534,3.867496,11.965941,11.965941,10.313562,7.346220,8.661183,8.661183,11.965941,10.280473,7.493329,8.595005,8.638165,11.965941,10.270702,7.536768,8.575463,8.623534
8003,8003.000000,8.747762,15.076706,15.076706,8.747762,3.982444,13.249339,8.747762,12.579907,13.218999,8.747762,3.982444,13.144676,8.747762,5.448424,12.595213,8.747762,3.982444,12.194945,12.194945,10.490034,7.691868,8.785123,8.785123,12.194945,10.457198,7.840011,8.719451,8.762281,12.194945,10.447501,7.883760,8.700057,8.747762
8004,8004.000000,8.833568,15.222534,15.222534,8.833568,4.055381,13.357873,8.833568,13.660764,13.373048,8.833568,4.055381,13.288027,8.833568,5.524715,12.794110,8.833568,4.055381,12.474441,12.474441,10.672481,8.305382,8.870521,8.870521,12.474441,10.640004,8.455070,8.805568,8.847929,12.474441,10.630412,8.499281,8.786384,8.833568
8005,8005.000000,8.882803,15.328095,15.328095,8.882803,4.095997,13.744770,8.882803,13.939803,13.757924,8.882803,4.095997,13.657369,8.882803,5.567535,13.214267,8.882803,4.095997,12.932324,12.932324,10.925771,9.521572,8.919218,8.919218,12.932324,10.893768,9.673437,8.855211,8.896955,12.932324,10.884313,9.718301,8.836302,8.882803
8006,8006.000000,9.064751,15.558938,15.558938,9.064751,4.268958,13.849045,9.064751,14.798003,13.935878,9.064751,4.268958,13.848598,9.064751,5.774149,13.528960,9.064751,4.268958,13.292589,13.292589,11.196289,10.708593,9.099989,9.099989,13.292589,11.165321,10.866789,9.038053,9.078446,13.292589,11.156170,10.913534,9.019751,9.064751
8007,8007.000000,9.190382,15.699308,15.699308,9.190382,4.375788,14.140691,9.190382,14.928401,14.217680,9.190382,4.375788,14.161710,9.190382,6.491882,13.933633,9.190382,4.375788,13.727365,13.727365,11.476133,11.873798,9.224901,9.224901,13.727365,11.445798,12.033795,9.164231,9.203799,13.727365,11.436833,12.081083,9.146300,9.190382
8008,8008.000000,9.287986,15.794776,15.794776,9.287986,4.460139,14.320978,9.287986,15.024682,14.372586,9.287986,4.460139,14.316952,9.287986,6.748541,14.113499,9.287986,4.460139,13.870443,13.870443,11.596528,11.712223,9.322613,9.322613,13.870443,11.566098,11.868961,9.261753,9.301444,13.870443,11.557104,11.915285,9.243765,9.287986
8009,8009.000000,9.332648,15.825343,15.825343,9.332648,4.495329,14.531431,9.332648,15.068082,14.567737,9.332648,4.495329,14.492411,9.332648,6.407943,14.258197,9.332648,4.495329,13.963783,13.963783,11.665699,11.500257,9.367615,9.367615,13.963783,11.634970,11.654033,9.306157,9.346238,13.963783,11.625888,11.699480,9.287993,9.332648
8010,8010.000000,9.325088,15.792171,15.792171,9.325088,4.484170,14.920631,9.325088,14.508292,14.891180,9.325088,4.484170,14.840071,9.325088,6.349426,14.600825,9.325088,4.484170,14.189532,14.189532,11.774963,11.819569,9.360394,9.360394,14.189532,11.743936,11.971449,9.298340,9.338810,14.189532,11.734766,12.016336,9.280001,9.325088
8011,8011.000000,9.201793,15.492903,15.492903,9.201793,4.364744,14.333581,9.201793,6.134407,13.965581,9.201793,4.364744,13.899771,9.201793,6.391517,13.564717,9.201793,4.364744,12.863356,12.863356,11.053214,5.552979,9.243072,9.243072,12.863356,11.016934,5.664276,9.170512,9.217834,12.863356,11.006222,5.697135,9.149089,9.201793
8012,8012.000000,9.068909,15.293792,15.293792,9.068909,4.245833,14.116208,9.068909,5.741973,13.613686,9.068909,4.245833,13.564223,9.068909,6.194202,13.214082,9.068909,4.245833,12.556398,12.556398,10.833998,5.252468,9.111599,9.111599,12.556398,10.796477,5.366890,9.036556,9.085497,12.556398,10.785401,5.400666,9.014405,9.068909
8013,8013.000000,9.331191,14.975309,14.975309,9.331191,4.512546,13.444629,9.331191,6.008531,12.427095,9.331191,4.512546,12.369618,9.331191,6.433798,12.012777,9.331191,4.512546,11.393540,11.393540,10.385235,2.507524,9.376930,9.376930,11.393540,10.345031,2.607506,9.296523,9.348962,11.393540,10.333170,2.637003,9.272800,9.331191
8014,8014.000000,9.198451,14.616271,14.616271,9.198451,4.360971,13.303786,9.198451,5.860826,12.054655,9.198451,4.360971,12.022308,9.198451,6.175419,11.642410,9.198451,4.360971,11.146944,11.146944,10.196154,2.331662,9.245365,9.245365,11.146944,10.154917,2.432790,9.162890,9.216678,11.146944,10.142753,2.462621,9.138562,9.198451
8015,8015.000000,9.665767,14.319172,14.319172,9.665767,4.827332,13.007367,9.665767,6.328964,10.540758,9.665767,4.827332,10.525627,9.665767,6.409250,10.258595,9.665767,4.827332,9.982997,9.982997,9.847227,0.390058,9.711456,9.711456,9.982997,9.807065,0.505439,9.631132,9.683517,9.982997,9.795222,0.539462,9.607447,9.665767
8016,8016.000000,9.705081,13.857295,13.857295,9.705081,4.825956,12.560840,9.705081,6.336936,9.817916,9.705081,4.825956,9.805736,9.705081,6.322012,9.559180,9.705081,4.825956,9.433326,9.433326,9.591718,-0.480561,9.750111,9.750111,9.433326,9.552134,-0.360462,9.670942,9.722574,9.433326,9.540464,-0.325056,9.647602,9.705081
8017,8017.000000,9.657054,13.316842,13.316842,9.657054,4.775846,12.051978,9.657054,6.287123,9.443638,9.657054,4.775846,9.432272,9.657054,6.272157,9.167983,9.657054,4.775846,9.131642,9.131642,9.416926,-0.854036,9.702210,9.702210,9.131642,9.377230,-0.735201,9.622818,9.674596,9.131642,9.365529,-0.700172,9.599416,9.657054
8018,8018.000000,9.682015,12.830410,12.830410,9.682015,4.804230,11.611202,9.682015,6.314830,8.958823,9.682015,4.804230,8.949262,9.682015,6.299886,8.720091,9.682015,4.804230,8.702821,8.702821,9.214616,-1.638402,9.726411,9.726411,8.702821,9.175588,-1.513462,9.648355,9.699261,8.702821,9.164086,-1.476640,9.625350,9.682015
8019,8019.000000,9.658106,12.258898,12.258898,9.658106,4.778827,11.094300,9.658106,6.289677,8.648623,9.658106,4.778827,8.639743,9.658106,6.274712,8.417171,9.658106,4.778827,8.410214,8.410214,9.056333,-2.063017,9.702453,9.702453,8.410214,9.017347,-1.938538,9.624481,9.675332,8.410214,9.005859,-1.901857,9.601505,9.658106
8020,8020.000000,9.658837,11.692683,11.692683,9.658837,4.781567,10.592762,9.658837,6.291970,8.204156,9.658837,4.781567,8.196799,9.658837,6.277006,8.016943,9.658837,4.781567,8.011211,8.011211,8.856703,-2.915263,9.702195,9.702195,8.011211,8.818585,-2.783833,9.625960,9.675679,8.011211,8.807355,-2.745111,9.603499,9.658837
8021,8021.000000,9.355794,12.650705,12.650705,9.355794,4.486357,11.524082,9.355794,5.993952,8.621535,9.355794,4.486357,8.613402,9.355794,5.978721,8.376444,9.355794,4.486357,8.361656,8.361656,8.879812,-1.924624,9.397967,9.397967,8.361656,8.842736,-1.786911,9.323816,9.372176,8.361656,8.831812,-1.746334,9.301967,9.355794
8022,8022.000000,9.299918,12.683119,12.683119,9.299918,4.457691,11.632225,9.299918,5.958966,8.516646,9.299918,4.457691,8.507255,9.299918,5.943688,8.308034,9.299918,4.457691,8.239340,8.239340,8.789639,-2.342148,9.339937,9.339937,8.239340,8.754457,-2.192408,9.269573,9.315463,8.239340,8.744091,-2.148290,9.248842,9.299918
8023,8023.000000,8.783104,14.061577,14.061577,8.783104,3.959157,13.174081,8.783104,5.454539,10.510228,8.783104,3.959157,10.496495,8.783104,5.438796,10.131873,8.783104,3.959157,9.774198,9.774198,9.298145,2.103484,8.822092,8.822092,9.774198,9.263873,2.254920,8.753547,8.798250,9.774198,9.253768,2.299567,8.733338,8.783104
8024,8024.000000,8.779278,14.491938,14.491938,8.779278,3.999505,13.272848,8.779278,5.484702,11.370766,8.779278,3.999505,11.341651,8.779278,5.468983,11.004866,8.779278,3.999505,10.611083,10.611083,9.713786,4.384310,8.816490,8.816490,10.611083,9.681077,4.544134,8.751070,8.793735,10.611083,9.671429,4.591274,8.731775,8.779278
8025,8025.000000,8.648855,14.605701,14.605701,8.648855,3.872845,13.189239,8.648855,8.186850,12.547515,8.648855,3.872845,12.485701,8.648855,5.340911,12.099818,8.648855,3.872845,11.623422,11.623422,10.154993,6.690312,8.686564,8.686564,11.623422,10.121848,6.841324,8.620274,8.663507,11.623422,10.112068,6.885885,8.600713,8.648855
8026,8026.000000,8.768848,14.846813,14.846813,8.768848,4.000811,13.297379,8.768848,9.122556,12.861354,8.768848,4.000811,12.794589,8.768848,5.467513,12.471714,8.768848,4.000811,12.043612,12.043612,10.424996,7.424914,8.806380,8.806380,12.043612,10.392008,7.576238,8.740404,8.783432,12.043612,10.382271,7.620900,8.720931,8.768848
8027,8027.000000,8.903474,15.003309,15.003309,8.903474,4.121645,13.239229,8.903474,9.180468,12.867695,8.903474,4.121645,12.801770,8.903474,5.887818,12.590785,8.903474,4.121645,12.205300,12.205300,10.573066,7.517477,8.940831,8.940831,12.205300,10.540232,7.668700,8.875163,8.917990,12.205300,10.530540,7.713336,8.855780,8.903474
8028,8028.000000,9.017942,15.076108,15.076108,9.017942,4.221619,13.274727,9.017942,9.126080,12.814203,9.017942,4.221619,12.741287,9.017942,7.754402,12.647071,9.017942,4.221619,12.346132,12.346132,10.700493,7.765262,9.054854,9.054854,12.346132,10.668050,7.918349,8.989968,9.032285,12.346132,10.658473,7.963539,8.970815,9.017942
