,Time[hr],Zone0_EFT[C],Zone0_ExFT[C],Zone0_CNT[C],Zone1_EFT[C],Zone1_ExFT[C],Zone1_CNT[C],Zone2_EFT[C],Zone2_ExFT[C],Zone2_CNT[C],Zone3_EFT[C],Zone3_ExFT[C],Zone3_CNT[C],Zone4_EFT[C],Zone4_ExFT[C],Zone4_CNT[C],Zone5_EFT[C],Zone5_ExFT[C],Zone5_CNT[C],GHE0_EFT[C],GHE0_MFT[C],GHE0_q_ghe[W/m],GHE0_ExFT[C],GHE0_CNT[C],GHE1_EFT[C],GHE1_MFT[C],GHE1_q_ghe[W/m],GHE1_ExFT[C],GHE1_CNT[C],GHE2_EFT[C],GHE2_MFT[C],GHE2_q_ghe[W/m],GHE2_ExFT[C],GHE2_CNT[C]
850,850.000000,5.162772,5.330543,5.330543,5.162772,0.803075,4.524677,5.162772,2.172884,3.301046,5.162772,0.803075,3.297769,5.162772,2.154503,3.185199,5.162772,0.803075,3.074673,3.074673,4.118690,-6.259001,5.162707,5.162707,3.074673,4.118743,-6.259320,5.162814,5.162744,3.074673,4.118769,-6.259471,5.162864,5.162772
851,851.000000,5.281571,5.775966,5.775966,5.281571,0.908334,4.749384,5.281571,2.282042,3.588470,5.281571,0.908334,3.584522,5.281571,2.263739,3.450034,5.281571,0.908334,3.333776,3.333776,4.307640,-5.353346,5.281504,5.281504,3.333776,4.307696,-5.353654,5.281616,5.281543,3.333776,4.307721,-5.353792,5.281666,5.281571
852,852.000000,5.333676,6.134917,6.134917,5.333676,0.948650,5.020020,5.333676,2.325825,3.688952,5.333676,0.948650,3.684146,5.333676,2.307346,3.546160,5.333676,0.948650,3.451857,3.451857,4.392732,-5.236710,5.333608,5.333608,3.451857,4.392789,-5.237024,5.333721,5.333647,3.451857,4.392813,-5.237162,5.333770,5.333676
853,853.000000,5.365479,6.569139,6.569139,5.365479,0.975041,5.342818,5.365479,2.545881,4.000330,5.365479,0.975041,3.994608,5.365479,2.335269,3.825805,5.365479,0.975041,3.731180,3.731180,4.548294,-4.329523,5.365409,5.365409,3.731180,4.548353,-4.329833,5.365526,5.365450,3.731180,4.548377,-4.329960,5.365574,5.365479
854,854.000000,5.403874,7.084509,7.084509,5.403874,1.009616,5.707135,5.403874,2.732656,4.274214,5.403874,1.009616,4.265979,5.403874,2.370975,4.079873,5.403874,1.009616,3.985885,3.985885,4.694844,-3.619506,5.403803,5.403803,3.985885,4.694904,-3.619813,5.403923,5.403845,3.985885,4.694928,-3.619933,5.403970,5.403874
855,855.000000,5.494291,7.449897,7.449897,5.494291,1.094223,5.964080,5.494291,2.528842,4.468173,5.494291,1.094223,4.460931,5.494291,2.457404,4.244951,5.494291,1.094223,4.151039,4.151039,4.822628,-3.080213,5.494216,5.494216,4.151039,4.822692,-3.080505,5.494344,5.494261,4.151039,4.822716,-3.080615,5.494392,5.494291
856,856.000000,5.567415,7.558272,7.558272,5.567415,1.157475,6.027630,5.567415,2.541627,4.462748,5.567415,1.157475,4.456964,5.567415,2.523490,4.253839,5.567415,1.157475,4.148627,4.148627,4.857983,-3.254367,5.567339,5.567339,4.148627,4.858048,-3.254665,5.567469,5.567384,4.148627,4.858072,-3.254777,5.567518,5.567415
857,857.000000,5.623686,7.286687,7.286687,5.623686,1.205845,5.828014,5.623686,2.592223,4.330695,5.623686,1.205845,4.325537,5.623686,2.574116,4.157059,5.623686,1.205845,4.042169,4.042169,4.832889,-3.687095,5.623609,5.623609,4.042169,4.832954,-3.687399,5.623740,5.623655,4.042169,4.832980,-3.687516,5.623790,5.623686
858,858.000000,5.607337,5.500965,5.500965,5.607337,1.185039,4.694809,5.607337,2.572576,3.543607,5.607337,1.185039,3.540417,5.607337,2.554425,3.464290,5.607337,1.185039,3.369459,3.369459,4.488362,-6.439655,5.607265,5.607265,3.369459,4.488421,-6.439996,5.607384,5.607307,3.369459,4.488448,-6.440149,5.607437,5.607337
859,859.000000,5.529007,4.484947,4.484947,5.529007,1.110262,4.081913,5.529007,2.496696,3.176465,5.529007,1.110262,3.173773,5.529007,2.478462,3.120658,5.529007,1.110262,3.023713,3.023713,4.276324,-7.313043,5.528936,5.528936,3.023713,4.276382,-7.313381,5.529052,5.528976,3.023713,4.276410,-7.313544,5.529107,5.529007
860,860.000000,5.363874,4.315599,4.315599,5.363874,0.956446,3.922383,5.363874,2.339530,2.975232,5.363874,0.956446,2.972743,5.363874,2.321144,2.924475,5.363874,0.956446,2.840563,2.840563,4.102184,-7.960234,5.363805,5.363805,2.840563,4.102240,-7.960587,5.363916,5.363844,2.840563,4.102268,-7.960764,5.363972,5.363874
861,861.000000,5.290044,3.203057,3.203057,5.290044,0.899026,2.941518,5.290044,2.277561,2.549513,5.290044,0.899026,2.547557,5.290044,2.259167,2.524392,5.290044,0.899026,2.461810,2.461810,3.875892,-9.078127,5.289975,5.289975,2.461810,3.875947,-9.078479,5.290085,5.290013,2.461810,3.875976,-9.078667,5.290143,5.290044
862,862.000000,5.103324,3.022696,3.022696,5.103324,0.723838,2.763875,5.103324,2.098912,2.352897,5.103324,0.723838,2.350374,5.103324,2.080337,2.328196,5.103324,0.723838,2.281256,2.281256,3.692257,-9.743217,5.103258,5.103258,2.281256,3.692310,-9.743583,5.103364,5.103295,2.281256,3.692339,-9.743784,5.103422,5.103324
863,863.000000,5.000448,2.612606,2.612606,5.000448,0.640073,2.396575,5.000448,2.009779,2.161375,5.000448,0.640073,2.159695,5.000448,1.991177,2.144130,5.000448,0.640073,2.106084,2.106084,3.553233,-10.107984,5.000382,5.000382,2.106084,3.553285,-10.108348,5.000486,5.000418,2.106084,3.553314,-10.108552,5.000545,5.000448
864,864.000000,4.830204,2.343347,2.343347,4.830204,0.483470,2.146764,4.830204,1.849156,1.961585,4.830204,0.483470,1.960043,4.830204,1.830407,1.947353,4.830204,0.483470,1.928050,1.928050,3.379096,-10.847183,4.830142,4.830142,1.928050,3.379145,-10.847553,4.830240,4.830176,1.928050,3.379174,-10.847769,4.830298,4.830204
865,865.000000,4.756952,2.225848,2.225848,4.756952,0.427109,2.040933,4.756952,1.788041,1.888469,4.756952,0.427109,1.886740,4.756952,1.769296,1.873671,4.756952,0.427109,1.867794,1.867794,3.312342,-10.678002,4.756890,4.756890,1.867794,3.312391,-10.678365,4.756988,4.756924,1.867794,3.312420,-10.678576,4.757045,4.756952
866,866.000000,4.611228,2.031095,2.031095,4.611228,0.291782,1.859020,4.611228,1.649609,1.730886,4.611228,0.291782,1.729268,4.611228,1.630730,1.718090,4.611228,0.291782,1.715023,1.715023,3.163096,-11.396762,4.611169,4.611169,1.715023,3.163142,-11.397127,4.611262,4.611201,1.715023,3.163170,-11.397348,4.611318,4.611228
867,867.000000,4.534077,1.918517,1.918517,4.534077,0.229504,1.757033,4.534077,1.583095,1.653511,4.534077,0.229504,1.651890,4.534077,1.564206,1.641347,4.534077,0.229504,1.640078,1.640078,3.087048,-11.395502,4.534019,4.534019,1.640078,3.087094,-11.395860,4.534109,4.534050,1.640078,3.087121,-11.396077,4.534165,4.534077
868,868.000000,4.387672,1.739467,1.739467,4.387672,0.093869,1.586851,4.387672,1.444240,1.500390,4.387672,0.093869,1.498904,4.387672,1.425218,1.490123,4.387672,0.093869,1.488939,1.488939,2.938278,-12.117863,4.387617,4.387617,1.488939,2.938321,-12.118221,4.387702,4.387646,1.488939,2.938348,-12.118449,4.387757,4.387672
869,869.000000,4.375058,2.075062,2.075062,4.375058,0.094437,1.875889,4.375058,1.441116,1.608158,4.375058,0.094437,1.606436,4.375058,1.422165,1.582715,4.375058,0.094437,1.579551,1.579551,2.977277,-11.212039,4.375002,4.375002,1.579551,2.977320,-11.212387,4.375089,4.375032,1.579551,2.977347,-11.212600,4.375142,4.375058
870,870.000000,4.305218,2.269144,2.269144,4.305218,0.027618,2.034117,4.305218,1.373347,1.609801,4.305218,0.027618,1.607503,4.305218,1.354318,1.575880,4.305218,0.027618,1.558471,1.558471,2.931817,-11.392127,4.305163,4.305163,1.558471,2.931859,-11.392476,4.305248,4.305193,1.558471,2.931885,-11.392692,4.305300,4.305218
871,871.000000,4.450186,5.357910,5.357910,4.450186,0.174736,4.824676,4.450186,1.520080,3.078505,4.450186,0.174736,3.073391,4.450186,1.501270,2.831578,4.450186,0.174736,2.709891,2.709891,3.580009,-5.998721,4.450127,4.450127,2.709891,3.580057,-5.999055,4.450224,4.450161,2.709891,3.580080,-5.999209,4.450269,4.450186
872,872.000000,4.595060,7.900789,7.900789,4.595060,0.302927,6.663482,4.595060,1.653156,4.445097,4.595060,0.302927,4.428397,4.595060,1.634434,3.978538,4.595060,0.302927,3.785104,3.785104,4.190051,-2.575266,4.594998,4.594998,3.785104,4.190104,-2.575605,4.595104,4.595035,3.785104,4.190123,-2.575726,4.595143,4.595060
873,873.000000,4.697999,9.135589,9.135589,4.697999,0.390353,7.452396,4.697999,2.267750,6.099018,4.697999,0.390353,6.048524,4.697999,1.726375,5.247863,4.697999,0.390353,4.946127,4.946127,4.822029,0.640290,4.697930,4.697930,4.946127,4.822090,0.639975,4.698052,4.697972,4.946127,4.822106,0.639889,4.698085,4.697999
874,874.000000,4.839515,9.876281,9.876281,4.839515,0.518983,7.929547,4.839515,2.423845,6.996994,4.839515,0.518983,6.930957,4.839515,1.858912,5.990883,4.839515,0.518983,5.671746,5.671746,5.255594,2.000159,4.839442,4.839442,5.671746,5.255660,1.999843,4.839574,4.839488,5.671746,5.255675,1.999770,4.839604,4.839515
875,875.000000,4.994028,10.356646,10.356646,4.994028,0.656889,8.148351,4.994028,3.033018,7.429886,4.994028,0.656889,7.361888,4.994028,2.001758,6.468271,4.994028,0.656889,6.165038,6.165038,5.579496,2.841978,4.993954,4.993954,6.165038,5.579564,2.841648,4.994090,4.994001,6.165038,5.579578,2.841579,4.994118,4.994028
876,876.000000,5.091009,10.666536,10.666536,5.091009,0.737712,8.403322,5.091009,5.975181,7.982097,5.091009,0.737712,7.903289,5.091009,2.087208,7.070586,5.091009,0.737712,6.816856,6.816856,5.953895,4.380538,5.090934,5.090934,6.816856,5.953964,4.380186,5.091072,5.090982,6.816856,5.953976,4.380123,5.091097,5.091009
877,877.000000,5.210064,10.967450,10.967450,5.210064,0.845044,8.992445,5.210064,6.912316,8.559638,5.210064,0.845044,8.464558,5.210064,2.198038,7.665714,5.210064,0.845044,7.435078,7.435078,6.322533,5.818818,5.209988,5.209988,7.435078,6.322604,5.818448,5.210130,5.210037,7.435078,6.322615,5.818393,5.210151,5.210064
878,878.000000,5.339173,11.315633,11.315633,5.339173,0.960237,9.138338,5.339173,8.703332,9.059193,5.339173,0.960237,8.967298,5.339173,2.317336,8.202660,5.339173,0.960237,7.988439,7.988439,6.663768,7.025965,5.339097,5.339097,7.988439,6.663840,7.025584,5.339241,5.339147,7.988439,6.663849,7.025535,5.339259,5.339173
879,879.000000,5.445745,11.589069,11.589069,5.445745,1.052641,9.528198,5.445745,8.970595,9.441384,5.445745,1.052641,9.377976,5.445745,2.413829,8.615232,5.445745,1.052641,8.415048,8.415048,6.930358,7.683044,5.445667,5.445667,8.415048,6.930432,7.682661,5.445815,5.445719,8.415048,6.930440,7.682617,5.445832,5.445745
880,880.000000,5.565632,11.793390,11.793390,5.565632,1.159971,9.836498,5.565632,8.667343,9.686044,5.565632,1.159971,9.622366,5.565632,2.524855,8.867750,5.565632,1.159971,8.629459,8.629459,7.097505,7.737631,5.565552,5.565552,8.629459,7.097581,7.737249,5.565704,5.565605,8.629459,7.097590,7.737205,5.565721,5.565632
881,881.000000,5.646417,11.873242,11.873242,5.646417,1.228112,10.150314,5.646417,7.776147,9.883099,5.646417,1.228112,9.795317,5.646417,2.596579,9.021523,5.646417,1.228112,8.729348,8.729348,7.187841,7.469631,5.646334,5.646334,8.729348,7.187919,7.469254,5.646490,5.646388,8.729348,7.187928,7.469208,5.646509,5.646417
882,882.000000,5.736566,11.840894,11.840894,5.736566,1.308775,10.646664,5.736566,6.643503,10.037636,5.736566,1.308775,9.980220,5.736566,2.680020,9.156261,5.736566,1.308775,8.763983,8.763983,7.250232,7.253362,5.736482,5.736482,8.763983,7.250312,7.252982,5.736640,5.736537,8.763983,7.250322,7.252933,5.736661,5.736566
883,883.000000,6.107991,11.371406,11.371406,6.107991,1.662264,10.012608,6.107991,3.085567,8.564410,6.107991,1.662264,8.511811,6.107991,3.039411,7.669053,6.107991,1.662264,7.211820,7.211820,6.659859,2.037747,6.107897,6.107897,7.211820,6.659943,2.037435,6.108067,6.107956,7.211820,6.659962,2.037364,6.108105,6.107991
884,884.000000,6.033512,11.086442,11.086442,6.033512,1.557528,9.786593,6.033512,2.960140,8.201760,6.033512,1.557528,8.165558,6.033512,2.942263,7.338929,6.033512,1.557528,6.939684,6.939684,6.486551,1.746651,6.033417,6.033417,6.939684,6.486636,1.746321,6.033588,6.033477,6.939684,6.486657,1.746241,6.033630,6.033512
885,885.000000,6.380622,9.598555,9.598555,6.380622,1.901700,8.245711,6.380622,3.305827,6.652967,6.380622,1.901700,6.620667,6.380622,3.288368,5.991937,6.380622,1.901700,5.708936,5.708936,6.044729,-1.184817,6.380522,6.380522,5.708936,6.044816,-1.185125,6.380696,6.380582,5.708936,6.044843,-1.185219,6.380750,6.380622
886,886.000000,6.293742,8.844505,8.844505,6.293742,1.787058,7.799071,6.293742,3.198241,6.176368,6.293742,1.787058,6.159975,6.293742,3.180547,5.576013,6.293742,1.787058,5.370479,5.370479,5.832060,-1.684047,6.293641,6.293641,5.370479,5.832148,-1.684368,6.293817,6.293702,5.370479,5.832176,-1.684472,6.293874,6.293742
887,887.000000,6.317641,7.235394,7.235394,6.317641,1.817845,6.443076,6.317641,3.227294,4.654613,6.317641,1.817845,4.649167,6.317641,3.209659,4.417715,6.317641,1.817845,4.326807,4.326807,5.322178,-4.916834,6.317549,6.317549,4.326807,5.322256,-4.917220,6.317705,6.317603,4.326807,5.322286,-4.917370,6.317766,6.317641
888,888.000000,6.098048,6.249791,6.249791,6.098048,1.602115,5.573604,6.098048,3.010069,4.005140,6.098048,1.602115,4.001225,6.098048,2.992183,3.843574,6.098048,1.602115,3.804648,3.804648,4.951304,-6.346579,6.097960,6.097960,3.804648,4.951377,-6.346983,6.098106,6.098011,3.804648,4.951408,-6.347155,6.098168,6.098048
889,889.000000,5.926798,5.587053,5.587053,5.926798,1.454567,4.996503,5.926798,2.855965,3.695335,5.926798,1.454567,3.691631,5.926798,2.837973,3.548659,5.926798,1.454567,3.537734,3.537734,4.732223,-6.708791,5.926711,5.926711,3.537734,4.732294,-6.709194,5.926855,5.926761,3.537734,4.732326,-6.709371,5.926918,5.926798
890,890.000000,5.720346,4.896816,4.896816,5.720346,1.268597,4.405178,5.720346,2.664175,3.310922,5.720346,1.268597,3.307967,5.720346,2.646021,3.201628,5.720346,1.268597,3.196477,3.196477,4.458370,-7.833389,5.720263,5.720263,3.196477,4.458438,-7.833811,5.720399,5.720310,3.196477,4.458470,-7.834008,5.720462,5.720346
891,891.000000,5.569586,4.385945,4.385945,5.569586,1.139896,3.965028,5.569586,2.529326,3.078826,5.569586,1.139896,3.075979,5.569586,2.511089,2.983032,5.569586,1.139896,2.981017,2.981017,4.275261,-8.198518,5.569504,5.569504,2.981017,4.275327,-8.198941,5.569638,5.569551,2.981017,4.275359,-8.199143,5.569702,5.569586
892,892.000000,5.400585,3.988829,3.988829,5.400585,0.988622,3.613098,5.400585,2.372991,2.836239,5.400585,0.988622,2.833717,5.400585,2.354628,2.756552,5.400585,0.988622,2.754723,2.754723,4.077614,-8.880909,5.400505,5.400505,2.754723,4.077679,-8.881344,5.400635,5.400550,2.754723,4.077710,-8.881557,5.400698,5.400585
893,893.000000,5.278640,4.975491,4.975491,5.278640,0.884731,4.470927,5.278640,2.264023,3.125724,5.278640,0.884731,3.122581,5.278640,2.245599,2.975055,5.278640,0.884731,2.969772,2.969772,4.124166,-7.635544,5.278560,5.278560,2.969772,4.124232,-7.635978,5.278692,5.278606,2.969772,4.124263,-7.636180,5.278753,5.278640
894,894.000000,5.194137,5.391517,5.391517,5.194137,0.813171,4.845146,5.194137,2.188813,3.225742,5.194137,0.813171,3.221330,5.194137,2.170350,3.049369,5.194137,0.813171,3.019620,3.019620,4.106839,-7.490014,5.194058,5.194058,3.019620,4.106904,-7.490462,5.194188,5.194103,3.019620,4.106934,-7.490667,5.194248,5.194137
895,895.000000,5.096933,8.605059,8.605059,5.096933,0.725994,7.795701,5.096933,2.098743,5.241443,5.096933,0.725994,5.232344,5.096933,2.080208,4.639271,5.096933,0.725994,4.439408,4.439408,4.768128,-1.997457,5.096849,5.096849,4.439408,4.768200,-1.997894,5.096993,5.096899,4.439408,4.768225,-1.998046,5.097043,5.096933
896,896.000000,5.181143,9.909156,9.909156,5.181143,0.816395,8.599254,5.181143,2.187614,6.374260,5.181143,0.816395,6.350885,5.181143,2.169227,5.603911,5.181143,0.816395,5.348493,5.348493,5.264776,0.518703,5.181059,5.181059,5.348493,5.264850,0.518243,5.181207,5.181110,5.348493,5.264872,0.518109,5.181250,5.181143
897,897.000000,5.228809,10.402457,10.402457,5.228809,0.855407,8.823879,5.228809,3.210889,7.628044,5.228809,0.855407,7.573377,5.228809,2.210690,6.613779,5.228809,0.855407,6.282126,6.282126,5.755422,2.898491,5.228719,5.228719,6.282126,5.755503,2.898048,5.228880,5.228775,6.282126,5.755523,2.897940,5.228919,5.228809
898,898.000000,5.322493,10.816806,10.816806,5.322493,0.942376,9.037442,5.322493,3.766681,8.308285,5.322493,0.942376,8.240540,5.322493,2.299736,7.234837,5.322493,0.942376,6.896553,6.896553,6.109476,4.063241,5.322399,5.322399,6.896553,6.109562,4.062798,5.322570,5.322458,6.896553,6.109580,4.062702,5.322608,5.322493
899,899.000000,5.432529,11.163064,11.163064,5.432529,1.041239,9.117941,5.432529,4.316497,8.645128,5.432529,1.041239,8.574153,5.432529,2.401906,7.631717,5.432529,1.041239,7.305068,7.305068,6.368750,4.741472,5.432432,5.432432,7.305068,6.368839,4.741022,5.432609,5.432493,7.305068,6.368857,4.740930,5.432646,5.432529
900,900.000000,5.497567,11.431844,11.431844,5.497567,1.094911,9.309675,5.497567,5.551844,9.000832,5.497567,1.094911,8.914734,5.497567,2.458785,8.034105,5.497567,1.094911,7.753960,7.753960,6.625713,5.638146,5.497467,5.497467,7.753960,6.625805,5.637688,5.497650,5.497530,7.753960,6.625823,5.637600,5.497685,5.497567
901,901.000000,5.566683,11.595104,11.595104,5.566683,1.156477,9.713236,5.566683,6.200268,9.322549,5.566683,1.156477,9.218327,5.566683,2.522560,8.419583,5.566683,1.156477,8.162990,8.162990,6.864785,6.450902,5.566581,5.566581,8.162990,6.864879,6.450436,5.566768,5.566646,8.162990,6.864896,6.450352,5.566802,5.566683
902,902.000000,5.669343,11.755417,11.755417,5.669343,1.250323,9.656468,5.669343,7.408453,9.443454,5.669343,1.250323,9.345713,5.669343,2.619052,8.643453,5.669343,1.250323,8.411314,8.411314,7.040277,6.806644,5.669240,5.669240,8.411314,7.040372,6.806172,5.669430,5.669306,8.411314,7.040389,6.806088,5.669464,5.669343
903,903.000000,5.721622,11.841584,11.841584,5.721622,1.292242,9.846122,5.721622,7.017564,9.607857,5.721622,1.292242,9.541944,5.721622,2.663853,8.872624,5.721622,1.292242,8.659654,8.659654,7.190585,7.120834,5.721517,5.721517,8.659654,7.190683,7.120363,5.721712,5.721585,8.659654,7.190700,7.120281,5.721745,5.721622
904,904.000000,5.814480,11.941538,11.941538,5.814480,1.378026,10.057521,5.814480,6.950910,9.787889,5.814480,1.378026,9.723976,5.814480,2.751789,9.065221,5.814480,1.378026,8.820873,8.820873,7.317623,7.349670,5.814374,5.814374,8.820873,7.317722,7.349190,5.814570,5.814442,8.820873,7.317738,7.349108,5.814604,5.814480
905,905.000000,5.922407,11.993265,11.993265,5.922407,1.474945,10.383662,5.922407,6.918686,9.988081,5.922407,1.474945,9.906560,5.922407,2.851930,9.238523,5.922407,1.474945,8.959257,8.959257,7.440779,7.636560,5.922302,5.922302,8.959257,7.440877,7.636066,5.922498,5.922370,8.959257,7.440894,7.635983,5.922531,5.922407
906,906.000000,6.024910,12.018498,12.018498,6.024910,1.565282,10.939248,6.024910,6.192946,10.159801,6.024910,1.565282,10.108947,6.024910,2.945766,9.456178,6.024910,1.565282,9.091770,9.091770,7.558287,7.916155,6.024804,6.024804,9.091770,7.558385,7.915649,6.025000,6.024872,9.091770,7.558401,7.915565,6.025032,6.024910
907,907.000000,6.286670,11.530269,11.530269,6.286670,1.811042,10.313715,6.286670,3.239487,8.841711,6.286670,1.811042,8.794032,6.286670,3.196542,8.118511,6.286670,1.811042,7.668853,7.668853,6.977703,2.711047,6.286553,6.286553,7.668853,6.977808,2.710634,6.286764,6.286626,7.668853,6.977834,2.710534,6.286814,6.286670
908,908.000000,6.194612,11.287511,11.287511,6.194612,1.698756,10.102931,6.194612,3.106906,8.571142,6.194612,1.698756,8.536543,6.194612,3.089138,7.837505,6.194612,1.698756,7.431621,7.431621,6.813057,2.483405,6.194492,6.194492,7.431621,6.813164,2.482976,6.194706,6.194567,7.431621,6.813191,2.482868,6.194760,6.194612
909,909.000000,6.486145,10.012466,10.012466,6.486145,1.990389,8.771515,6.486145,3.399157,7.188579,6.486145,1.990389,7.156003,6.486145,3.381747,6.568024,6.486145,1.990389,6.265048,6.265048,6.375534,-0.406537,6.486020,6.486020,6.265048,6.375644,-0.406941,6.486239,6.486096,6.265048,6.375676,-0.407061,6.486305,6.486145
910,910.000000,6.366043,9.520278,9.520278,6.366043,1.848258,8.497933,6.366043,3.262474,6.888679,6.366043,1.848258,6.870629,6.366043,3.244822,6.269899,6.366043,1.848258,6.030108,6.030108,6.198011,-0.611929,6.365915,6.365915,6.030108,6.198123,-0.612337,6.366139,6.365993,6.030108,6.198158,-0.612463,6.366208,6.366043
911,911.000000,6.477125,8.608944,8.608944,6.477125,1.966750,7.687974,6.477125,3.379303,5.622627,6.477125,1.966750,5.614931,6.477125,3.361816,5.284682,6.477125,1.966750,5.154089,5.154089,5.815546,-2.900652,6.477003,6.477003,5.154089,5.815651,-2.901113,6.477214,6.477076,5.154089,5.815687,-2.901271,6.477286,6.477125
912,912.000000,6.368819,7.949874,7.949874,6.368819,1.851741,7.085284,6.368819,3.265782,5.037403,6.368819,1.851741,5.031251,6.368819,3.248135,4.780998,6.368819,1.851741,4.720886,4.720886,5.544793,-3.849947,6.368700,6.368700,4.720886,5.544895,-3.850422,6.368904,6.368771,4.720886,5.544932,-3.850595,6.368978,6.368819
913,913.000000,6.272882,7.399486,7.399486,6.272882,1.767785,6.587340,6.272882,3.178509,4.765591,6.272882,1.767785,4.759770,6.272882,3.160797,4.521158,6.272882,1.767785,4.503584,4.503584,5.388173,-4.042143,6.272762,6.272762,4.503584,5.388275,-4.042611,6.272967,6.272833,4.503584,5.388313,-4.042784,6.273043,6.272882
914,914.000000,6.185928,6.947049,6.947049,6.185928,1.691503,6.179705,6.185928,3.099262,4.445633,6.185928,1.691503,4.440467,6.185928,3.081490,4.244602,6.185928,1.691503,4.235818,4.235818,5.210814,-4.659171,6.185809,6.185809,4.235818,5.210914,-4.659652,6.186011,6.185879,4.235818,5.210953,-4.659836,6.186087,6.185928
915,915.000000,6.122202,6.555860,6.555860,6.122202,1.637048,5.831156,6.122202,3.042251,4.291528,6.122202,1.637048,4.286476,6.122202,3.024441,4.097564,6.122202,1.637048,4.093929,4.093929,5.108005,-4.712613,6.122082,6.122082,4.093929,5.108108,-4.713087,6.122286,6.122153,4.093929,5.108147,-4.713269,6.122364,6.122202
916,916.000000,6.050461,6.177726,6.177726,6.050461,1.572783,5.496280,6.050461,2.975875,4.050031,6.050461,1.572783,4.045424,6.050461,2.958011,3.884107,6.050461,1.572783,3.880836,3.880836,4.965589,-5.268633,6.050342,6.050342,3.880836,4.965690,-5.269123,6.050543,6.050412,3.880836,4.965729,-5.269313,6.050622,6.050461
917,917.000000,5.871239,7.431633,7.431633,5.871239,1.404648,6.579765,5.871239,2.804449,4.517767,5.871239,1.404648,4.512025,5.871239,2.786414,4.242773,5.871239,1.404648,4.233095,4.233095,5.052107,-3.965501,5.871119,5.871119,4.233095,5.052209,-3.965995,5.871323,5.871190,4.233095,5.052247,-3.966178,5.871399,5.871239
918,918.000000,5.806132,7.763084,7.763084,5.806132,1.356888,6.895737,5.806132,2.751984,4.575623,5.806132,1.356888,4.568079,5.806132,2.733950,4.297110,5.806132,1.356888,4.246383,4.246383,5.026199,-4.097009,5.806015,5.806015,4.246383,5.026298,-4.097531,5.806214,5.806084,4.246383,5.026335,-4.097725,5.806287,5.806132
919,919.000000,5.483652,10.165103,10.165103,5.483652,1.048827,9.211864,5.483652,2.439443,6.654396,5.483652,1.048827,6.641189,5.483652,2.421072,5.991127,5.483652,1.048827,5.692056,5.692056,5.587795,0.528630,5.483534,5.483534,5.692056,5.587899,0.528105,5.483741,5.483606,5.692056,5.587930,0.527945,5.483804,5.483652
920,920.000000,5.505801,10.981664,10.981664,5.505801,1.098465,9.581079,5.505801,2.481799,7.682584,5.505801,1.098465,7.652267,5.505801,2.463597,6.928553,5.505801,1.098465,6.571958,6.571958,6.038821,2.861051,5.505684,5.505684,6.571958,6.038925,2.860495,5.505891,5.505756,6.571958,6.038952,2.860347,5.505946,5.505801
921,921.000000,5.420903,11.272770,11.272770,5.420903,1.013947,9.620994,5.420903,4.883578,9.053562,5.420903,1.013947,8.982813,5.420903,2.378705,8.083266,5.420903,1.013947,7.620891,7.620891,6.520836,5.299937,5.420781,5.420781,7.620891,6.520947,5.299405,5.421002,5.420858,7.620891,6.520972,5.299284,5.421052,5.420903
922,922.000000,5.507956,11.588625,11.588625,5.507956,1.106031,9.755932,5.507956,6.197520,9.468736,5.507956,1.106031,9.389271,5.507956,2.469746,8.616039,5.507956,1.106031,8.171848,8.171848,6.839839,6.230425,5.507830,5.507830,8.171848,6.839954,6.229888,5.508060,5.507910,8.171848,6.839978,6.229775,5.508108,5.507956
923,923.000000,5.613301,11.835922,11.835922,5.613301,1.200922,9.763318,5.613301,7.542070,9.643732,5.613301,1.200922,9.563744,5.613301,2.567726,8.952211,5.613301,1.200922,8.535198,8.535198,7.074185,6.795491,5.613172,5.613172,8.535198,7.074303,6.794944,5.613407,5.613254,8.535198,7.074326,6.794834,5.613455,5.613301
924,924.000000,5.705017,12.009213,12.009213,5.705017,1.280967,9.901668,5.705017,9.980798,9.907107,5.705017,1.280967,9.815953,5.705017,2.651130,9.300802,5.705017,1.280967,8.963434,8.963434,7.334161,7.790979,5.704887,5.704887,8.963434,7.334280,7.790410,5.705125,5.704970,8.963434,7.334303,7.790301,5.705171,5.705017
925,925.000000,5.784952,12.166772,12.166772,5.784952,1.350745,10.346159,5.784952,10.685526,10.381978,5.784952,1.350745,10.273525,5.784952,2.723824,9.810112,5.784952,1.350745,9.510582,9.510582,7.647702,9.204294,5.784822,5.784822,9.510582,7.647822,9.203701,5.785062,5.784905,9.510582,7.647843,9.203597,5.785104,5.784952
926,926.000000,5.963418,12.421076,12.421076,5.963418,1.517410,10.408734,5.963418,11.563032,10.531818,5.963418,1.517410,10.433799,5.963418,2.951528,10.041432,5.963418,1.517410,9.782750,9.782750,7.873019,9.773993,5.963288,5.963288,9.782750,7.873139,9.773378,5.963528,5.963372,9.782750,7.873160,9.773274,5.963569,5.963418
927,927.000000,6.003019,12.489548,12.489548,6.003019,1.540421,10.557441,6.003019,11.523702,10.614857,6.003019,1.540421,10.545774,6.003019,2.989091,10.144829,6.003019,1.540421,9.901782,9.901782,7.952334,9.350617,6.002885,6.002885,9.901782,7.952458,9.350022,6.003133,6.002972,9.901782,7.952479,9.349919,6.003176,6.003019
