Hours,q_rej
167171.5555,-62606.175
167171.7315,-62606.175
167174.2685,-62606.175
167174.4445,-62606.175
167174.9048,-62606.175
167184,-32131.92077
167312.5001,-32131.92077
167314.5728,-32131.92077
167319.4272,-32131.92077
167321.4999,-32131.92077
167409.8824,-32131.92077
167411.0091,-32131.92077
167414.9909,-32131.92077
167416.1176,-32131.92077
167554.1529,-24213.49395
167559.8471,-51382.65
167723.1228,-51382.65
167726.8772,-51382.65
167771.7468,-51382.65
167774.2532,-51382.65
167819.7859,-51382.65
167822.2141,-51382.65
167856,-24213.49395
167871.5159,-24213.49395
167871.8315,-24213.49395
167872.716,-24213.49395
167986.8915,-24213.49395
167991.1085,-24213.49395
168297.0236,-24213.49395
168304.9764,-24213.49395
168394.275,-16090.71386
168399.725,-37137.45
168585.6985,-37137.45
168587.4863,-37137.45
168587.9729,-16090.71386
168590.0271,3477.716667
168590.5137,3477.716667
168592.3015,3477.716667
168600,-16090.71386
168615.5545,-16090.71386
168659.368,-16090.71386
168659.7653,-16090.71386
168662.2347,-16090.71386
168662.632,-16090.71386
168825.9355,-16090.71386
168827.8474,-16090.71386
168830.1526,-16090.71386
168832.0645,-16090.71386
168873.416,-6183.609285
168880.584,-23736.225
169257.8879,-23736.225
169259.4011,-23736.225
169259.5111,-6183.609285
169262.4889,6165.833333
169262.5989,6165.833333
169264.1121,6165.833333
169320,-6183.609285
169330.9051,-6183.609285
169331.1537,4452.669633
169332.5,4452.669633
169333.5,4452.669633
169334.8463,-14337.6
169335.0949,-14337.6
169335.4691,-14337.6
169335.5791,-14337.6
169336.2803,-14337.6
169737.9231,-14337.6
169738.5494,-14337.6
169738.6375,4452.669633
169743.3625,39153.21667
169743.4506,39153.21667
169744.0769,39153.21667
170064,4452.669633
170079.582,4452.669633
170079.8698,4452.669633
170080.8405,4452.669633
170122.9268,9718.037828
170127.0732,-6405.675
170147.2004,-6405.675
170150.7996,-6405.675
170650.7346,9718.037828
170655.2654,43921.03333
170721.7769,43921.03333
170728.2231,43921.03333
170746.0768,43921.03333
170751.9232,43921.03333
170784,9718.037828
170799.5666,9718.037828
170819.241,9718.037828
170819.5702,12484.84419
170822.4298,-3714.825
170822.759,-3714.825
170843.349,-3714.825
170843.7619,-3714.825
170846.2381,-3714.825
170846.651,-3714.825
171176.7526,12484.84419
171185.2474,48839.11667
171202.5308,48839.11667
171207.4692,48839.11667
171225.5895,48839.11667
171232.4105,48839.11667
171528,12484.84419
171543.5245,12484.84419
171543.8537,12484.84419
171544.74,12484.84419
171972.5,12484.84419
171973.5,12484.84419
172113.8501,12484.84419
172114.406,10476.1009
172114.4557,10476.1009
172119.5443,10476.1009
172119.594,39183.31667
172120.1499,39183.31667
172272,10476.1009
172403.4711,3491.600828
172403.8612,3491.600828
172406.1388,3491.600828
172406.5289,-7264.95
172449.6039,-7264.95
172451.0692,-7264.95
172454.9308,-7264.95
172456.3961,-7264.95
172667.4756,3491.600828
172670.5244,25314.45
172955.0978,25314.45
172955.5482,25314.45
172958.4518,25314.45
172958.9022,25314.45
172979.7358,25314.45
172982.2642,25314.45
172992,3491.600828
173003.2295,-6540.463412
173006.7705,14095.9
173049.8491,14095.9
173056.1509,14095.9
173243.259,14095.9
173246.741,14095.9
173338.4743,14095.9
173343.5257,14095.9
173364.047,14095.9
173365.953,14095.9
173624.1124,-6540.463412
173633.8876,-19978.575
173723.0698,-19978.575
173723.5455,-19978.575
173723.7195,-19978.575
173726.2805,-19978.575
173726.4545,-19978.575
173726.9302,-19978.575
173736,-6540.463412
173912.816,-6540.463412
173921.184,-6540.463412
174251.8567,-6540.463412
174254.1433,-6540.463412
174297.1218,-6540.463412
174299.323,-6540.463412
174302.677,-6540.463412
174304.8782,-6540.463412
174393.5899,-20615.10441
174400.4101,-43334.475
174443.076,-43334.475
174443.5394,-43334.475
174443.7175,-43334.475
174446.2825,-43334.475
174446.4606,-43334.475
174446.924,-43334.475
174456,-20615.10441
174633.4061,-20615.10441
174635.9512,-20615.10441
174638.0488,-20615.10441
174640.5939,-20615.10441
175038.7813,-20615.10441
175040.0803,-30586.53722
175041.2241,-30586.53722
175048.7759,-30586.53722
175049.9197,-57278.85
175051.2187,-57278.85
175139.0703,-57278.85
175139.5522,-57278.85
175142.4478,-57278.85
175142.9297,-57278.85
175187.7202,-57278.85
175190.2798,-57278.85
175200,-30586.53722
