Hours,q_rej
0,0
199.6514333,0
199.882636,0
202.2793281,67956.97423
207.7206719,-91975.07031
210.117364,-91975.07031
210.3485667,-91975.07031
465.8927245,67956.97423
467.7916114,67956.97423
470.2083886,67956.97423
472.1072755,253967.0232
731.0952201,253967.0232
731.5555185,253967.0232
731.7314594,253967.0232
734.2685406,253967.0232
734.4444815,253967.0232
734.9047799,253967.0232
744,67956.97423
872.5000588,67956.97423
874.5728465,89068.02919
879.4271535,-68108.20331
881.4999412,-68108.20331
969.8823904,89068.02919
971.0090627,89068.02919
974.9909373,89068.02919
976.1176096,296918.9419
1114.152877,296918.9419
1119.847123,296918.9419
1283.122776,296918.9419
1286.877224,296918.9419
1331.746832,296918.9419
1334.253168,296918.9419
1379.785888,296918.9419
1382.214112,296918.9419
1416,89068.02919
1431.515897,89068.02919
1431.831535,89068.02919
1432.715994,89068.02919
1546.891513,118173.6189
1551.108487,-40269.40405
1857.023648,-40269.40405
1864.976352,-40269.40405
1954.275037,-40269.40405
1959.724963,-40269.40405
2145.698457,118173.6189
2147.486302,118173.6189
2147.972852,118173.6189
2150.027148,118173.6189
2150.513698,118173.6189
2152.301543,356104.8
2160,118173.6189
2175.554479,118173.6189
2219.368004,118173.6189
2219.765279,118173.6189
2222.234721,118173.6189
2222.631996,118173.6189
2385.935549,118173.6189
2387.84736,136714.0165
2390.15264,-16582.43763
2392.064451,-16582.43763
2433.416027,-16582.43763
2440.583973,-16582.43763
2817.887923,136714.0165
2819.401145,136714.0165
2819.511096,136714.0165
2822.488904,136714.0165
2822.598855,136714.0165
2824.112077,379485.7548
2880,136714.0165
2890.905124,136714.0165
2891.153749,136714.0165
2892.5,171823.6175
2893.5,-870.259471
2894.846251,-870.259471
2895.094876,-870.259471
2895.469065,-870.259471
2895.57913,-870.259471
2896.280323,-870.259471
3297.923052,171823.6175
3298.549419,171823.6175
3298.637483,171823.6175
3303.362517,171823.6175
3303.450581,171823.6175
3304.076948,449004.4258
3624,171823.6175
3639.581959,171823.6175
3639.869821,171823.6175
3640.840546,171823.6175
3682.926763,171823.6175
3687.073237,171823.6175
3707.200354,171823.6175
3710.799646,171823.6175
4210.734595,171823.6175
4215.265405,171823.6175
4281.776927,194432.9617
4288.223073,455015.1484
4306.07682,455015.1484
4311.92318,455015.1484
4344,194432.9617
4359.566584,194432.9617
4379.240982,194432.9617
4379.570181,194432.9617
4382.429819,194432.9617
4382.759018,194432.9617
4403.349029,194432.9617
4403.761881,194432.9617
4406.238119,194432.9617
4406.650971,194432.9617
4736.752645,194432.9617
4745.247355,194432.9617
4762.530789,194432.9617
4767.469211,194432.9617
4785.589523,194059.2466
4792.410477,467101.5097
5088,194059.2466
5103.524511,194059.2466
5103.853749,194059.2466
5104.739979,194059.2466
5532.499994,194059.2466
5533.500006,194059.2466
5673.850069,201669.9996
5674.405975,201669.9996
5674.455662,201669.9996
5679.544338,201669.9996
5679.594025,201669.9996
5680.149931,460317.1355
5832,201669.9996
5963.471086,201669.9996
5963.861151,201669.9996
5966.138849,201669.9996
5966.528914,201669.9996
6009.603945,161243.6142
6011.069207,161243.6142
6014.930793,161243.6142
6016.396055,411861.3677
6227.475581,411861.3677
6230.524419,411861.3677
6515.097771,411861.3677
6515.548155,411861.3677
6518.451845,411861.3677
6518.902229,411861.3677
6539.735781,411861.3677
6542.264219,411861.3677
6552,161243.6142
6563.229482,161243.6142
6566.770518,161243.6142
6609.849091,125481.1618
6616.150909,351826.4903
6803.258955,351826.4903
6806.741045,351826.4903
6898.474322,351826.4903
6903.525678,351826.4903
6924.046996,125481.1618
6925.953004,-12252.6957
7184.112358,-12252.6957
7193.887642,-12252.6957
7283.069808,-12252.6957
7283.545531,-12252.6957
7283.719498,-12252.6957
7286.280502,-12252.6957
7286.454469,-12252.6957
7286.930192,-12252.6957
7296,125481.1618
7472.816004,95353.16738
7481.183996,268742.4387
7811.856742,268742.4387
7814.143258,268742.4387
7857.121752,268742.4387
7859.322986,95353.16738
7862.677014,-46782.09628
7864.878248,-46782.09628
7953.589936,-46782.09628
7960.410064,-46782.09628
8003.075989,-46782.09628
8003.539376,-46782.09628
8003.717538,-46782.09628
8006.282462,-46782.09628
8006.460624,-46782.09628
8006.924011,-46782.09628
8016,95353.16738
8193.406106,73166.43111
8195.95118,73166.43111
8198.04882,73166.43111
8200.593894,243889.1009
8598.781341,243889.1009
8600.080312,243889.1009
8601.224075,73166.43111
8608.775925,-90693.22275
8609.919688,-90693.22275
8611.218659,-90693.22275
8699.070254,-90693.22275
8699.552166,-90693.22275
8702.447834,-90693.22275
8702.929746,-90693.22275
8747.720156,-90693.22275
8750.279844,-90693.22275
8760,73166.43111
9504,68341.01141
10176,89861.20523
10920,119387.2343
11640,138321.8737
12384,173884.166
13104,196765.949
13848,196562.4838
14592,203860.1086
15312,163607.8131
16056,127045.4972
16776,96706.21515
17520,73152.55334
18264,68341.01141
18936,89861.20523
19680,119387.2343
20400,138321.8737
21144,173884.166
21864,196765.949
22608,196562.4838
23352,203860.1086
24072,163607.8131
24816,127045.4972
25536,96706.21515
26280,73152.55334
27024,68341.01141
27696,89861.20523
28440,119387.2343
29160,138321.8737
29904,173884.166
30624,196765.949
31368,196562.4838
32112,203860.1086
32832,163607.8131
33576,127045.4972
34296,96706.21515
35040,73152.55334
35784,68341.01141
36456,89861.20523
37200,119387.2343
37920,138321.8737
38664,173884.166
39384,196765.949
40128,196562.4838
40872,203860.1086
41592,163607.8131
42336,127045.4972
43056,96706.21515
43800,73152.55334
44544,68341.01141
45216,89861.20523
45960,119387.2343
46680,138321.8737
47424,173884.166
48144,196765.949
48888,196562.4838
49632,203860.1086
50352,163607.8131
51096,127045.4972
51816,96706.21515
52560,73152.55334
53304,68341.01141
53976,89861.20523
54720,119387.2343
55440,138321.8737
56184,173884.166
56904,196765.949
57648,196562.4838
58392,203860.1086
59112,163607.8131
59856,127045.4972
60576,96706.21515
61320,73152.55334
62064,68341.01141
62736,89861.20523
63480,119387.2343
64200,138321.8737
64944,173884.166
65664,196765.949
66408,196562.4838
67152,203860.1086
67872,163607.8131
68616,127045.4972
69336,96706.21515
70080,73152.55334
70824,68341.01141
71496,89861.20523
72240,119387.2343
72960,138321.8737
73704,173884.166
74424,196765.949
75168,196562.4838
75912,203860.1086
76632,163607.8131
77376,127045.4972
78096,96706.21515
78840,73152.55334
79584,68341.01141
80256,89861.20523
81000,119387.2343
81720,138321.8737
82464,173884.166
83184,196765.949
83928,196562.4838
84672,203860.1086
85392,163607.8131
86136,127045.4972
86856,96706.21515
87600,73152.55334
88344,68341.01141
89016,89861.20523
89760,119387.2343
90480,138321.8737
91224,173884.166
91944,196765.949
92688,196562.4838
93432,203860.1086
94152,163607.8131
94896,127045.4972
95616,96706.21515
96360,73152.55334
97104,68341.01141
97776,89861.20523
98520,119387.2343
99240,138321.8737
99984,173884.166
100704,196765.949
101448,196562.4838
102192,203860.1086
102912,163607.8131
103656,127045.4972
104376,96706.21515
105120,73152.55334
105864,68341.01141
106536,89861.20523
107280,119387.2343
108000,138321.8737
108744,173884.166
109464,196765.949
110208,196562.4838
110952,203860.1086
111672,163607.8131
112416,127045.4972
113136,96706.21515
113880,73152.55334
114624,68341.01141
115296,89861.20523
116040,119387.2343
116760,138321.8737
117504,173884.166
118224,196765.949
118968,196562.4838
119712,203860.1086
120432,163607.8131
121176,127045.4972
121896,96706.21515
122640,73152.55334
123384,68341.01141
124056,89861.20523
124800,119387.2343
125520,138321.8737
126264,173884.166
126984,196765.949
127728,196562.4838
128472,203860.1086
129192,163607.8131
129936,127045.4972
130656,96706.21515
131400,73152.55334
132144,68341.01141
132816,89861.20523
133560,119387.2343
134280,138321.8737
135024,173884.166
135744,196765.949
136488,196562.4838
137232,203860.1086
137952,163607.8131
138696,127045.4972
139416,96706.21515
140160,73152.55334
140904,68341.01141
141576,89861.20523
142320,119387.2343
143040,138321.8737
143784,173884.166
144504,196765.949
145248,196562.4838
145992,203860.1086
146712,163607.8131
147456,127045.4972
148176,96706.21515
148920,73152.55334
149664,68341.01141
150336,89861.20523
151080,119387.2343
151800,138321.8737
152544,173884.166
153264,196765.949
154008,196562.4838
154752,203860.1086
155472,163607.8131
156216,127045.4972
156936,96706.21515
157680,73152.55334
158424,68341.01141
159096,89861.20523
159840,119387.2343
160560,138321.8737
161304,173884.166
162024,196765.949
162768,196562.4838
163512,203860.1086
164232,163607.8131
164976,127045.4972
165696,96706.21515
166440,73152.55334
166639.6514,73152.55334
166639.8826,73152.55334
166642.2793,67956.97423
166647.7207,-91975.07031
166650.1174,-91975.07031
166650.3486,-91975.07031
166905.8927,67956.97423
166907.7916,67956.97423
166910.2084,67956.97423
166912.1073,253967.0232
167171.0952,253967.0232
167171.5555,253967.0232
167171.7315,253967.0232
167174.2685,253967.0232
167174.4445,253967.0232
167174.9048,253967.0232
167184,67956.97423
167312.5001,67956.97423
167314.5728,89068.02919
167319.4272,-68108.20331
167321.4999,-68108.20331
167409.8824,89068.02919
167411.0091,89068.02919
167414.9909,89068.02919
167416.1176,296918.9419
