Hours,q_rej
162768,-14479.67657
163512,-14295.65636
164232,-14166.24343
164976,-14765.79791
165696,-15749.00971
166440,-16602.92021
166639.6514,-16602.92021
166639.8826,-16602.92021
166642.2793,-16602.92021
166647.7207,-16602.92021
166650.1174,-16602.92021
166650.3486,-16602.92021
166905.8927,-16602.92021
166907.7916,-16602.92021
166910.2084,-16602.92021
166912.1073,-16602.92021
167171.0952,-17479.62462
167171.5555,-17479.62462
167171.7315,-17479.62462
167174.2685,-17479.62462
167174.4445,-17479.62462
167174.9048,-33233.78824
167184,-17479.62462
167312.5001,-17479.62462
167314.5728,-17479.62462
167319.4272,-17479.62462
167321.4999,-17479.62462
167409.8824,-17479.62462
167411.0091,-17479.62462
167414.9909,-17479.62462
167416.1176,-17479.62462
167554.1529,-17479.62462
167559.8471,-17479.62462
167723.1228,-17907.14562
167726.8772,-33580.72941
167771.7468,-33580.72941
167774.2532,-33580.72941
167819.7859,-33580.72941
167822.2141,-33580.72941
167856,-17907.14562
167871.5159,-17907.14562
167871.8315,-17907.14562
167872.716,-33574.58824
167986.8915,-33574.58824
167991.1085,-33574.58824
168297.0236,-33574.58824
168304.9764,-33574.58824
168394.275,-33574.58824
168399.725,-33574.58824
168585.6985,-33574.58824
168587.4863,-33574.58824
168587.9729,-33574.58824
168590.0271,-33574.58824
168590.5137,-33574.58824
168592.3015,-33574.58824
168600,-18071.1683
168615.5545,-18071.1683
168659.368,-17258.32307
168659.7653,-17258.32307
168662.2347,-17258.32307
168662.632,-32866.44706
168825.9355,-32866.44706
168827.8474,-32866.44706
168830.1526,-32866.44706
168832.0645,-32866.44706
168873.416,-32866.44706
168880.584,-32866.44706
169257.8879,-32866.44706
169259.4011,-32866.44706
169259.5111,-32866.44706
169262.4889,-32866.44706
169262.5989,-32866.44706
169264.1121,-32866.44706
169320,-17258.32307
169330.9051,-17258.32307
169331.1537,-17258.32307
169332.5,-17258.32307
169333.5,-17258.32307
169334.8463,-17258.32307
169335.0949,-17258.32307
169335.4691,-17258.32307
169335.5791,-17258.32307
169336.2803,-31506.07059
169737.9231,-31506.07059
169738.5494,-31506.07059
169738.6375,-31506.07059
169743.3625,-31506.07059
169743.4506,-31506.07059
169744.0769,-31506.07059
170064,-16485.05711
170079.582,-16485.05711
170079.8698,-16485.05711
170080.8405,-29580.28235
170122.9268,-29580.28235
170127.0732,-29580.28235
170147.2004,-29580.28235
170150.7996,-29580.28235
170650.7346,-29580.28235
170655.2654,-29580.28235
170721.7769,-29580.28235
170728.2231,-29580.28235
170746.0768,-29580.28235
170751.9232,-29580.28235
170784,-15516.45945
170799.5666,-15516.45945
170819.241,-15516.45945
170819.5702,-15516.45945
170822.4298,-15516.45945
170822.759,-15516.45945
170843.349,-14420.85014
170843.7619,-14420.85014
170846.2381,-14420.85014
170846.651,-27675.74118
171176.7526,-27675.74118
171185.2474,-27675.74118
171202.5308,-27675.74118
171207.4692,-27675.74118
171225.5895,-27675.74118
171232.4105,-27675.74118
171528,-14420.85014
171543.5245,-14420.85014
171543.8537,-14420.85014
171544.74,-26500.58824
171972.5,-26500.58824
171973.5,-26500.58824
172113.8501,-26500.58824
172114.406,-26500.58824
172114.4557,-26500.58824
172119.5443,-26500.58824
172119.594,-26500.58824
172120.1499,-26500.58824
172272,-14233.99401
172403.4711,-14233.99401
172403.8612,-14233.99401
172406.1388,-14233.99401
172406.5289,-14233.99401
172449.6039,-14233.99401
172451.0692,-14233.99401
172454.9308,-14233.99401
172456.3961,-14233.99401
172667.4756,-14233.99401
172670.5244,-14233.99401
172955.0978,-14099.54178
172955.5482,-14099.54178
172958.4518,-14099.54178
172958.9022,-26722.94118
172979.7358,-26722.94118
172982.2642,-26722.94118
172992,-14099.54178
173003.2295,-14099.54178
173006.7705,-14099.54178
173049.8491,-14099.54178
173056.1509,-14099.54178
173243.259,-14099.54178
173246.741,-14099.54178
173338.4743,-14099.54178
173343.5257,-14099.54178
173364.047,-14099.54178
173365.953,-14099.54178
173624.1124,-14099.54178
173633.8876,-14099.54178
173723.0698,-14695.55765
173723.5455,-14695.55765
173723.7195,-14695.55765
173726.2805,-14695.55765
173726.4545,-14695.55765
173726.9302,-28232.75294
173736,-14695.55765
173912.816,-14695.55765
173921.184,-14695.55765
174251.8567,-14695.55765
174254.1433,-14695.55765
174297.1218,-14695.55765
174299.323,-14695.55765
174302.677,-14695.55765
174304.8782,-14695.55765
174393.5899,-14695.55765
174400.4101,-14695.55765
174443.076,-15671.91379
174443.5394,-15671.91379
174443.7175,-15671.91379
174446.2825,-15671.91379
174446.4606,-15671.91379
174446.924,-30097.27059
174456,-15671.91379
174633.4061,-15671.91379
174635.9512,-15671.91379
174638.0488,-15671.91379
174640.5939,-15671.91379
175038.7813,-15671.91379
175040.0803,-15671.91379
175041.2241,-15671.91379
175048.7759,-15671.91379
175049.9197,-15671.91379
175051.2187,-15671.91379
175139.0703,-16523.41788
175139.5522,-16523.41788
175142.4478,-16523.41788
175142.9297,-31849.2
175187.7202,-31849.2
175190.2798,-31849.2
175200,-16523.41788
