Hours,HPHtgLd_W,HPClgLd_W
0,0,0
16.51843598,10372.40708,0
199.6946639,10372.40708,0
199.882636,10372.40708,0
210.117364,10372.40708,0
210.3053361,10372.40708,0
465.9314057,10372.40708,0
467.7597304,10372.40708,0
470.2402696,10372.40708,0
472.0685943,10372.40708,0
731.0952201,10372.40708,0
731.5555185,10372.40708,0
731.7314594,10372.40708,0
734.2685406,20016.3,0
734.4444815,20016.3,0
734.9047799,20016.3,0
744,10372.40708,0
872.5141009,10372.40708,0
873.7798344,10372.40708,0
880.2201656,10372.40708,0
881.4858991,10372.40708,0
969.9977736,10372.40708,0
971.0125052,10372.40708,0
972.3244226,10372.40708,0
973.6755774,10372.40708,0
974.9874948,10372.40708,0
976.0022264,10372.40708,0
1114.153253,10372.40708,0
1119.846747,10372.40708,0
1283.122776,10372.40708,0
1286.877224,10372.40708,0
1331.746832,10653.34066,0
1334.253168,20253.8,0
1379.785888,20253.8,0
1382.214112,20253.8,0
1416,10653.34066,0
1431.515897,20249,0
1431.831535,20249,0
1432.715994,20249,0
1545.211408,20249,0
1552.788592,20249,0
1857.033439,20249,0
1864.966561,20249,0
1954.276972,20249,0
1959.723028,20249,0
2145.756029,20249,0
2147.49161,20249,0
2147.729165,20249,0
2150.270835,20249,0
2150.50839,20249,0
2152.243971,20249,0
2160,10609.98257,0
2175.554479,19818.1,0
2219.368004,19818.1,0
2219.765279,19818.1,0
2222.234721,19818.1,0
2222.631996,19818.1,0
2385.945753,19818.1,0
2386.2624,19818.1,0
2391.7376,19818.1,0
2392.054247,19818.1,0
2433.448548,19818.1,0
2440.551452,19818.1,0
2817.910402,19818.1,0
2819.404199,19818.1,0
2819.512189,19818.1,0
2822.487811,19818.1,0
2822.595801,19818.1,0
2824.089598,19818.1,0
2880,10235.02394,0
2895.469065,10235.02394,0
2895.57913,18844.4,0
2896.280323,18844.4,0
2896.686616,18844.4,0
2897.18172,18844.4,0
3297.934621,18844.4,0
3298.552662,18844.4,0
3298.644014,18844.4,0
3303.355986,18844.4,0
3303.447338,18844.4,0
3304.065379,18844.4,0
3583.85591,18844.4,0
3594.14409,18844.4,0
3624,9628.089585,0
3639.581959,17535.2,0
3639.869821,17535.2,0
3640.840546,17535.2,0
3682.746967,17535.2,0
3687.253033,17535.2,0
3707.164898,17535.2,0
3710.835102,17535.2,0
3731.166839,17535.2,0
3734.833161,17535.2,0
4210.73847,17535.2,0
4215.26153,17535.2,0
4281.78001,17535.2,0
4288.21999,17535.2,0
4306.078847,17535.2,0
4311.921153,17535.2,0
4344,8950.271776,0
4359.566584,16314.4,0
4379.196559,16314.4,0
4379.205371,16314.4,0
4382.794629,16314.4,0
4382.803441,16314.4,0
4403.349029,16314.4,0
4403.761881,16314.4,0
4406.238119,16314.4,0
4406.650971,16314.4,0
4736.756174,16314.4,0
4745.243826,16314.4,0
4762.531029,16314.4,0
4767.468971,16314.4,0
4785.592607,16314.4,0
4792.407393,16314.4,0
5052.494103,16314.4,0
5053.505897,16314.4,0
5088,8387.739204,0
5103.524511,15441.9,0
5103.853749,15441.9,0
5104.739979,15441.9,0
5388.279461,15441.9,0
5389.720539,15441.9,0
5532.117093,15441.9,0
5532.377452,15441.9,0
5533.622548,15441.9,0
5533.882907,15441.9,0
5673.851849,15441.9,0
5674.406024,15441.9,0
5674.455821,15441.9,0
5679.544179,15441.9,0
5679.593976,15441.9,0
5680.148151,15441.9,0
5832,8086.51297,0
5937.000128,8086.51297,0
5944.999872,8086.51297,0
5963.45446,8086.51297,0
5963.680124,8086.51297,0
5966.319876,8086.51297,0
5966.54554,8086.51297,0
6009.611541,8086.51297,0
6011.073489,8086.51297,0
6014.926511,8086.51297,0
6016.388459,8086.51297,0
6227.488832,8086.51297,0
6230.511168,8086.51297,0
6515.097771,8086.51297,0
6515.548155,8086.51297,0
6518.451845,8086.51297,0
6518.902229,8086.51297,0
6539.735781,8134.633105,0
6542.264219,15616.2,0
6552,8134.633105,0
6561.453183,8134.633105,0
6565,8134.633105,0
6609.883723,8134.633105,0
6616.116277,8134.633105,0
6755.35552,8134.633105,0
6758.64448,8134.633105,0
6803.26214,8134.633105,0
6806.73786,8134.633105,0
6898.485383,8134.633105,0
6903.514617,8134.633105,0
7184.147115,8134.633105,0
7193.852885,8134.633105,0
7283.069808,8134.633105,0
7283.545531,8134.633105,0
7283.719498,8517.336019,0
7286.280502,16620.8,0
7286.454469,16620.8,0
7286.930192,16620.8,0
7296,8517.336019,0
7472.984723,8517.336019,0
7481.015277,8517.336019,0
7811.67056,8517.336019,0
7814.32944,8517.336019,0
7857.13068,8517.336019,0
7858.737494,8517.336019,0
7863.262506,8517.336019,0
7864.86932,8517.336019,0
7953.589936,8517.336019,0
7960.410064,8517.336019,0
8003.075989,8517.336019,0
8003.539376,8517.336019,0
8003.717538,9127.017883,0
8006.282462,17888.5,0
8006.460624,17888.5,0
8006.924011,17888.5,0
8016,9127.017883,0
8193.467882,9127.017883,0
8195.787632,9127.017883,0
8198.212368,9127.017883,0
8200.532118,9127.017883,0
8598.832182,9127.017883,0
8600.080312,9127.017883,0
8601.729466,9127.017883,0
8608.270534,9127.017883,0
8609.919688,9127.017883,0
8611.167818,9127.017883,0
8699.070254,9127.017883,0
8699.552166,9127.017883,0
8702.447834,9127.017883,0
8702.929746,9127.017883,0
8747.720156,9804.154968,0
8750.279844,19149.4,0
8760,9804.154968,0
9504,10405.29328,0
10176,10689.14717,0
10920,10642.57769,0
11640,10269.02361,0
12384,9660.038575,0
13104,8981.057778,0
13848,8415.083871,0
14592,8111.470968,0
15312,8160.90625,0
16056,8545.229839,0
16776,9158.229722,0
17520,9836.30672,0
18264,10405.29328,0
18936,10689.14717,0
19680,10642.57769,0
20400,10269.02361,0
21144,9660.038575,0
21864,8981.057778,0
22608,8415.083871,0
23352,8111.470968,0
24072,8160.90625,0
24816,8545.229839,0
25536,9158.229722,0
26280,9836.30672,0
27024,10405.29328,0
27696,10689.14717,0
28440,10642.57769,0
29160,10269.02361,0
