Hours,q_rej
3303.362517,21880.26673
3303.450581,149095.2794
3304.076948,149095.2794
3624,21880.26673
3639.581959,21880.26673
3639.869821,21880.26673
3640.840546,21880.26673
3682.926763,21880.26673
3687.073237,21880.26673
3707.200354,33016.50188
3710.799646,-14653.03077
4210.734595,-14653.03077
4215.265405,-14653.03077
4281.776927,-14653.03077
4288.223073,-14653.03077
4306.07682,33016.50188
4311.92318,151788.2294
4344,33016.50188
4359.566584,33016.50188
4379.240982,36842.31278
4379.570181,36842.31278
4382.429819,36842.31278
4382.759018,-13930.11282
4403.349029,-13930.11282
4403.761881,-13930.11282
4406.238119,-13930.11282
4406.650971,-13930.11282
4736.752645,-13930.11282
4745.247355,-13930.11282
4762.530789,36842.31278
4767.469211,158668.1735
4785.589523,158668.1735
4792.410477,158668.1735
5088,36842.31278
5103.524511,36842.31278
5103.853749,36842.31278
5104.739979,36842.31278
5532.499994,34386.00524
5533.500006,-1586.943967
5673.850069,-1586.943967
5674.405975,-1586.943967
5674.455662,34386.00524
5679.544338,154248.6706
5679.594025,154248.6706
5680.149931,154248.6706
5832,34386.00524
5963.471086,34386.00524
5963.861151,17214.82373
5966.138849,-20113.80513
5966.528914,-20113.80513
6009.603945,-20113.80513
6011.069207,17214.82373
6014.930793,123617.9559
6016.396055,123617.9559
6227.475581,123617.9559
6230.524419,123617.9559
6515.097771,123617.9559
6515.548155,123617.9559
6518.451845,123617.9559
6518.902229,123617.9559
6539.735781,123617.9559
6542.264219,123617.9559
6552,17214.82373
6563.229482,17214.82373
6566.770518,17214.82373
6609.849091,17214.82373
6616.150909,17214.82373
6803.258955,-3522.735913
6806.741045,73722.50294
6898.474322,-3522.735913
6903.525678,-50074.74615
6924.046996,-50074.74615
6925.953004,-50074.74615
7184.112358,-50074.74615
7193.887642,-50074.74615
7283.069808,-50074.74615
7283.545531,-50074.74615
7283.719498,-50074.74615
7286.280502,-50074.74615
7286.454469,-50074.74615
7286.930192,-50074.74615
7296,-3522.735913
7472.816004,-3522.735913
7481.183996,-3522.735913
7811.856742,-25662.36673
7814.143258,43698.13982
7857.121752,-25662.36673
7859.322986,-25662.36673
7862.677014,-25662.36673
7864.878248,-107500.1
7953.589936,-107500.1
7960.410064,-107500.1
8003.075989,-107500.1
8003.539376,-107500.1
8003.717538,-107500.1
8006.282462,-107500.1
8006.460624,-107500.1
8006.924011,-107500.1
8016,-25662.36673
8193.406106,-25662.36673
8195.95118,-44279.48944
8198.04882,34407.26818
8200.593894,34407.26818
8598.781341,-44279.48944
8600.080312,-44279.48944
8601.224075,-44279.48944
8608.775925,-44279.48944
8609.919688,-44279.48944
8611.218659,-158762.359
8699.070254,-158762.359
8699.552166,-158762.359
8702.447834,-158762.359
8702.929746,-158762.359
8747.720156,-158762.359
8750.279844,-158762.359
8760,-44279.48944
9504,-46989.23652
10176,-31975.14889
10920,-15804.10516
11640,-253.4619577
12384,22362.05795
13104,33742.62111
13848,37410.87232
14592,35157.46885
15312,17667.40903
16056,-3477.273398
16776,-26323.72794
17520,-45971.42933
18264,-46989.23652
18936,-31975.14889
19680,-15804.10516
20400,-253.4619577
21144,22362.05795
21864,33742.62111
22608,37410.87232
23352,35157.46885
24072,17667.40903
24816,-3477.273398
25536,-26323.72794
26280,-45971.42933
27024,-46989.23652
27696,-31975.14889
28440,-15804.10516
29160,-253.4619577
29904,22362.05795
30624,33742.62111
31368,37410.87232
32112,35157.46885
32832,17667.40903
33576,-3477.273398
34296,-26323.72794
35040,-45971.42933
35784,-46989.23652
36456,-31975.14889
37200,-15804.10516
37920,-253.4619577
38664,22362.05795
39384,33742.62111
40128,37410.87232
40872,35157.46885
41592,17667.40903
42336,-3477.273398
43056,-26323.72794
43800,-45971.42933
44544,-46989.23652
45216,-31975.14889
45960,-15804.10516
46680,-253.4619577
47424,22362.05795
48144,33742.62111
48888,37410.87232
49632,35157.46885
50352,17667.40903
51096,-3477.273398
51816,-26323.72794
52560,-45971.42933
53304,-46989.23652
53976,-31975.14889
54720,-15804.10516
55440,-253.4619577
56184,22362.05795
56904,33742.62111
57648,37410.87232
58392,35157.46885
59112,17667.40903
59856,-3477.273398
60576,-26323.72794
61320,-45971.42933
62064,-46989.23652
62736,-31975.14889
63480,-15804.10516
64200,-253.4619577
64944,22362.05795
65664,33742.62111
66408,37410.87232
67152,35157.46885
67872,17667.40903
68616,-3477.273398
69336,-26323.72794
70080,-45971.42933
70824,-46989.23652
71496,-31975.14889
72240,-15804.10516
72960,-253.4619577
73704,22362.05795
74424,33742.62111
75168,37410.87232
75912,35157.46885
76632,17667.40903
77376,-3477.273398
78096,-26323.72794
78840,-45971.42933
79584,-46989.23652
80256,-31975.14889
81000,-15804.10516
81720,-253.4619577
82464,22362.05795
83184,33742.62111
83928,37410.87232
84672,35157.46885
85392,17667.40903
86136,-3477.273398
86856,-26323.72794
87600,-45971.42933
88344,-46989.23652
89016,-31975.14889
89760,-15804.10516
90480,-253.4619577
91224,22362.05795
91944,33742.62111
92688,37410.87232
93432,35157.46885
94152,17667.40903
94896,-3477.273398
95616,-26323.72794
96360,-45971.42933
97104,-46989.23652
97776,-31975.14889
98520,-15804.10516
99240,-253.4619577
99984,22362.05795
100704,33742.62111
101448,37410.87232
102192,35157.46885
102912,17667.40903
103656,-3477.273398
104376,-26323.72794
105120,-45971.42933
105864,-46989.23652
106536,-31975.14889
107280,-15804.10516
108000,-253.4619577
108744,22362.05795
109464,33742.62111
110208,37410.87232
110952,35157.46885
111672,17667.40903
112416,-3477.273398
113136,-26323.72794
113880,-45971.42933
114624,-46989.23652
115296,-31975.14889
116040,-15804.10516
116760,-253.4619577
117504,22362.05795
118224,33742.62111
118968,37410.87232
119712,35157.46885
120432,17667.40903
121176,-3477.273398
121896,-26323.72794
122640,-45971.42933
123384,-46989.23652
124056,-31975.14889
124800,-15804.10516
125520,-253.4619577
126264,22362.05795
126984,33742.62111
127728,37410.87232
128472,35157.46885
129192,17667.40903
129936,-3477.273398
130656,-26323.72794
131400,-45971.42933
132144,-46989.23652
132816,-31975.14889
133560,-15804.10516
134280,-253.4619577
135024,22362.05795
135744,33742.62111
136488,37410.87232
137232,35157.46885
137952,17667.40903
138696,-3477.273398
139416,-26323.72794
140160,-45971.42933
140904,-46989.23652
141576,-31975.14889
142320,-15804.10516
143040,-253.4619577
143784,22362.05795
144504,33742.62111
145248,37410.87232
145992,35157.46885
146712,17667.40903
147456,-3477.273398
148176,-26323.72794
148920,-45971.42933
149664,-46989.23652
150336,-31975.14889
151080,-15804.10516
151800,-253.4619577
152544,22362.05795
153264,33742.62111
154008,37410.87232
154752,35157.46885
155472,17667.40903
156216,-3477.273398
156936,-26323.72794
157680,-45971.42933
158424,-46989.23652
159096,-31975.14889
159840,-15804.10516
160560,-253.4619577
161304,22362.05795
162024,33742.62111
162768,37410.87232
163512,35157.46885
164232,17667.40903
164976,-3477.273398
165696,-26323.72794
166440,-45971.42933
166639.6514,-45499.14343
166639.8826,-45499.14343
166642.2793,-45499.14343
166647.7207,-45499.14343
166650.1174,-45499.14343
166650.3486,-169000.3256
166905.8927,-169000.3256
166907.7916,-45499.14343
166910.2084,42419.32881
166912.1073,42419.32881
167171.0952,42419.32881
167171.5555,42419.32881
167171.7315,42419.32881
167174.2685,42419.32881
167174.4445,42419.32881
167174.9048,42419.32881
167184,-45499.14343
167312.5001,-31084.56308
167314.5728,-31084.56308
167319.4272,-31084.56308
167321.4999,-132763.6359
167409.8824,-132763.6359
167411.0091,-31084.56308
167414.9909,48432.26471
167416.1176,48432.26471
167554.1529,48432.26471
167559.8471,48432.26471
167723.1228,48432.26471
167726.8772,48432.26471
167771.7468,48432.26471
167774.2532,48432.26471
167819.7859,48432.26471
167822.2141,48432.26471
167856,-31084.56308
167871.5159,-31084.56308
167871.8315,-31084.56308
167872.716,-31084.56308
167986.8915,-31084.56308
167991.1085,-31084.56308
168297.0236,-15359.63791
168304.9764,-91359.88974
168394.275,-91359.88974
168399.725,-91359.88974
168585.6985,-91359.88974
168587.4863,-15359.63791
168587.9729,-15359.63791
168590.0271,-15359.63791
168590.5137,75055.95882
168592.3015,75055.95882
168600,-15359.63791
168615.5545,-15359.63791
168659.368,-15359.63791
168659.7653,-15359.63791
168662.2347,-15359.63791
168662.632,-15359.63791
168825.9355,-201.2491396
168827.8474,-201.2491396
168830.1526,-201.2491396
168832.0645,-57318.20256
168873.416,-57318.20256
168880.584,-57318.20256
169257.8879,-57318.20256
169259.4011,-201.2491396
169259.5111,-201.2491396
169262.4889,-201.2491396
169262.5989,97515.82941
169264.1121,97515.82941
169320,-201.2491396
169330.9051,21880.26673
169331.1537,21880.26673
169332.5,21880.26673
169333.5,21880.26673
169334.8463,21880.26673
169335.0949,-41380.91795
169335.4691,-41380.91795
169335.5791,-41380.91795
169336.2803,-41380.91795
169737.9231,-41380.91795
169738.5494,21880.26673
169738.6375,21880.26673
169743.3625,21880.26673
169743.4506,149095.2794
169744.0769,149095.2794
170064,21880.26673
170079.582,21880.26673
170079.8698,21880.26673
170080.8405,21880.26673
170122.9268,21880.26673
170127.0732,21880.26673
170147.2004,33016.50188
170150.7996,-14653.03077
170650.7346,-14653.03077
170655.2654,-14653.03077
170721.7769,-14653.03077
170728.2231,-14653.03077
170746.0768,33016.50188
170751.9232,151788.2294
170784,33016.50188
170799.5666,33016.50188
170819.241,36842.31278
170819.5702,36842.31278
170822.4298,36842.31278
170822.759,-13930.11282
170843.349,-13930.11282
170843.7619,-13930.11282
170846.2381,-13930.11282
170846.651,-13930.11282
171176.7526,-13930.11282
171185.2474,-13930.11282
171202.5308,36842.31278
171207.4692,158668.1735
171225.5895,158668.1735
171232.4105,158668.1735
171528,36842.31278
171543.5245,36842.31278
171543.8537,36842.31278
171544.74,36842.31278
171972.5,34386.00524
171973.5,-1586.943967
172113.8501,-1586.943967
172114.406,-1586.943967
172114.4557,34386.00524
172119.5443,154248.6706
172119.594,154248.6706
172120.1499,154248.6706
172272,34386.00524
172403.4711,34386.00524
172403.8612,17214.82373
172406.1388,-20113.80513
172406.5289,-20113.80513
172449.6039,-20113.80513
172451.0692,17214.82373
172454.9308,123617.9559
172456.3961,123617.9559
172667.4756,123617.9559
172670.5244,123617.9559
172955.0978,123617.9559
172955.5482,123617.9559
172958.4518,123617.9559
172958.9022,123617.9559
172979.7358,123617.9559
172982.2642,123617.9559
172992,17214.82373
173003.2295,17214.82373
173006.7705,17214.82373
173049.8491,17214.82373
173056.1509,17214.82373
173243.259,-3522.735913
173246.741,73722.50294
173338.4743,-3522.735913
173343.5257,-50074.74615
173364.047,-50074.74615
173365.953,-50074.74615
173624.1124,-50074.74615
173633.8876,-50074.74615
173723.0698,-50074.74615
173723.5455,-50074.74615
173723.7195,-50074.74615
173726.2805,-50074.74615
173726.4545,-50074.74615
173726.9302,-50074.74615
173736,-3522.735913
173912.816,-3522.735913
173921.184,-3522.735913
174251.8567,-25662.36673
174254.1433,43698.13982
174297.1218,-25662.36673
174299.323,-25662.36673
174302.677,-25662.36673
174304.8782,-107500.1
174393.5899,-107500.1
174400.4101,-107500.1
174443.076,-107500.1
174443.5394,-107500.1
174443.7175,-107500.1
174446.2825,-107500.1
174446.4606,-107500.1
174446.924,-107500.1
174456,-25662.36673
174633.4061,-25662.36673
174635.9512,-44279.48944
174638.0488,34407.26818
174640.5939,34407.26818
175038.7813,-44279.48944
175040.0803,-44279.48944
175041.2241,-44279.48944
175048.7759,-44279.48944
175049.9197,-44279.48944
175051.2187,-158762.359
175139.0703,-158762.359
175139.5522,-158762.359
175142.4478,-158762.359
175142.9297,-158762.359
175187.7202,-158762.359
175190.2798,-158762.359
175200,-44279.48944
