Hours,HPHtgLd_W,HPClgLd_W
0,0,0
16.51843598,24762.80155,0
199.6946639,24762.80155,0
199.882636,24762.80155,0
210.117364,24762.80155,0
210.3053361,24762.80155,0
465.9314057,24762.80155,0
467.7597304,24762.80155,0
470.2402696,24762.80155,0
472.0685943,24762.80155,0
731.0952201,24762.80155,0
731.5555185,24762.80155,0
731.7314594,24762.80155,0
734.2685406,24762.80155,0
734.4444815,24762.80155,0
734.9047799,47081.2,0
744,24762.80155,0
872.5141009,24762.80155,0
873.7798344,24762.80155,0
880.2201656,24762.80155,0
881.4858991,24762.80155,0
969.9977736,24762.80155,0
971.0125052,24762.80155,0
972.3244226,24762.80155,0
973.6755774,24762.80155,0
974.9874948,24762.80155,0
976.0022264,24762.80155,0
1114.153253,24762.80155,0
1119.846747,24762.80155,0
1283.122776,25368.45629,0
1286.877224,47572.7,0
1331.746832,47572.7,0
1334.253168,47572.7,0
1379.785888,47572.7,0
1382.214112,47572.7,0
1416,25368.45629,0
1431.515897,25368.45629,0
1431.831535,25368.45629,0
1432.715994,47564,0
1545.211408,47564,0
1552.788592,47564,0
1857.033439,47564,0
1864.966561,47564,0
1954.276972,47564,0
1959.723028,47564,0
2145.756029,47564,0
2147.49161,47564,0
2147.729165,47564,0
2150.270835,47564,0
2150.50839,47564,0
2152.243971,47564,0
2160,25600.82175,0
2175.554479,25600.82175,0
2219.368004,24449.29101,0
2219.765279,24449.29101,0
2222.234721,24449.29101,0
2222.631996,46560.8,0
2385.945753,46560.8,0
2386.2624,46560.8,0
2391.7376,46560.8,0
2392.054247,46560.8,0
2433.448548,46560.8,0
2440.551452,46560.8,0
2817.910402,46560.8,0
2819.404199,46560.8,0
2819.512189,46560.8,0
2822.487811,46560.8,0
2822.595801,46560.8,0
2824.089598,46560.8,0
2880,24449.29101,0
2895.469065,24449.29101,0
2895.57913,24449.29101,0
2896.280323,44633.6,0
2896.686616,44633.6,0
2897.18172,44633.6,0
3297.934621,44633.6,0
3298.552662,44633.6,0
3298.644014,44633.6,0
3303.355986,44633.6,0
3303.447338,44633.6,0
3304.065379,44633.6,0
3583.85591,44633.6,0
3594.14409,44633.6,0
3624,23353.83091,0
3639.581959,23353.83091,0
3639.869821,23353.83091,0
3640.840546,41905.4,0
3682.746967,41905.4,0
3687.253033,41905.4,0
3707.164898,41905.4,0
3710.835102,41905.4,0
3731.166839,41905.4,0
3734.833161,41905.4,0
4210.73847,41905.4,0
4215.26153,41905.4,0
4281.78001,41905.4,0
4288.21999,41905.4,0
4306.078847,41905.4,0
4311.921153,41905.4,0
4344,21981.65089,0
4359.566584,21981.65089,0
4379.196559,21981.65089,0
4379.205371,21981.65089,0
4382.794629,21981.65089,0
4382.803441,21981.65089,0
4403.349029,20429.5377,0
4403.761881,20429.5377,0
4406.238119,20429.5377,0
4406.650971,39207.3,0
4736.756174,39207.3,0
4745.243826,39207.3,0
4762.531029,39207.3,0
4767.468971,39207.3,0
4785.592607,39207.3,0
4792.407393,39207.3,0
5052.494103,39207.3,0
5053.505897,39207.3,0
5088,20429.5377,0
5103.524511,20429.5377,0
5103.853749,20429.5377,0
5104.739979,37542.5,0
5388.279461,37542.5,0
5389.720539,37542.5,0
5532.117093,37542.5,0
5532.377452,37542.5,0
5533.622548,37542.5,0
5533.882907,37542.5,0
5673.851849,37542.5,0
5674.406024,37542.5,0
5674.455821,37542.5,0
5679.544179,37542.5,0
5679.593976,37542.5,0
5680.148151,37542.5,0
5832,20164.82484,0
5937.000128,20164.82484,0
5944.999872,20164.82484,0
5963.45446,20164.82484,0
5963.680124,20164.82484,0
5966.319876,20164.82484,0
5966.54554,20164.82484,0
6009.611541,20164.82484,0
6011.073489,20164.82484,0
6014.926511,20164.82484,0
6016.388459,20164.82484,0
6227.488832,20164.82484,0
6230.511168,20164.82484,0
6515.097771,19974.35086,0
6515.548155,19974.35086,0
6518.451845,19974.35086,0
6518.902229,37857.5,0
6539.735781,37857.5,0
6542.264219,37857.5,0
6552,19974.35086,0
6561.453183,19974.35086,0
6565,19974.35086,0
6609.883723,19974.35086,0
6616.116277,19974.35086,0
6755.35552,19974.35086,0
6758.64448,19974.35086,0
6803.26214,19974.35086,0
6806.73786,19974.35086,0
6898.485383,19974.35086,0
6903.514617,19974.35086,0
7184.147115,19974.35086,0
7193.852885,19974.35086,0
7283.069808,20818.70667,0
7283.545531,20818.70667,0
7283.719498,20818.70667,0
7286.280502,20818.70667,0
7286.454469,20818.70667,0
7286.930192,39996.4,0
7296,20818.70667,0
7472.984723,20818.70667,0
7481.015277,20818.70667,0
7811.67056,20818.70667,0
7814.32944,20818.70667,0
7857.13068,20818.70667,0
7858.737494,20818.70667,0
7863.262506,20818.70667,0
