Hours,HPHtgLd_W,HPClgLd_W,Unnamed: 3,Unnamed: 4
15413,32530.9,0,,
15414,17099.3,0,,
15415,13812.8,0,,
15416,382.8,11945.7,,
15417,0,13943.7,,
15418,0,13762.8,,
15419,0,16361.9,,
15420,0,15504.1,,
15421,0,18653.5,,
15422,0,17745.3,,
15423,0,18337.7,,
15424,0,20580.9,,
15425,0,20236.1,,
15426,766.2,311.7,,
15427,2653.6,0,,
15428,7127.9,0,,
15429,9543.5,0,,
15430,30974.8,0,,
15431,37416,0,,
15432,37607.6,0,,
15433,43591.3,0,,
15434,42119,0,,
15435,48217.9,0,,
15436,47515,0,,
15437,55091.4,0,,
15438,31899.9,0,,
15439,23085.8,0,,
15440,3299.9,9244.8,,
15441,588.4,11386.8,,
15442,2.4,19609.1,,
15443,0,28295.5,,
15444,0,25438.4,,
15445,0,18977.9,,
15446,0,16952,,
15447,0,18269.5,,
15448,0,19662.1,,
15449,0,19748.8,,
15450,13,408.4,,
15451,333.1,0,,
15452,3524.1,0,,
15453,5361.4,0,,
15454,24074.6,0,,
15455,31646.7,0,,
15456,35939.2,0,,
15457,44172.9,0,,
15458,44043.9,0,,
15459,50836.9,0,,
15460,50238.1,0,,
15461,61378.1,0,,
15462,34735.9,0,,
15463,24364.3,0,,
15464,7868.7,0,,
15465,2479.4,672.8,,
15466,735.2,2637.7,,
15467,37.3,10279.3,,
15468,0,18631.6,,
15469,0,23360.8,,
15470,0,21484.6,,
15471,0,18248.1,,
15472,0,15270.2,,
15473,113.3,2451.6,,
15474,7331.1,0,,
15475,10437.2,0,,
15476,16671,0,,
15477,16797.3,0,,
15478,25170.8,0,,
15479,24113,0,,
15480,29839,0,,
15481,28299.7,0,,
15482,32863.9,0,,
15483,30443.8,0,,
15484,37627.1,0,,
15485,35721.7,0,,
15486,42162.3,0,,
15487,34426.4,0,,
15488,22788.4,0,,
15489,13499.2,0,,
15490,20753.8,0,,
15491,18499.2,0,,
15492,29660.5,0,,
15493,29393.6,0,,
15494,26814.7,0,,
15495,23104.1,0,,
15496,29042.2,0,,
15497,24207.8,0,,
15498,29571.5,0,,
15499,26169.2,0,,
15500,29167.9,0,,
15501,25316.5,0,,
15502,26951.9,0,,
15503,22243,0,,
15504,25599.1,0,,
15505,25900.5,0,,
15506,31159.3,0,,
15507,29401.9,0,,
15508,34797.7,0,,
15509,32213.1,0,,
15510,37424.7,0,,
15511,30759.1,0,,
15512,18344,0,,
15513,7764.6,6.8,,
15514,3944.1,1707.8,,
15515,288.1,3230.6,,
15516,0,2100.8,,
15517,0,9206.2,,
15518,0,1288.4,,
15519,0,3.1,,
15520,0,86.1,,
15521,0.3,0,,
15522,657.3,0,,
15523,1528.9,0,,
15524,2763,0,,
15525,6558.9,0,,
15526,9309.5,0,,
15527,9130.7,0,,
15528,8990.8,0,,
15529,9370.9,0,,
15530,11546,0,,
15531,11651.3,0,,
15532,10926.5,0,,
15533,8844.6,0,,
15534,3069.5,0,,
15535,2010.8,0,,
15536,0,6563.2,,
15537,0,6441.6,,
15538,0,6037.4,,
15539,0,8488.9,,
15540,0,11257.4,,
15541,0,12278.4,,
15542,0,10641.7,,
15543,0,11666.9,,
15544,0,14516.6,,
15545,0,14964.5,,
15546,0,184.8,,
15547,0,0,,
15548,523,0,,
15549,1243.8,0,,
15550,11963.3,0,,
15551,13133.6,0,,
15552,16688.4,0,,
15553,19554.1,0,,
15554,21152.7,0,,
15555,23337.6,0,,
15556,27045,0,,
15557,29298.5,0,,
15558,16703.7,0,,
15559,12682.7,0,,
15560,138.8,9217.3,,
15561,0,13154.3,,
15562,0,25426.9,,
15563,0,41335.1,,
15564,0,42093.9,,
15565,0,49710.9,,
15566,0,52680.4,,
15567,0,60576.8,,
15568,0,64270.9,,
15569,0,52547.3,,
15570,0,2904.1,,
15571,0,957,,
15572,0,0,,
15573,0,0,,
15574,1358,999.4,,
15575,2141.9,3473.3,,
15576,3742.2,3414.2,,
15577,4959.6,3582.2,,
15578,6324.3,3893,,
15579,7198,2592.7,,
15580,11473.8,2354.9,,
15581,15279.4,1984.3,,
15582,7139.6,118.7,,
15583,6086.4,0,,
15584,0,12719.8,,
15585,0,15014.9,,
15586,0,14413.8,,
15587,0,24745.6,,
15588,0,39091.4,,
15589,0,51576.2,,
15590,0,52159.6,,
15591,0,36879.2,,
15592,0,36250.2,,
15593,0,29704.4,,
15594,0,5300.3,,
15595,0,3076.4,,
15596,0,204.9,,
15597,0,0,,
15598,2505.9,3766.5,,
15599,6317.6,1407.8,,
15600,8249.3,5753.5,,
15601,8842.5,5162.6,,
15602,10327.6,5358.7,,
15603,10122.8,3841.1,,
15604,11495.7,3584.3,,
15605,11580.6,2953.6,,
15606,5541.3,189.1,,
15607,4385,0,,
15608,0,12926.8,,
15609,0,15203.3,,
15610,0,15227.6,,
15611,0,17637.5,,
15612,0,16754.6,,
15613,0,19832.4,,
15614,0,18828.3,,
15615,0,19372.3,,
15616,0,21497.2,,
15617,0,21425.8,,
15618,0,1068.8,,
15619,0,305.3,,
15620,456,0,,
15621,2047.2,0,,
15622,16024.7,242.2,,
15623,19556.9,76.6,,
15624,25749,0,,
15625,31524.2,0,,
15626,31650.7,0,,
15627,35023.8,0,,
15628,34596,0,,
15629,37521.4,0,,
15630,18245.5,0,,
15631,15266.4,0,,
15632,6986.5,0,,
15633,2416.7,0,,
15634,116.5,0,,
15635,0,0,,
15636,0,0,,
15637,0,0,,
15638,0,0,,
15639,0,0,,
15640,42.9,0,,
15641,2292.9,0,,
15642,17527.6,0,,
15643,24267.8,0,,
15644,29894.4,0,,
15645,34152.7,0,,
15646,37489.6,0,,
15647,40271,0,,
15648,43141.3,0,,
15649,48067.5,0,,
15650,50512.4,0,,
15651,53923.8,0,,
15652,56947.5,0,,
15653,61855.5,0,,
15654,65068.5,0,,
15655,67341.9,0,,
15656,63249.2,0,,
15657,59839.1,0,,
15658,48842,0,,
15659,34465.5,0,,
15660,34366.5,0,,
15661,21688.9,0,,
15662,17836.9,0,,
15663,15840.8,0,,
15664,13428.1,0,,
15665,23349.9,0,,
15666,35646.6,0,,
15667,41491.6,0,,
15668,43842.4,0,,
15669,48357.2,0,,
15670,50581.9,0,,
15671,52616.5,0,,
15672,49879.9,0,,
15673,52884.8,0,,
15674,54891.8,0,,
15675,58905.4,0,,
15676,60805.2,0,,
15677,63557.1,0,,
15678,37383,0,,
15679,28288.6,0,,
15680,4314.4,5162.9,,
15681,1932.7,4630.4,,
15682,1349.1,4140.3,,
15683,359.5,6515.4,,
15684,424.6,9374.4,,
15685,0,11175.7,,
15686,0,11608.4,,
15687,0,17865.4,,
15688,0,21435.2,,
15689,0,16148.6,,
15690,530.6,186.4,,
15691,1697.8,0,,
15692,6798,0,,
15693,10088.4,0,,
15694,31664.9,0,,
15695,38723.6,0,,
15696,40114.3,0,,
15697,49820.3,0,,
15698,49765.6,0,,
15699,58139.6,0,,
15700,56010.4,0,,
15701,62330.2,0,,
15702,37054,0,,
15703,27883.1,0,,
15704,3893.3,8175.1,,
15705,697,9255.1,,
15706,0,13558.1,,
15707,0,25469.9,,
15708,0,34706.4,,
15709,0,42187.1,,
15710,0,42772.3,,
15711,0,44291.2,,
15712,0,45166.1,,
15713,0,30656.5,,
15714,0,610.1,,
15715,0,0,,
15716,404.9,0,,
15717,1073.3,0,,
15718,10277.3,0,,
15719,13599.2,0,,
15720,15217.9,0,,
15721,18502.4,0,,
15722,20465.4,0,,
15723,24248.8,0,,
15724,22878.9,0,,
15725,26347.8,0,,
15726,13512.8,0,,
15727,11239.8,0,,
15728,339.1,9544.7,,
15729,0,9401.9,,
15730,0,9369.7,,
15731,0,12147.1,,
15732,0,12733.3,,
15733,0,14983.1,,
15734,0,14335.2,,
15735,0,15265.3,,
15736,0,19306.4,,
15737,0,19933.1,,
15738,1.6,309.7,,
15739,437.3,0,,
15740,4037,0,,
15741,6593.5,0,,
15742,25666.9,0,,
15743,32594.3,0,,
15744,33344.7,0,,
15745,39186.8,0,,
15746,37315.3,0,,
15747,40445.4,0,,
15748,38572.6,0,,
15749,43432.3,0,,
15750,24122.7,0,,
15751,18996.7,0,,
15752,1824.2,9018.4,,
15753,193.3,8872.3,,
15754,0,8232.9,,
15755,0,11340.9,,
15756,0,16447.7,,
15757,0,20747.5,,
15758,0,15248.1,,
15759,0,15567.8,,
15760,0,17901.4,,
15761,0,17649.7,,
15762,0,264.7,,
15763,0,0,,
15764,1132.4,0,,
15765,3214.6,0,,
15766,20520.7,0,,
15767,27943.4,0,,
15768,29356.4,0,,
15769,35581.4,0,,
15770,34560.7,0,,
15771,39287.8,0,,
15772,37187.6,0,,
15773,40092.8,0,,
15774,21793.9,0,,
15775,16982.9,0,,
15776,1357.5,8945.8,,
15777,13.3,8789,,
15778,0,8043.8,,
15779,0,14968.5,,
15780,0,22653.4,,
15781,0,22021.2,,
15782,0,23910.5,,
15783,0,22609.1,,
15784,0,24309.7,,
15785,0,20334.7,,
15786,0,424.8,,
15787,0,0,,
15788,174.9,0,,
15789,1119.3,0,,
15790,13346.4,0,,
15791,18422,0,,
15792,25519.1,0,,
15793,32465.7,0,,
15794,34172.5,0,,
15795,41464.5,0,,
15796,41451.8,0,,
15797,49055.9,0,,
15798,27134.3,0,,
15799,22577,0,,
15800,7660.9,0,,
15801,2617.4,179.2,,
15802,660.5,2554,,
15803,14.3,7745.3,,
15804,0,3043.5,,
15805,0,5041.4,,
15806,55.8,0,,
15807,659.4,0,,
15808,1431.3,0,,
15809,2981.8,0,,
15810,17556.2,0,,
15811,25570.3,0,,
15812,30240,0,,
15813,35872.6,0,,
15814,35548.2,0,,
15815,42468.8,0,,
15816,42125.8,0,,
15817,48962.2,0,,
15818,48409.8,0,,
15819,55425.4,0,,
15820,51368,0,,
15821,56036.5,0,,
15822,53649.1,0,,
15823,57508.3,0,,
15824,40573.7,0,,
15825,36771.3,0,,
15826,20455,0,,
15827,15478.6,0,,
15828,12577.3,0,,
15829,9503.5,2464.9,,
15830,4568.8,5396.2,,
15831,3710.5,1870.5,,
15832,6632.8,884,,
15833,8724.1,0,,
15834,17564.7,0,,
15835,21918.3,0,,
15836,25510.6,0,,
15837,27303.6,0,,
15838,29324.4,0,,
15839,29515.9,0,,
15840,26718.7,0,,
15841,32587.4,0,,
15842,37592.9,0,,
15843,33396,0,,
15844,31068.4,0,,
15845,30038.3,0,,
15846,16216.6,0,,
15847,12167.3,0,,
15848,118.9,5936.3,,
15849,0,5141,,
15850,0,10421.5,,
15851,0,28944.2,,
15852,0,39940.1,,
15853,0,45750.7,,
15854,0,43233.6,,
15855,0,46028.2,,
15856,0,48831.9,,
15857,0,33427.1,,
15858,0,485.6,,
15859,0,0,,
15860,0,0,,
15861,0,0,,
15862,2859.1,0,,
15863,5452.9,0,,
15864,6119,0,,
15865,7709.4,0,,
15866,9007.7,0,,
15867,13620.8,0,,
15868,17899.6,0,,
15869,22673.2,0,,
15870,8396.7,0,,
15871,6149.3,0,,
15872,0,10262.5,,
15873,0,11415.9,,
15874,0,11473.3,,
15875,0,14208,,
15876,0,13310.8,,
15877,0,16704.6,,
15878,0,15866.2,,
15879,0,16509,,
15880,0,18767.8,,
15881,0,18249.9,,
15882,2024.6,186,,
15883,3639.7,0,,
15884,8794.4,0,,
15885,10582.3,0,,
15886,31764.7,0,,
15887,39195.5,0,,
15888,39512.9,0,,
15889,45372.3,0,,
15890,43223.1,0,,
15891,48339,0,,
15892,45885.2,0,,
15893,51011.2,0,,
15894,29262.4,0,,
15895,24222,0,,
15896,7504.4,8569.3,,
15897,2984.8,8325.8,,
15898,1423.9,7632,,
15899,704.4,9999,,
15900,1528.6,12119.6,,
15901,9.5,13376.9,,
15902,0,12556.9,,
15903,41.2,13226.2,,
15904,3.6,15597,,
15905,1629.5,15134.6,,
15906,7646.9,178.6,,
15907,9535.2,0,,
15908,14367.1,0,,
15909,15740.7,0,,
15910,37666.9,0,,
15911,45617.3,0,,
15912,44204.6,0,,
15913,50130.2,0,,
15914,47977.5,0,,
15915,53504.8,0,,
15916,50842.3,0,,
15917,57591.6,0,,
15918,33119.8,0,,
15919,25950.7,0,,
15920,9328.3,7939,,
15921,4305.6,7597.3,,
15922,2702.4,6945.8,,
15923,1738.6,9169.4,,
15924,2235.1,11636.2,,
15925,32.8,12450.9,,
15926,0,10730.5,,
15927,0,11500.8,,
15928,100.7,14085.7,,
15929,1809.8,14707,,
15930,7543.3,166.9,,
15931,9300.5,0,,
15932,14374.1,0,,
15933,15925.8,0,,
15934,37838.7,0,,
15935,45688.9,0,,
15936,44655.4,0,,
15937,50965.5,0,,
15938,49329.8,0,,
15939,55722.3,0,,
15940,52942.1,0,,
15941,58125.9,0,,
15942,32384,0,,
15943,25031.2,0,,
15944,5113.8,7916.2,,
15945,1931.9,7682.3,,
15946,460.8,7089,,
15947,23.2,9525.5,,
15948,1.3,12990.8,,
15949,0,20700.5,,
15950,0,30354.6,,
15951,0,34142.9,,
15952,0,33069.1,,
15953,0,18660.8,,
15954,921.4,288.3,,
15955,1920.6,0,,
15956,5465.6,0,,
15957,7706.5,0,,
15958,27882.8,0,,
15959,35432.1,0,,
15960,37940.1,0,,
15961,45290.7,0,,
15962,44121.9,0,,
15963,48969.2,0,,
15964,46729.1,0,,
15965,53492.3,0,,
15966,28726.8,0,,
15967,23200.4,0,,
15968,8482.3,0,,
15969,3442,0,,
15970,1121.1,1653.6,,
15971,182.2,8654.2,,
15972,0,19079.6,,
15973,0,21727.1,,
15974,0,12407,,
15975,0,3838.1,,
15976,122.8,0,,
15977,1235.4,0,,
15978,8017.4,0,,
15979,9457.3,0,,
15980,14417,0,,
15981,16599.7,0,,
15982,23436.9,0,,
15983,25237.5,0,,
15984,32798.3,0,,
15985,31800.5,0,,
15986,40718.9,0,,
15987,40298.2,0,,
15988,48806.7,0,,
15989,46739,0,,
15990,54684.1,0,,
15991,50725.1,0,,
15992,55295.6,0,,
15993,42247.8,0,,
15994,24531.9,0,,
15995,16099.7,732.5,,
15996,15991.4,11116.7,,
15997,9749.5,18181.2,,
15998,8299.9,21521.2,,
15999,7633.1,12632.8,,
16000,10682.9,1684.7,,
16001,14213,0,,
16002,25729.5,0,,
16003,30117.1,0,,
16004,39759.4,0,,
16005,39078.8,0,,
16006,47277.4,0,,
16007,44780.4,0,,
16008,50621,0,,
16009,45623.2,0,,
16010,52902.8,0,,
16011,48764.9,0,,
16012,55064.3,0,,
16013,49886,0,,
16014,29394.3,0,,
16015,25537.4,0,,
16016,7777.8,5263,,
16017,2050.7,4819.9,,
16018,414.9,4637.9,,
16019,328.5,7072.2,,
16020,1286.7,9816.2,,
16021,3,11216.3,,
16022,0,9228.2,,
16023,0,9467.1,,
16024,0,12072.9,,
16025,420.6,14075.4,,
16026,3717.1,131.7,,
16027,5007.4,0,,
16028,9522.6,0,,
16029,10167.6,0,,
16030,26365.6,0,,
16031,30912.5,0,,
16032,30445.7,0,,
16033,34463.7,0,,
16034,31710,0,,
16035,34628.4,0,,
16036,31939.3,0,,
16037,34822.4,0,,
16038,18767.8,0,,
16039,14888.4,0,,
16040,1401.3,7868.5,,
16041,49.4,7561.7,,
16042,0,7062.9,,
16043,0,9473.2,,
16044,0,11918.9,,
16045,0,12649.3,,
16046,0,10973.3,,
16047,0,11764.1,,
16048,0,14335.8,,
16049,0,14894.9,,
16050,0,180,,
16051,0,0,,
16052,1914.9,0,,
16053,2163.2,0,,
16054,14184.5,0,,
16055,17771.8,0,,
16056,22693.2,0,,
16057,29317.5,0,,
16058,32795.4,0,,
16059,39950,0,,
16060,43499.3,0,,
16061,49265.1,0,,
16062,27402.9,0,,
16063,23805.1,0,,
16064,6921.6,7997.3,,
16065,2294.8,7698.9,,
16066,645.1,7131,,
16067,23.9,9498,,
16068,61.6,11946.3,,
16069,0,12785.9,,
16070,0,11727.2,,
16071,0,12536.7,,
16072,0,15013.9,,
16073,812.8,14913.2,,
16074,6392.4,175.7,,
16075,8302.4,0,,
16076,14082.7,0,,
16077,16052.1,0,,
16078,40618.7,0,,
16079,51493.8,0,,
16080,51277,0,,
16081,58799.7,0,,
16082,58702.9,0,,
16083,69326.2,0,,
16084,67956.2,0,,
16085,76247.4,0,,
16086,45910.9,0,,
16087,38088.4,0,,
16088,11492.7,7895.2,,
16089,5690.5,8131.1,,
16090,2905.9,6984.5,,
16091,1466,9679,,
16092,1907,12021.3,,
16093,662.1,12707.9,,
16094,464.6,11243.2,,
16095,315.5,11992.6,,
16096,519.3,14783.4,,
16097,3003.6,15016.6,,
16098,12184.5,177.5,,
16099,15966.2,0,,
16100,23231.5,0,,
16101,26758.4,0,,
16102,59387.9,0,,
16103,75109.7,0,,
16104,77167,0,,
16105,90732.8,0,,
16106,90993.7,0,,
16107,102479.5,0,,
16108,97696.8,0,,
16109,106143.7,0,,
16110,63934.3,0,,
16111,51747.6,0,,
16112,18252.6,7180.6,,
16113,8472.5,7778.8,,
16114,4338.8,8571.9,,
16115,2551.3,9205.2,,
16116,2991.4,12620.7,,
16117,835.9,23358.4,,
16118,393,23323.3,,
16119,243.8,18116.1,,
16120,338.1,16423,,
16121,1785.2,15189.1,,
16122,7291,181.9,,
16123,9603.7,0,,
16124,15498.9,0,,
16125,18029.4,0,,
16126,43729.1,0,,
16127,53067.1,0,,
16128,55439.1,0,,
16129,63083.5,0,,
16130,59905.6,0,,
16131,66297.1,0,,
16132,62428.2,0,,
16133,68965.2,0,,
16134,37516.5,0,,
16135,31437.3,0,,
16136,21423.3,0,,
16137,15332.3,0,,
16138,12241.7,0,,
16139,7103.5,0,,
16140,4059.2,0,,
16141,3995.7,0,,
16142,8131,0,,
16143,9525.4,0,,
16144,13078.3,0,,
16145,18823.5,0,,
16146,42130.6,0,,
16147,51836.3,0,,
16148,49596,0,,
16149,55356.9,0,,
16150,51810.9,0,,
16151,57045.9,0,,
16152,52250.2,0,,
16153,57020.2,0,,
16154,52723.4,0,,
16155,57494.8,0,,
16156,51944.1,0,,
16157,56746.7,0,,
16158,52565.6,0,,
16159,59059.6,0,,
16160,52388.2,0,,
16161,50848.1,0,,
16162,40993.9,0,,
16163,39542.5,0,,
16164,35133.4,0,,
16165,38251.5,0,,
16166,35111,0,,
16167,40505.5,0,,
16168,42284.3,0,,
16169,53485,0,,
16170,54190.8,0,,
16171,61257.5,0,,
16172,57702.9,0,,
16173,66159.8,0,,
16174,63438.7,0,,
16175,71336.8,0,,
16176,63617.8,0,,
16177,71175.4,0,,
16178,66757.7,0,,
16179,75308.4,0,,
16180,71621.8,0,,
16181,79518.2,0,,
16182,72326.7,0,,
16183,43506.5,0,,
16184,36280.3,0,,
16185,11697.8,4090.6,,
16186,3750.5,3022.3,,
16187,1283.6,3060.1,,
16188,353.4,5621,,
16189,1098.3,8509.5,,
16190,10.4,10064.1,,
16191,0.7,8219.4,,
16192,137.7,8400.7,,
16193,499.4,11276.1,,
16194,2541,13388.4,,
16195,8442.6,98.1,,
16196,9655.8,0,,
16197,14122.3,0,,
16198,15007.5,0,,
16199,34543.2,0,,
16200,41229.7,0,,
16201,39756.6,0,,
16202,44194.9,0,,
16203,41392.9,0,,
16204,45210.1,0,,
16205,42070.6,0,,
16206,46265.6,0,,
16207,26197.5,0,,
16208,18863.1,0,,
16209,1847.6,7119.8,,
16210,127.1,6892.1,,
16211,0,6338,,
16212,0,8716.8,,
16213,0,11368.7,,
16214,0,12241.3,,
16215,0,10431.2,,
16216,0,10682.4,,
16217,0,13164.9,,
16218,0,14544.8,,
16219,1332.1,156.2,,
16220,2193.4,0,,
16221,6446.1,0,,
16222,7916.7,0,,
16223,24859.4,0,,
16224,29958.5,0,,
16225,29693.6,0,,
16226,33995.5,0,,
16227,31706.7,0,,
16228,34052.4,0,,
16229,31262.5,0,,
16230,35105.2,0,,
16231,19778.6,0,,
16232,10560.1,0,,
16233,336.4,9094.5,,
16234,0,9513.5,,
16235,0,11982.6,,
16236,0,11764.1,,
16237,0,12612.6,,
16238,0,13465.8,,
16239,0,12441.1,,
16240,0,13168.3,,
16241,0,15557.2,,
16242,77.8,15102.3,,
16243,3297.9,177.6,,
16244,5603.5,0,,
16245,11425.6,0,,
16246,13464.7,0,,
16247,34835.6,0,,
16248,42616.4,0,,
16249,42145.4,0,,
16250,48337.1,0,,
16251,46808.3,0,,
16252,53675.2,0,,
16253,51766.2,0,,
16254,57660.5,0,,
16255,33164.3,0,,
16256,24714.2,0,,
16257,6181.3,7959.4,,
16258,2096,7667.6,,
16259,634.9,7121,,
16260,38.6,9519.6,,
16261,390.9,12002.8,,
16262,0,12990.6,,
16263,0,12096.1,,
16264,0,12733.8,,
16265,229.9,14974.1,,
16266,2108.4,14842.1,,
16267,8399.9,171.2,,
16268,10719.4,0,,
16269,15927.9,0,,
16270,17612,0,,
16271,41644.1,0,,
16272,51079.4,0,,
16273,49608.5,0,,
16274,56627.5,0,,
16275,54526.9,0,,
16276,60187.4,0,,
16277,57353.1,0,,
16278,64955.5,0,,
16279,37633.6,0,,
16280,28012.9,0,,
16281,8410.9,7602.7,,
16282,3041.7,7327.5,,
16283,1439.9,6767.6,,
16284,600,9074.3,,
16285,1290.3,11582.3,,
16286,40.4,12377.3,,
16287,165,10628.4,,
16288,500.1,11320.3,,
16289,1288.2,13843.4,,
16290,4568.7,14503.2,,
16291,11228.9,154,,
16292,12160.9,0,,
16293,15972.1,0,,
16294,16596.6,0,,
16295,37008.6,0,,
16296,44349.2,0,,
16297,43964.7,0,,
16298,49161.7,0,,
16299,46337.8,0,,
16300,50378.1,0,,
16301,46840.4,0,,
16302,53325.7,0,,
16303,51604.1,0,,
16304,45118.5,0,,
16305,25842.3,0,,
16306,25803.9,23.4,,
16307,23387.9,5455.5,,
16308,28056.5,17694.9,,
16309,24140.6,20802,,
16310,21164.9,19568.4,,
16311,19115,8319.9,,
16312,22665.4,23.1,,
16313,31609,0,,
16314,49901.1,0,,
16315,53008.6,0,,
16316,63353.6,0,,
16317,63375.8,0,,
16318,73485.9,0,,
16319,71258.4,0,,
16320,82218.3,0,,
16321,81472.6,0,,
16322,91689.3,0,,
16323,87080.7,0,,
16324,95306.2,0,,
16325,88764.7,0,,
16326,96055.8,0,,
16327,87800.3,0,,
16328,92000.9,0,,
16329,81491.4,0,,
16330,82930.7,0,,
16331,68360.8,0,,
16332,69675.7,0,,
16333,60809.3,0,,
16334,63261.7,0,,
16335,61242.4,0,,
16336,71254,0,,
16337,69638.2,0,,
16338,78574.8,0,,
16339,72303.4,0,,
16340,79524.6,0,,
16341,72831.2,0,,
16342,79805.6,0,,
16343,73734.7,0,,
16344,81928.6,0,,
16345,72577.5,0,,
16346,79229.2,0,,
16347,72669.7,0,,
16348,80263.7,0,,
16349,73487.9,0,,
16350,80513.4,0,,
16351,48927.6,0,,
16352,36926.6,0,,
16353,10842.9,3864.8,,
16354,4451.1,2700.2,,
16355,1771.4,2770.3,,
16356,614.7,5442.1,,
16357,665.1,18071.3,,
16358,0,28741.5,,
16359,0,25728.5,,
16360,0,20672.7,,
16361,0,13028.5,,
16362,793.3,14274.1,,
16363,5116.1,135.4,,
16364,7747.3,0,,
16365,13391.4,0,,
16366,15737.5,0,,
16367,39738.6,0,,
16368,50398.6,0,,
16369,50408,0,,
16370,58222.2,0,,
16371,55029.6,0,,
16372,61161.8,0,,
16373,58972.5,0,,
16374,64198,0,,
16375,36837.6,0,,
16376,28735.3,0,,
16377,9821.8,7048.6,,
16378,4358.5,6763.3,,
16379,1582,6233.7,,
16380,1027.2,8557.5,,
16381,1475.7,11163.1,,
16382,25.2,12090.5,,
16383,8.1,10202.4,,
16384,193.6,10412,,
16385,580.1,12731.8,,
16386,2323.4,14369.2,,
16387,7687.7,146.1,,
16388,9420.8,0,,
16389,14580.1,0,,
16390,16577.1,0,,
16391,39958.4,0,,
16392,47982.1,0,,
16393,46865.1,0,,
16394,53644.5,0,,
16395,51750.5,0,,
16396,58329.3,0,,
16397,56271.4,0,,
16398,62508.3,0,,
16399,36225.1,0,,
16400,24411.3,0,,
16401,3739.1,8441.1,,
16402,1485.9,8607.7,,
16403,572.4,7662.9,,
16404,0,9879.5,,
16405,506.7,12087.4,,
16406,0,12674.3,,
16407,12,11043.1,,
16408,300.2,11821.7,,
16409,1208.2,14193,,
16410,5019.6,14644,,
16411,12625.2,163.1,,
16412,15274.1,0,,
16413,20804.4,0,,
16414,24304.8,0,,
16415,56181.7,0,,
16416,71134.7,0,,
16417,75675.2,0,,
16418,91625.4,0,,
16419,92397.9,0,,
16420,103400.7,0,,
16421,101482.5,0,,
16422,114016.6,0,,
16423,71520.2,0,,
16424,54173.3,0,,
16425,22838.8,7218.7,,
16426,19657.7,6852.2,,
16427,14409.7,6043.7,,
16428,11972,8307,,
16429,13178.9,10907.8,,
16430,7641.7,11932.1,,
16431,7283.7,10113.7,,
16432,9561.5,10403.7,,
16433,15219.9,12466.7,,
16434,23248.8,14092.2,,
16435,31358.3,129.5,,
16436,33724.2,0,,
16437,39338.2,0,,
16438,41188.3,0,,
16439,81704.7,0,,
16440,100895.8,0,,
16441,98548.1,0,,
16442,108519.5,0,,
16443,102529.5,0,,
16444,111998.7,0,,
16445,106063.8,0,,
16446,113371.1,0,,
16447,68530.8,0,,
16448,53537.8,0,,
16449,26827.9,6166.6,,
16450,20038.4,5792.9,,
16451,13718.3,5248.9,,
16452,8875.5,7713.8,,
16453,9825.7,10527.2,,
16454,9551.3,11535,,
16455,10866,9322.5,,
16456,11918.6,9355.6,,
16457,14750,11843.8,,
16458,20739.3,13743.4,,
16459,29378.7,113.8,,
16460,33383.4,0,,
16461,40575.4,0,,
16462,43492.9,0,,
16463,84825,0,,
16464,105045,0,,
16465,109085.4,0,,
16466,122974.4,0,,
16467,119150.8,0,,
16468,130778.3,0,,
16469,125905.4,0,,
16470,137491.1,0,,
16471,84837.4,0,,
16472,65140.1,0,,
16473,32712,0,,
16474,23415.7,0,,
16475,21314.6,960.3,,
16476,20352.8,3160.1,,
16477,16612,3225.2,,
16478,13726.8,12,,
16479,17028.5,0,,
16480,17928,0,,
16481,28544.1,0,,
16482,39622.8,0,,
16483,75813.6,0,,
16484,94379.1,0,,
16485,92363.7,0,,
16486,101011,0,,
16487,93881.3,0,,
16488,102735.1,0,,
16489,95820.1,0,,
16490,103324.5,0,,
16491,95648.9,0,,
16492,103975,0,,
16493,95408.2,0,,
16494,102660.1,0,,
16495,94475.9,0,,
16496,100577.1,0,,
16497,83991.3,0,,
16498,74707.4,0,,
16499,55558.1,0,,
16500,61426.1,0,,
16501,54039.5,0,,
16502,42013.2,0,,
16503,39476.5,0,,
16504,45122.7,0,,
16505,47619.5,0,,
16506,56488.3,0,,
16507,51440.5,0,,
16508,54879.1,0,,
16509,48259,0,,
16510,52879.7,0,,
16511,48438.6,0,,
16512,54024.8,0,,
16513,46360.2,0,,
16514,51889.7,0,,
16515,49026.4,0,,
16516,56375.8,0,,
16517,53191,0,,
16518,60179.1,0,,
16519,36936.6,0,,
16520,27026.3,0,,
16521,4440.5,4766.4,,
16522,1566,4097,,
16523,746.3,2470.1,,
16524,352.3,5859.2,,
16525,1055.2,9265.2,,
16526,280.7,12569.2,,
16527,169.8,12944.1,,
16528,298.5,12717.6,,
16529,1297.7,12838.8,,
16530,5481.5,14103.8,,
16531,12785,126.9,,
16532,16077.1,0,,
16533,23008.4,0,,
16534,25622.6,0,,
16535,55130.2,0,,
16536,68500.7,0,,
16537,68543,0,,
16538,79695.4,0,,
16539,77821.8,0,,
16540,85553.4,0,,
16541,80515.4,0,,
16542,87588.1,0,,
16543,52679.2,0,,
16544,42050.7,0,,
16545,17912.8,6490.2,,
16546,8790.2,6319,,
16547,5947.2,5812.9,,
16548,5840.6,8043.3,,
16549,7271.7,10664.3,,
16550,2814.4,11731.4,,
