,Time[hr],Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHE0_EFT[C],GHE0_MFT[C],GHE0_q_ghe[W/m],GHE0_ExFT[C],GHE1_EFT[C],GHE1_MFT[C],GHE1_q_ghe[W/m],GHE1_ExFT[C],GHE2_EFT[C],GHE2_MFT[C],GHE2_q_ghe[W/m],GHE2_ExFT[C]
124,5822.248387,20.419922,23.273869,21.230784,21.837582,20.944910,21.215996,23.046156,21.230784,11.182261,19.415412,21.822581,20.176947,10.136720,18.531312,21.128911,19.609649,9.358294,18.090387
125,5822.389406,20.449658,23.334488,21.238448,21.851747,20.950700,21.224689,23.104301,21.238448,11.371650,19.372595,21.836586,20.175551,10.123364,18.514516,21.178416,19.616791,9.517500,18.055166
126,5822.786422,20.457777,23.348816,21.244901,21.859511,20.960128,21.234703,23.118132,21.244901,11.392501,19.371670,21.853502,20.178425,10.187380,18.503348,21.188331,19.622857,9.520802,18.057384
127,5832.000000,20.523142,23.490498,21.358256,21.989143,21.046428,21.328240,23.363228,21.358256,11.883496,19.353284,21.982973,20.226951,10.407968,18.470929,21.280643,19.657426,9.620830,18.034209
128,5913.687161,19.611105,22.651023,20.506569,21.052994,20.153845,20.377726,22.485444,20.506569,9.241815,18.527694,21.045231,19.373881,7.805599,17.702532,20.314343,18.807405,7.037760,17.300466
129,5915.587770,19.976501,22.729389,20.635411,21.129671,20.247388,20.820718,22.579659,20.635411,10.043075,18.691162,21.122651,19.481533,8.477245,17.840415,20.763330,19.077269,8.709397,17.391208
130,5918.412230,19.945397,22.349239,20.528247,20.991884,20.182065,20.719960,22.208901,20.528247,9.251765,18.847592,20.985300,19.479235,8.290674,17.973170,20.666128,19.121706,8.501827,17.577283
131,5920.312839,20.023227,22.771850,20.662597,21.156030,20.276324,20.848690,22.622363,20.662597,10.141081,18.702831,21.149021,19.512714,8.467298,17.876407,20.791398,19.145317,8.517871,17.499237
132,5962.865267,19.595171,22.644577,20.492661,21.040808,20.138613,20.363202,22.478492,20.492661,9.245323,18.506830,21.033021,19.356006,7.807586,17.678991,20.299626,18.790078,7.027920,17.280530
133,5967.134733,20.843683,22.914742,21.062498,22.652129,21.569245,21.721559,22.802446,21.062498,11.990473,19.322551,22.646840,20.626350,13.923773,18.605859,21.678410,19.889709,12.326450,18.101007
134,5985.336856,19.631566,22.665995,20.520316,21.065780,20.172070,20.395529,22.500722,20.520316,9.265998,18.539911,21.058030,19.396854,7.772371,17.735679,20.332254,18.830780,7.025156,17.329305
135,5992.663144,21.525185,25.156638,22.898152,23.185600,22.213585,22.331136,25.069534,22.898152,19.422436,20.726770,23.181518,21.366643,16.233578,19.551768,22.297824,20.642170,14.809384,18.986516
136,6396.253169,19.689325,22.709940,20.590789,21.133612,20.235478,20.457902,22.545335,20.590789,9.187609,18.636242,21.125895,19.456363,7.847860,17.786830,20.394899,18.882955,7.107096,17.371010
137,6397.746831,19.660355,22.665351,20.577403,21.070223,20.194066,20.415353,22.501723,20.577403,9.094006,18.653083,21.062552,19.434141,7.695588,17.805731,20.352712,18.869090,7.011344,17.385468
138,6515.147363,19.730389,22.787571,20.641380,21.190857,20.282286,20.507403,22.621089,20.641380,9.198798,18.661671,21.183051,19.494118,7.847698,17.805184,20.443673,18.915207,7.102079,17.386742
139,6515.587969,19.706452,22.652300,20.579548,21.108965,20.241011,20.457928,22.342691,20.579548,8.501281,18.816404,21.101445,19.488132,7.778847,17.874820,20.396523,18.917801,7.129897,17.439079
140,6518.412031,19.668792,22.604848,20.522547,21.050196,20.188975,20.405175,22.296264,20.522547,8.579405,18.748831,21.029680,19.453359,7.624609,17.877038,20.343975,18.897153,6.998226,17.450332
141,6518.852637,19.673159,22.619352,20.521822,21.051281,20.196328,20.413274,22.309694,20.521822,8.618282,18.733951,21.043760,19.454824,7.659333,17.865888,20.351862,18.897498,7.010640,17.443133
142,6539.720842,19.737208,22.794342,20.647997,21.197460,20.289031,20.514141,22.627863,20.647997,9.199943,18.668131,21.189654,19.500985,7.846825,17.812316,20.450413,18.922118,7.101607,17.393822
143,6542.279158,19.678478,22.687635,20.615124,21.156044,20.266321,20.487940,22.523781,20.615124,9.008205,18.706468,21.148360,19.494536,7.805485,17.840712,20.364770,18.894145,6.940849,17.423519
144,6552.000000,19.740713,22.797663,20.651833,21.201262,20.292909,20.518006,22.631196,20.651833,9.198293,18.672470,21.193457,19.504930,7.846750,17.816403,20.454281,18.925207,7.105758,17.396132
145,6560.547495,18.749534,21.826317,19.812896,20.085380,19.338029,19.394417,21.567966,19.812896,5.718368,18.057826,20.073401,18.694578,4.492481,17.315754,19.293946,18.127348,3.801010,16.960750
146,6565.000000,19.129980,21.846902,19.886345,20.126639,19.385353,19.884556,21.619145,19.886345,6.404156,18.153544,20.116078,18.745968,5.063711,17.375857,19.795837,18.369002,5.273355,16.942167
147,6587.030262,18.543268,21.624797,19.604187,19.877156,19.129454,19.185954,21.366027,19.604187,5.727057,17.842348,19.865160,18.485710,4.484055,17.106261,19.085331,17.923767,3.775793,16.762204
148,6590.969738,19.748680,21.687786,20.017403,21.594956,20.542446,20.577940,21.525721,20.017403,7.830093,18.509085,21.587399,19.628113,10.171190,17.668827,20.514619,18.873321,8.520429,17.232023
149,6756.240597,18.352051,21.421265,19.412150,19.684112,18.938881,18.995157,21.163462,19.412150,5.710442,17.660838,19.672157,18.297265,4.483062,16.922373,18.894898,17.731653,3.792952,16.568409
150,6757.759403,18.300550,20.683064,19.230339,19.471617,18.829457,18.879419,20.454783,19.230339,4.498020,18.005895,19.461017,18.276841,4.350095,17.092665,18.790483,17.740626,3.856671,16.690770
151,6993.124027,18.322470,21.410888,19.392237,19.665883,18.914562,18.971211,21.151484,19.392237,5.700923,17.632990,19.653858,18.267677,4.491984,16.881497,18.870358,17.696313,3.804548,16.522268
152,7000.875973,20.159539,23.894176,21.661239,21.785102,20.879320,20.904902,23.776608,21.661239,15.245949,19.545869,21.779654,20.091528,12.166711,18.403402,20.859236,19.359885,10.806165,17.860534
153,7281.585715,18.358058,21.424842,19.431522,19.703140,18.952455,19.008682,21.167095,19.431522,5.663114,17.695949,19.691192,18.306061,4.519636,16.920930,18.908480,17.729004,3.848590,16.549527
154,7282.882499,18.199366,21.054325,19.354687,19.607747,18.908475,18.752629,20.814697,19.354687,5.115562,17.894678,19.596628,18.306340,4.520895,17.016052,18.659427,17.673582,3.454191,16.687737
155,7283.121032,18.006280,20.277456,19.257359,18.891743,18.523273,18.399353,20.087170,19.257359,3.651986,18.427548,18.882913,18.208589,2.967690,17.534265,18.325249,17.641745,3.008088,16.958242
156,7283.553354,17.943034,20.113071,19.120119,18.770838,18.426425,18.308035,19.756839,19.120119,2.932062,18.483400,18.762403,18.132445,2.900928,17.502486,18.237238,17.606801,2.903133,16.976364
157,7283.704995,17.923064,20.083196,19.094276,18.746589,18.397504,18.279657,19.728598,19.094276,2.934187,18.459953,18.722791,18.112878,2.821278,17.502964,18.209185,17.596069,2.836093,16.982952
158,7286.295005,17.722455,19.842117,18.882743,18.541514,18.215100,18.099440,19.494175,18.882743,2.880000,18.271310,18.518161,17.949922,2.676547,17.381683,17.961349,17.449433,2.411254,16.937516
159,7286.446646,17.759084,19.916552,18.888530,18.541264,18.211673,18.093969,19.562366,18.888530,3.118781,18.214694,18.517498,17.944077,2.654020,17.370655,18.023588,17.456793,2.623355,16.889997
160,7286.878968,17.760043,19.926041,18.886461,18.537826,18.213621,18.095452,19.570445,18.886461,3.153291,18.202478,18.529408,17.937308,2.729693,17.345208,18.024793,17.457472,2.615453,16.890152
161,7287.117501,17.759488,20.024883,18.933863,18.569175,18.226433,18.102835,19.835070,18.933863,3.972429,18.032656,18.560370,17.934238,2.759922,17.308107,18.028931,17.451553,2.545023,16.874175
162,7288.414285,18.044318,20.898939,19.161962,19.415006,18.733031,18.577188,20.659300,19.161962,5.243686,17.664623,19.403889,18.146030,4.405026,16.888172,18.483998,17.541827,3.299488,16.599656
163,7296.000000,18.316059,21.408705,19.386412,19.660436,18.909477,18.966205,21.148945,19.386412,5.703576,17.623880,19.648395,18.262924,4.483401,16.877453,18.865211,17.688456,3.807994,16.511701
164,7353.704030,17.704423,20.526554,18.880138,18.846537,18.290261,18.210335,20.215280,18.880138,3.986042,17.544996,18.832151,17.816108,3.033377,16.800065,18.087491,17.266632,2.450659,16.445773
165,7355.088157,18.692435,22.275093,20.140236,20.124487,19.357853,19.320430,22.129001,20.140236,12.724858,18.151470,20.117744,18.692949,9.116364,17.268154,19.262873,18.040505,7.821162,16.818137
166,7358.911843,19.887935,22.919058,20.987102,21.553328,20.653095,20.621473,22.795855,20.987102,13.747138,19.178350,21.547624,19.870382,12.747616,18.193139,20.572797,19.105235,11.153972,17.637673
167,7360.295970,19.468832,23.026754,20.936621,20.921059,20.154292,20.117170,22.881854,20.936621,12.574302,18.991388,20.914367,19.489227,9.212335,18.064087,20.060043,18.793163,8.189319,17.526282
168,7426.991922,17.712635,20.531054,18.890313,18.856599,18.299839,18.219965,20.219987,18.890313,3.974116,17.560639,18.842225,17.825252,3.039516,16.808280,18.097224,17.273105,2.463117,16.448987
169,7431.008078,17.822520,20.550742,18.910885,18.878424,18.317924,18.367271,20.249971,18.910885,4.137495,17.571800,18.864523,17.839650,3.166643,16.814778,18.248509,17.335676,2.820467,16.422842
170,7572.088000,17.658341,20.480775,18.837132,18.803537,18.245906,18.165975,20.169488,18.837132,3.976692,17.504777,18.789151,17.770567,3.040176,16.751983,18.043125,17.218587,2.461005,16.394049
171,7573.912000,17.605502,19.415672,18.553531,18.525954,18.099128,18.033474,19.160789,18.553531,2.205573,17.946273,18.514144,17.735988,2.826276,16.957833,17.932570,17.231711,2.545535,16.530852
172,7834.625947,17.657486,20.477489,18.840521,18.806952,18.247595,18.167732,20.166445,18.840521,3.960904,17.514597,18.792577,17.770736,3.052524,16.748895,18.044987,17.214627,2.480518,16.384266
173,7839.374053,17.422611,19.941186,18.689989,18.660001,18.171501,17.808270,19.663663,18.689989,3.253724,17.716316,18.647158,17.755301,2.980319,16.863443,17.698693,17.107089,1.976964,16.515484
174,7906.864154,17.655829,20.479936,18.841135,18.807519,18.247434,18.167454,20.168454,18.841135,3.959265,17.513817,18.793124,17.769956,3.052012,16.746788,18.044528,17.211602,2.484539,16.378676
175,7911.135846,17.193412,19.208597,18.468553,17.661500,17.503946,17.446911,18.986895,18.468553,2.162865,17.950212,17.651252,17.375053,1.152487,17.098854,17.359276,17.003852,1.483068,16.648428
176,8003.137673,17.662021,20.484414,18.849251,18.815650,18.254344,18.174405,20.173087,18.849251,3.951312,17.525415,18.801261,17.775791,3.060767,16.750320,18.051548,17.216848,2.491366,16.382148
177,8003.557589,17.653770,20.284197,18.770458,18.739156,18.218448,18.143960,19.720243,18.770458,3.041712,17.820673,18.725751,17.774558,3.046223,16.823364,18.029475,17.224393,2.578298,16.419311
178,8003.710898,17.643248,20.255756,18.756719,18.725631,18.198182,18.124203,19.695676,18.756719,3.027536,17.817762,18.687687,17.769865,2.959388,16.852043,18.010503,17.223529,2.537485,16.436556
179,8006.289102,17.525019,20.062160,18.648268,18.618076,18.128307,18.056446,19.518346,18.648268,2.887432,17.778190,18.581225,17.732005,2.818213,16.882785,17.836859,17.168631,2.217576,16.500403
180,8006.442411,17.587304,20.198991,18.659403,18.628330,18.131058,18.057102,19.639072,18.659403,3.159102,17.679733,18.590404,17.729130,2.777315,16.867856,17.943441,17.180291,2.460901,16.417140
181,8006.862327,17.600506,20.228998,18.668499,18.637228,18.148272,18.073840,19.665449,18.668499,3.194435,17.671550,18.623835,17.732155,2.857130,16.840475,17.959447,17.190287,2.464549,16.421127
182,8016.000000,17.654581,20.477467,18.837329,18.803728,18.245225,18.165280,20.166128,18.837329,3.965391,17.508531,18.789339,17.769125,3.044514,16.748912,18.042410,17.211348,2.480048,16.380287
183,8193.110646,16.775740,18.669532,17.927762,17.516639,17.296403,17.027535,18.366863,17.927762,1.444815,17.488661,17.502955,17.115670,1.274323,16.728384,16.904893,16.628137,0.910635,16.351381
184,8195.905455,18.121080,21.215691,19.544997,19.342917,18.751066,18.618981,21.066337,19.544997,10.237382,18.023658,19.336179,18.239091,7.382511,17.142003,18.558638,17.621015,6.309440,16.683392
185,8196.108052,18.375910,21.145847,19.601973,19.813837,19.076279,18.958099,21.012419,19.601973,10.616278,18.191527,19.807805,18.436195,10.323961,17.064584,18.904094,17.772272,8.519106,16.640449
186,8197.891948,18.770630,21.520576,19.933832,20.144045,19.443161,19.355429,21.388162,19.933832,11.043946,18.479502,20.138059,18.835125,9.894270,17.532191,19.301823,18.163553,8.643840,17.025282
187,8198.094545,18.770340,21.539632,19.952040,20.163748,19.463701,19.345608,21.406282,19.952040,10.966265,18.497799,20.157720,18.856434,9.812847,17.555148,19.291628,18.174582,8.423514,17.057536
188,8200.889354,18.552953,21.644273,20.005791,19.804128,19.200258,19.068414,21.495232,20.005791,10.052632,18.516350,19.797401,18.677758,7.556769,17.558115,19.008163,18.032714,6.583561,17.057266
189,8623.690210,16.726047,18.627383,17.880519,17.467420,17.248026,16.977939,18.323276,17.880519,1.450399,17.437763,17.453674,17.068085,1.263127,16.682496,16.854745,16.578962,0.903422,16.303179
190,8624.116951,16.318376,17.397685,17.576798,16.193621,16.459547,16.306493,17.225760,17.576798,-2.023325,17.927835,16.185850,16.699032,-2.957901,17.212214,16.236689,16.411732,-1.008917,16.586774
191,8624.887831,15.974791,16.936012,17.274846,16.042683,16.279745,15.868731,16.783000,17.274846,-3.179180,17.766692,16.035759,16.493232,-2.956996,16.950704,15.806600,16.167009,-2.329603,16.527419
192,8633.112169,15.132706,15.238921,15.908725,14.967047,15.274241,14.959769,15.122243,15.908725,-6.621249,16.695207,14.961755,15.547666,-4.932683,16.133578,14.912249,15.384656,-3.977105,15.857062
193,8633.883049,15.192910,16.134736,16.354868,15.148026,15.428999,15.026363,15.984876,16.354868,-2.433991,16.724861,15.141248,15.680781,-3.549307,16.220313,14.965535,15.452766,-3.205241,15.939997
194,8634.309790,15.392384,16.450645,16.519022,15.163167,15.456080,15.306045,16.282166,16.519022,-1.387691,16.755878,15.155557,15.719037,-3.301317,16.282518,15.237663,15.569208,-1.942456,15.900753
195,8699.147561,16.679695,18.548019,17.814846,17.409170,17.192804,16.927472,18.249391,17.814846,1.448653,17.380300,17.395666,17.015300,1.268030,16.634935,16.806459,16.534822,0.905562,16.263184
196,8699.567638,16.678758,18.434621,17.737282,17.356279,17.164984,16.915754,17.892087,17.737282,0.549223,17.582478,17.343598,17.008697,1.188175,16.673796,16.802073,16.537827,0.937505,16.273580
197,8702.432362,16.636008,18.379533,17.663768,17.285474,17.099769,16.852304,17.840835,17.663768,0.632550,17.486700,17.248656,16.969494,0.997268,16.690332,16.739432,16.517808,0.791721,16.296185
198,8702.852439,16.642103,18.396218,17.663356,17.282775,17.111798,16.862825,17.854227,17.663356,0.677759,17.472486,17.270108,16.973277,1.054015,16.676445,16.749266,16.519631,0.815408,16.289996
199,8747.722350,16.698876,18.580847,17.842451,17.433970,17.216108,16.948953,18.280178,17.842451,1.449034,17.404724,17.420375,17.037374,1.267869,16.654373,16.827100,16.552333,0.909577,16.277566
200,8750.277650,16.614009,18.440187,17.797705,17.401267,17.196863,16.937561,18.148491,17.797705,1.196320,17.446919,17.388072,17.029554,1.222690,16.671036,16.705552,16.509390,0.668990,16.313228
201,8760.000000,16.697568,18.580864,17.841712,17.432944,17.215480,16.948137,18.279983,17.841712,1.449803,17.403442,17.419339,17.037104,1.264440,16.654868,16.826198,16.550562,0.911807,16.274926
202,9504.000000,16.430509,18.003103,17.520717,17.057393,16.928181,16.615023,17.705127,17.520717,0.655924,17.336308,17.043762,16.827048,0.770824,16.610335,16.494052,16.357889,0.484318,16.221725
203,10176.000000,16.829637,18.809373,17.979301,17.624006,17.366662,17.120782,18.491860,17.979301,1.738084,17.466742,17.609442,17.154229,1.543626,16.699016,16.991834,16.644269,1.178593,16.296703
204,10920.000000,17.860794,20.647041,19.061047,19.056871,18.485607,18.397476,20.322105,19.061047,4.138046,17.799988,19.041457,17.999237,3.419948,16.957017,18.267905,17.395524,2.862634,16.523144
205,11640.000000,18.752327,21.862372,19.876907,20.171505,19.392279,19.456573,21.567787,19.876907,5.663053,18.186027,20.157936,18.722330,4.808094,17.286724,19.338682,18.082208,4.208152,16.825733
206,12384.000000,19.951300,22.994269,20.939761,21.455348,20.563538,20.743435,22.774797,20.939761,7.602404,19.104725,21.444996,19.792261,6.847144,18.139527,20.657668,19.144022,6.270912,17.630375
207,13104.000000,21.634917,24.607234,22.539253,23.178790,22.217604,22.480935,24.458087,22.539253,10.699557,20.620418,23.171621,21.382839,9.974375,19.594057,22.423939,20.733178,9.427802,19.042418
208,13848.000000,22.251140,25.158160,23.111709,23.757346,22.792094,23.104313,25.028229,23.111709,11.230925,21.195189,23.751308,21.952781,10.539477,20.154254,23.054574,21.332929,10.088946,19.611283
209,14592.000000,22.716567,25.675256,23.628878,24.261034,23.290007,23.570111,25.549313,23.628878,11.618799,21.708444,24.254915,22.445712,10.945840,20.636509,23.523017,21.794909,10.455207,20.066801
210,15312.000000,21.831812,24.855123,22.822171,23.368015,22.434242,22.657108,24.692298,22.822171,8.980409,20.952043,23.360359,21.623889,8.338581,19.887419,22.594798,20.959828,7.851179,19.324857
211,16056.000000,20.325687,23.384576,21.498094,21.771427,20.981559,21.037509,23.131271,21.498094,5.479949,19.864916,21.759646,20.300733,4.895222,18.841821,20.939046,19.624707,4.410121,18.310367
212,16776.000000,19.548818,22.376946,20.834337,20.802573,20.201772,20.121600,22.068628,20.834337,3.760960,19.600046,20.788275,19.688581,3.350838,18.588886,19.999972,19.033213,2.945775,18.066455
213,17520.000000,18.530714,20.420519,19.772373,19.342994,19.099309,18.828470,20.121731,19.772373,1.177230,19.423016,19.329441,18.897945,1.454011,18.466449,18.707482,18.328694,1.276404,17.949905
214,18264.000000,18.250752,19.850968,19.432965,18.962061,18.802771,18.484517,19.547886,19.432965,0.404605,19.318043,18.948189,18.675531,0.959945,18.402873,18.361409,18.124286,0.834837,17.887164
215,18936.000000,18.666399,20.674088,19.906825,19.547057,19.257335,19.008361,20.352340,19.906825,1.500683,19.461309,19.532290,19.016749,1.736559,18.501208,18.877613,18.425012,1.524550,17.972411
216,19680.000000,19.729286,22.531368,21.014195,21.010120,20.405559,20.317106,22.205128,21.014195,3.915939,19.823261,20.994633,19.890119,3.631780,18.785606,20.186906,19.206291,3.224385,18.225676
217,20400.000000,20.619130,23.729495,21.820516,22.114682,21.306244,21.370369,23.435566,21.820516,5.451679,20.205465,22.101133,20.610716,5.030974,19.120298,21.252635,19.895125,4.582336,18.537616
218,21144.000000,21.797261,24.834117,22.848684,23.362325,22.448632,22.627688,24.615741,22.848684,7.395781,21.081627,23.352018,21.658169,7.089378,19.964320,22.542280,20.945812,6.681803,19.349344
219,21864.000000,23.461197,26.424314,24.413424,25.049831,24.074105,24.335930,26.276205,24.413424,10.508558,22.550644,25.042708,23.226577,10.245390,21.410447,24.279289,22.526234,9.889561,20.773179
220,22608.000000,24.036405,26.932126,24.939872,25.581855,24.604659,24.914863,26.803230,24.939872,11.055491,23.076514,25.575862,23.754857,10.804211,21.933851,24.865486,23.088884,10.540762,21.312282
221,23352.000000,24.459112,27.405708,25.408328,26.036811,25.056288,25.334549,27.280811,25.408328,11.471112,23.535844,26.030740,24.203642,11.193072,22.376545,25.287815,23.512023,10.878766,21.736231
222,24072.000000,23.533636,26.544786,24.565094,25.107831,24.162333,24.383758,26.383214,24.565094,8.836163,22.746974,25.100229,23.341674,8.546678,21.583119,24.321883,22.632783,8.209124,20.943682
223,24816.000000,21.998806,25.053492,23.224403,23.497068,22.688031,22.743797,24.801256,23.224403,5.338082,21.647551,23.485330,21.990394,5.060769,20.495459,22.645675,21.259526,4.692495,19.873378
224,25536.000000,21.210334,24.047797,22.555161,22.523683,21.899798,21.819603,23.739193,22.555161,3.622230,21.371129,22.509364,21.366427,3.496512,20.223490,21.697776,20.653258,3.195424,19.608740
225,26280.000000,20.181793,22.094938,21.486175,21.052703,20.787435,20.513912,21.792962,21.486175,1.028473,21.179388,21.038999,20.567316,1.581270,20.095633,20.391574,19.942042,1.507009,19.492511
226,27024.000000,19.890449,21.514972,21.134773,20.657949,20.478854,20.156515,21.207744,21.134773,0.254865,21.061801,20.643882,20.334455,1.080720,20.025029,20.031670,19.729053,1.056938,19.426436
227,27696.000000,20.290236,22.321875,21.590191,21.227184,20.916496,20.665163,21.996842,21.590191,1.363149,21.183539,21.212260,20.657702,1.858949,20.103145,20.533015,20.012775,1.743909,19.492536
228,28440.000000,21.336767,24.150977,22.674309,22.670563,22.045410,21.956844,23.824100,22.674309,3.791121,21.524519,22.655037,21.511987,3.768899,20.368936,21.826302,20.777298,3.458806,19.728293
229,29160.000000,22.204601,25.313842,23.452460,23.746182,22.920701,22.984673,25.020857,23.452460,5.334195,21.884063,23.732668,22.210229,5.177892,20.687789,22.867234,21.447307,4.829243,20.027379
230,29904.000000,23.363897,26.394609,24.451874,24.963708,24.038423,24.216719,26.177406,24.451874,7.289933,22.726341,24.953451,23.237775,7.248292,21.522098,24.131715,22.486391,6.951072,20.841067
231,30624.000000,25.022260,27.976876,26.001500,26.635097,25.652519,25.913011,27.829797,26.001500,10.423342,24.173203,26.628021,24.798956,10.427718,22.969892,25.856731,24.068579,10.194474,22.280426
232,31368.000000,25.590332,28.475915,26.518703,27.157445,26.174611,26.483042,28.348026,26.518703,10.976495,24.689379,27.151497,25.319836,10.990521,23.488175,26.434023,24.626113,10.848007,22.818203
233,32112.000000,26.015326,28.951100,26.988456,27.613669,26.627787,26.904414,28.827227,26.988456,11.395281,25.149686,27.607645,25.770412,11.385754,23.933179,26.858036,25.052228,11.191008,23.246419
234,32832.000000,25.081657,28.081477,26.142035,26.681910,25.728551,25.948654,27.921175,26.142035,8.745795,24.362894,26.674365,24.900964,8.717580,23.127563,25.887229,24.161004,8.485679,22.434778
235,33576.000000,23.533664,26.583683,24.799006,25.071056,24.247340,24.302953,26.332685,24.799006,5.237669,23.265327,25.059369,23.536815,5.199676,22.014261,24.205248,22.766139,4.914701,21.327030
236,34296.000000,22.727819,25.572601,24.117788,24.086790,23.444612,23.364518,25.264109,24.117788,3.522493,22.971468,24.072469,22.895238,3.617477,21.718006,23.242659,22.139430,3.390079,21.036201
237,35040.000000,21.671672,23.605283,23.024315,22.587812,22.305363,22.029761,23.300789,23.024315,0.923363,22.747841,22.573988,22.070316,1.682155,21.566644,21.906351,21.403466,1.679526,20.900581
238,35784.000000,21.352984,22.998882,22.644177,22.162744,21.968515,21.642902,22.688292,22.644177,0.153114,22.600062,22.148520,21.811011,1.171421,21.473501,21.516648,21.165940,1.217233,20.815232
239,36456.000000,21.729273,23.781445,23.071439,22.706129,22.380543,22.127423,23.453876,23.071439,1.277571,22.689002,22.691084,22.108819,1.945117,21.526554,21.994189,21.426512,1.896383,20.858835
240,37200.000000,22.752943,25.576723,24.122765,24.119484,23.481930,23.393384,25.249643,24.122765,3.727393,22.995888,24.103942,22.937670,3.857701,21.771397,23.262689,22.170375,3.613067,21.078062
241,37920.000000,23.596838,26.704131,24.869538,25.162812,24.329183,24.393015,26.412249,24.869538,5.284886,23.326826,25.149343,23.611542,5.268065,22.073741,24.275951,22.820708,4.985244,21.365465
242,38664.000000,24.735126,27.759647,25.840729,26.350842,25.421541,25.599128,27.543659,25.840729,7.257732,24.137799,26.340639,24.617331,7.344580,22.894024,25.514555,23.844351,7.118257,22.174147
243,39384.000000,26.378010,29.324374,27.368673,27.999637,27.016233,27.275495,29.178316,27.368673,10.417931,25.559029,27.992607,26.161906,10.539160,24.331204,27.219579,25.416217,10.381773,23.612854
244,40128.000000,26.922734,29.798594,27.860011,28.495740,27.513480,27.820288,29.671681,27.860011,10.983029,26.048340,28.489835,26.659169,11.098186,24.828504,27.771622,25.952577,11.027734,24.133532
245,40872.000000,27.324518,30.249982,28.304513,28.926707,27.942175,28.217319,30.127083,28.304513,11.412801,26.481943,28.920729,27.085941,11.489309,25.251154,28.171286,26.356783,11.362288,24.542280
246,41592.000000,26.360506,29.349768,27.428279,27.965559,27.013116,27.232043,29.190657,27.428279,8.751092,25.665901,27.958068,26.186283,8.797797,24.414499,27.171047,25.434173,8.624448,23.697300
247,42336.000000,24.780990,27.826063,26.057138,26.328612,25.502791,25.558276,27.576292,26.057138,5.228453,24.537984,26.316979,24.790377,5.254087,23.263775,25.461001,24.003835,5.015108,22.546670
248,43056.000000,23.954317,26.804071,25.359097,25.328627,24.681432,24.601505,26.495936,25.359097,3.508007,24.222258,25.314318,24.127656,3.661750,22.940993,24.479732,23.353843,3.474217,22.227954
249,43800.000000,22.878495,24.828074,24.252166,23.813723,23.524972,23.247956,24.521822,24.252166,0.898471,23.982509,23.799817,23.284482,1.717049,22.769148,23.123796,22.598150,1.751407,22.072504
250,44544.000000,22.550214,24.213134,23.865575,23.380927,23.179913,22.851938,23.900082,23.865575,0.119239,23.831068,23.366587,23.016573,1.209485,22.666558,22.724651,22.350858,1.291654,21.977064
251,45216.000000,22.928733,24.997339,24.295864,23.929071,23.594762,23.340393,24.667955,24.295864,1.240292,23.923773,23.913938,23.315482,1.994837,22.717026,23.206377,22.611426,1.983152,22.016476
252,45960.000000,23.963737,26.795110,25.356728,25.353967,24.706865,24.618414,26.468086,25.356728,3.687721,24.245371,25.338423,24.154253,3.929328,22.970083,24.487684,23.364940,3.725503,22.242196
253,46680.000000,24.817355,27.922755,26.112344,26.405244,25.563208,25.626925,27.631994,26.112344,5.240464,24.592693,26.391823,24.838170,5.357721,23.284518,25.510253,24.025472,5.120220,22.540690
254,47424.000000,25.966618,28.985529,27.091994,27.600580,26.664924,26.841879,28.770730,27.091994,7.212854,25.413258,27.590430,25.855106,7.455993,24.119781,26.757733,25.062488,7.283786,23.367243
255,48144.000000,27.617937,30.556602,28.624045,29.252602,28.265471,28.523609,30.411545,28.624045,10.385310,26.836546,29.245619,27.407842,10.677415,25.570066,28.468052,26.646377,10.583870,24.824701
256,48888.000000,28.157293,31.023851,29.108782,29.741691,28.756660,29.061949,30.897908,29.108782,10.953834,27.319656,29.735829,27.899887,11.240462,26.063946,29.013635,27.178616,11.234811,25.343597
257,49632.000000,28.549160,31.464594,29.541912,30.161238,29.174597,29.448332,31.342672,29.541912,11.390298,27.741153,30.155305,28.316477,11.631090,26.477650,29.402645,27.573748,11.568277,25.744851
258,50352.000000,27.561209,30.540009,28.642845,29.177621,28.222356,28.440150,30.382109,28.642845,8.721863,26.903580,29.170184,27.393007,8.911978,25.615831,28.379591,26.625915,8.794131,24.872239
259,51096.000000,25.953247,28.993013,27.246582,27.517507,26.685791,26.741160,28.744551,27.246582,5.195439,25.748614,27.505930,25.968169,5.333453,24.430408,26.644350,25.163416,5.136361,23.682481
260,51816.000000,25.105043,27.958784,26.528772,26.498917,25.844002,25.764298,27.651188,26.528772,3.478665,25.406357,26.484629,25.283453,3.722765,24.082277,25.642686,24.490595,3.570638,23.338504
261,52560.000000,24.005476,25.969638,25.400688,24.960794,24.664635,24.386487,25.661947,25.400688,0.868980,25.139429,24.946820,24.417723,1.759842,23.888626,24.261707,23.712641,1.826266,23.163574
262,53304.000000,23.658219,25.336739,24.994786,24.507530,24.300286,23.970331,25.021597,24.994786,0.092312,24.967974,24.493092,24.131582,1.244676,23.770071,23.842164,23.447997,1.357112,23.053830
263,53976.000000,24.025324,26.108608,25.411002,25.043162,24.702559,24.447214,25.777771,25.411002,1.220649,25.044233,25.027960,24.417834,2.030571,23.807707,24.312568,23.697046,2.048528,23.081524
