,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHE0_EFT[C],GHE0_MFT[C],GHE0_q_ghe[W/m],GHE0_ExFT[C],GHE1_EFT[C],GHE1_MFT[C],GHE1_q_ghe[W/m],GHE1_ExFT[C],GHE2_EFT[C],GHE2_MFT[C],GHE2_q_ghe[W/m],GHE2_ExFT[C]
3995,20.069226,22.931027,20.850454,21.672525,20.703182,20.869990,22.763820,20.850454,17.341097,18.937089,21.663137,19.863222,16.312882,18.063306,20.829752,19.200054,14.770183,17.570355
3996,20.283801,23.199057,21.092925,21.874088,20.902805,21.085157,23.056995,21.092925,18.176689,19.128855,21.863171,20.062484,16.664638,18.261798,21.050729,19.407312,15.209170,17.763895
3997,20.592716,23.424708,21.344358,22.185182,21.206983,21.399910,23.271969,21.344358,19.154222,19.416747,22.175445,20.359578,18.043848,18.543711,21.371312,19.702891,16.578713,18.034470
3998,20.898341,23.712195,21.629083,22.491103,21.507165,21.712998,23.574213,21.629083,20.376412,19.683953,22.484893,20.651653,19.204289,18.818413,21.689167,19.994541,17.752224,18.299915
3999,21.198089,23.981067,21.909737,22.798453,21.808390,22.022736,23.856616,21.909737,21.477272,19.962859,22.792723,20.947098,20.360280,19.101473,21.996925,20.285133,18.883885,18.573340
4000,21.450983,24.202095,22.143417,23.058270,22.059881,22.287226,24.098835,22.143417,22.179182,20.187999,23.051189,21.192487,21.082176,19.333786,22.258002,20.528676,19.614752,18.799349
4001,21.659343,24.477191,22.403887,23.268750,22.267949,22.509705,24.410809,22.403887,23.184599,20.396965,23.264197,21.396232,21.579321,19.528267,22.471930,20.730672,20.115555,18.989414
4002,21.237024,23.962905,21.917714,22.759727,21.779782,22.095671,23.894566,21.917714,18.246972,19.940862,22.754958,20.926504,16.877219,19.098049,22.040272,20.319026,15.887654,18.597779
4003,20.966343,23.747405,21.672314,22.455406,21.488731,21.814737,23.673216,21.672314,16.987234,19.671411,22.451364,20.646427,15.323531,18.841490,21.757294,20.062400,14.389288,18.367505
4004,20.290415,23.099165,20.993645,21.630445,20.720839,21.122301,22.996031,20.993645,12.224505,18.991260,21.624314,19.930298,10.341916,18.236283,21.049235,19.423192,9.926941,17.797150
4005,19.870279,22.847850,20.649412,21.156136,20.273487,20.673817,22.748272,20.649412,11.243190,18.550552,21.151772,19.504988,8.821506,17.858204,20.605784,19.029703,8.442761,17.453622
4006,19.456670,22.496880,20.257625,20.696113,19.840871,20.238482,22.379774,20.257625,9.410279,18.135476,20.692029,19.096107,7.076824,17.500185,20.166832,18.645056,6.748037,17.123280
4007,19.091233,22.321419,19.958394,20.268396,19.452157,19.817427,22.184001,19.958394,8.412926,17.732788,20.263574,18.742167,5.751011,17.220760,19.770105,18.315380,5.498948,16.860655
4008,18.815904,22.095139,19.675524,19.996324,19.179413,19.502410,21.935557,19.675524,7.352799,17.415491,19.990750,18.469493,4.949262,16.948236,19.484660,18.051611,4.662285,16.618563
4009,18.515789,22.007613,19.463028,19.624073,18.865895,19.148784,21.827920,19.463028,6.802573,17.098135,19.617881,18.207907,4.055767,16.797933,19.136752,17.806118,3.827546,16.475484
4010,18.427576,21.678217,19.266705,19.691005,18.844735,19.085031,21.492674,19.266705,6.209680,17.040735,19.684429,18.110003,4.392098,16.535578,19.078797,17.683323,3.892889,16.287848
4011,18.241014,21.513621,19.073536,19.480227,18.659031,18.876075,21.306846,19.073536,5.569018,16.840226,19.473039,17.946774,3.805922,16.420508,18.869106,17.523195,3.356185,16.177285
4012,18.111837,21.323088,18.916942,19.391154,18.557477,18.746095,21.104942,18.916942,5.189123,16.728943,19.383483,17.834721,3.673087,16.285960,18.731534,17.403611,3.149339,16.075689
4013,17.928585,21.117739,18.757158,19.157785,18.373513,18.580057,20.884228,18.757158,4.691318,16.630088,19.147548,17.696232,3.200922,16.244916,18.504778,17.270079,2.723169,16.035379
4014,17.715354,21.047143,18.719649,18.791255,18.140370,18.424119,20.834788,18.719649,5.143676,16.604510,18.782571,17.578444,2.928242,16.374317,18.198441,17.163255,2.517405,16.128069
4015,17.874894,21.242685,18.904069,19.036029,18.309951,18.600817,21.083265,18.904069,7.049345,16.724873,19.027570,17.682034,4.352592,16.336498,18.420441,17.251411,3.781620,16.082382
4016,18.156546,21.217295,19.045476,19.491963,18.648615,18.921399,21.040053,19.045476,7.998742,17.050898,19.483518,17.918075,6.277810,16.352632,18.781438,17.442385,5.369931,16.103332
4017,18.496026,21.520628,19.354954,19.902003,19.013736,19.262136,21.346431,19.354954,10.179316,17.363478,19.893546,18.243903,8.432058,16.594259,19.165649,17.730744,7.334434,16.295839
4018,18.757076,21.689648,19.555976,20.169839,19.267237,19.532699,21.502120,19.555976,11.023499,17.609832,20.162718,18.483692,9.510467,16.804666,19.453649,17.960992,8.454825,16.468334
4019,19.051194,21.932500,19.803330,20.486195,19.557890,19.835555,21.763471,19.803330,12.327252,17.843189,20.478799,18.752094,10.859179,17.025390,19.777981,18.220581,9.794433,16.663180
4020,19.294457,22.139361,20.014667,20.730611,19.791211,20.086889,21.982185,20.014667,13.212774,18.047149,20.724356,18.974710,11.749670,17.225063,20.039774,18.442667,10.725294,16.845560
4021,19.492713,22.332971,20.204333,20.925233,19.981453,20.287712,22.183245,20.204333,13.959499,18.225421,20.919508,19.160654,12.407187,17.401799,20.247721,18.629848,11.412678,17.011976
4022,19.595753,22.549257,20.371559,20.969313,20.047277,20.381106,22.402092,20.371559,14.563408,18.341025,20.964610,19.244610,12.336193,17.524610,20.346575,18.737670,11.539400,17.128765
4023,19.614251,22.377075,20.271145,20.967268,20.035163,20.421551,22.220204,20.271145,13.103836,18.322086,20.962642,19.223620,11.691723,17.484598,20.379572,18.739599,11.025798,17.099627
4024,19.648484,22.401237,20.295111,20.976605,20.052666,20.458277,22.246203,20.295111,13.273519,18.344019,20.971823,19.248404,11.724630,17.524985,20.410018,18.778160,11.101726,17.146303
4025,19.699692,22.502043,20.381621,21.005044,20.088121,20.522645,22.376755,20.381621,13.818335,18.386488,21.001982,19.288492,11.867667,17.575002,20.460268,18.830462,11.288067,17.200657
4026,19.730281,22.484935,20.386783,21.050959,20.114777,20.580785,22.407657,20.386783,13.572983,18.365910,21.047742,19.298433,11.749049,17.549124,20.505303,18.844542,11.154323,17.183782
4027,19.698256,22.441814,20.345657,21.025024,20.087095,20.545637,22.362203,20.345657,13.100418,18.329112,21.021781,19.269245,11.385292,17.516708,20.471153,18.814946,10.759494,17.158739
4028,19.144078,22.024377,19.836212,20.193516,19.379866,19.968441,21.906248,19.836212,9.075594,17.766177,20.188601,18.672223,6.648213,17.155844,19.867465,18.317350,6.796121,16.767236
4029,18.821635,21.855373,19.575894,19.797006,19.023343,19.608195,21.720249,19.575894,8.201793,17.431538,19.790715,18.351892,5.503251,16.913069,19.513605,18.030812,5.671428,16.548019
4030,18.564827,21.663103,19.344836,19.525262,18.769487,19.326618,21.510014,19.344836,7.307249,17.179658,19.519785,18.112976,4.747835,16.706166,19.233117,17.801066,4.833024,16.369014
4031,18.379574,21.537825,19.157883,19.359485,18.596949,19.100145,21.367487,19.157883,6.705777,16.948280,19.353589,17.934889,4.305516,16.516189,19.041557,17.623022,4.305014,16.204488
4032,18.190859,21.306119,18.907260,19.162096,18.400579,18.875908,21.099743,18.907260,5.475646,16.714777,19.155456,17.740061,3.534899,16.324665,18.852905,17.434236,3.543073,16.015567
4033,18.011855,21.190433,18.741370,19.013945,18.256081,18.663125,20.963933,18.741370,5.059341,16.518807,19.006711,17.599280,3.203813,16.191848,18.647985,17.284848,3.102983,15.921711
4034,17.806481,21.069094,18.549663,18.737875,18.033487,18.416677,20.799927,18.549663,4.292045,16.299399,18.729382,17.424579,2.488717,16.119777,18.407592,17.119497,2.456850,15.831403
4035,17.628864,20.897149,18.364345,18.531601,17.856802,18.211784,20.581260,18.364345,3.614388,16.147430,18.521368,17.275306,2.031541,16.029243,18.201164,16.974807,1.999413,15.748451
4036,17.503028,20.725401,18.224839,18.435418,17.757458,18.080332,20.388338,18.224839,3.292499,16.061339,18.424685,17.173635,1.903897,15.922585,18.057749,16.869062,1.808991,15.680374
4037,17.433841,20.335060,18.097048,18.522261,17.775066,18.091794,20.004593,18.097048,2.963116,16.189502,18.508935,17.132930,2.137441,15.756924,17.985474,16.803403,1.836189,15.621333
4038,17.357558,20.061724,18.081480,18.499081,17.778375,18.126777,19.806794,18.081480,3.468404,16.356166,18.490672,17.155115,2.684874,15.819558,17.855073,16.788969,2.143191,15.722866
4039,17.335585,20.334382,18.135236,18.277511,17.652022,18.096512,20.096892,18.135236,4.234434,16.173581,18.270010,17.111282,2.501234,15.952554,17.827696,16.773173,2.276297,15.718649
4040,17.482184,20.349105,18.225115,18.576254,17.851185,18.235946,20.096454,18.225115,5.035503,16.353776,18.570078,17.222153,3.627073,15.874227,18.028645,16.857657,3.150961,15.686668
4041,17.675272,20.473050,18.351265,18.826171,18.045317,18.429409,20.208186,18.351265,5.945880,16.494344,18.821056,17.366546,4.657357,15.912035,18.276412,16.988256,4.124689,15.700100
4042,17.840805,20.512901,18.431509,18.977495,18.177322,18.605859,20.225667,18.431509,6.336541,16.637351,18.972917,17.481176,5.268474,15.989436,18.479960,17.110342,4.837169,15.740723
4043,18.019972,20.600903,18.527203,19.168651,18.332567,18.795081,20.334701,18.527203,6.891026,16.719705,19.163445,17.605549,5.939426,16.047653,18.700803,17.241880,5.562096,15.782956
4044,18.213467,20.677464,18.635100,19.400791,18.524205,19.005185,20.433692,18.635100,7.493820,16.836509,19.396137,17.761265,6.811683,16.126393,18.929806,17.394794,6.395618,15.859782
4045,18.346699,20.804182,18.745369,19.518716,18.638400,19.138465,20.573735,18.745369,8.059025,16.917003,19.513167,17.872978,7.229582,16.232790,19.074948,17.514413,6.878487,15.953878
4046,18.541244,20.944085,18.896204,19.751305,18.842120,19.342358,20.734513,18.896204,8.911988,17.057895,19.747283,18.050102,8.227809,16.352921,19.291636,17.683652,7.795393,16.075667
4047,18.684293,21.056645,19.022183,19.909773,18.993208,19.494689,20.859104,19.022183,9.451140,17.185262,19.906520,18.194061,8.810772,16.481602,19.440205,17.820394,8.334091,16.200583
4048,18.533623,21.051817,18.954262,19.602734,18.766931,19.324658,20.827163,18.954262,8.472942,17.081360,19.599101,18.038783,7.058828,16.478464,19.252630,17.711900,6.970210,16.171169
4049,18.255968,20.859480,18.743719,19.120426,18.387103,19.049377,20.625309,18.743719,6.821874,16.862129,19.115963,17.749349,4.954782,16.382736,18.931258,17.484207,5.246413,16.037157
4050,18.034515,20.816259,18.598015,18.766652,18.093352,18.855822,20.645383,18.598015,6.152315,16.550647,18.761082,17.509088,3.762229,16.257093,18.688740,17.286829,4.212725,15.884918
4051,17.932228,20.657276,18.477093,18.656714,17.977734,18.757476,20.476224,18.477093,5.676251,16.477963,18.650969,17.388653,3.584171,16.126337,18.588742,17.181927,3.994456,15.775111
4052,17.856817,20.112054,18.229223,18.567942,17.873978,18.714235,19.905560,18.229223,4.159742,16.552887,18.561463,17.272428,3.198673,15.983393,18.537274,17.079153,3.618251,15.621033
4053,17.816645,20.128245,18.144320,18.603362,17.862993,18.662027,19.914139,18.144320,4.235967,16.374501,18.594419,17.222995,3.282428,15.851572,18.511927,17.022037,3.565972,15.532147
4054,17.640235,19.980319,17.982508,18.274624,17.626919,18.459526,19.719272,17.982508,3.412039,16.245743,18.266364,17.067404,2.355471,15.868444,18.299984,16.886236,2.777444,15.472487
4055,17.541691,19.868567,17.850236,18.137234,17.503599,18.306079,19.571035,17.850236,2.957098,16.129436,18.127541,16.957650,2.010392,15.787759,18.203273,16.785597,2.436197,15.367921
4056,17.490969,19.445089,17.696645,18.170553,17.487453,18.202651,19.125141,17.696645,2.288551,16.268149,18.159432,16.899472,2.018543,15.639512,18.166989,16.718375,2.320781,15.269761
4057,17.431754,19.657372,17.661241,18.223384,17.494437,18.123846,19.331425,17.661241,2.611039,15.991057,18.212145,16.866443,2.103768,15.520741,18.101898,16.665875,2.244970,15.229851
4058,17.312567,19.567989,17.574261,18.022660,17.356242,17.960653,19.200251,17.574261,2.259488,15.948272,18.009461,16.784676,1.701970,15.559892,17.948220,16.586107,1.892803,15.223993
4059,17.222612,19.405254,17.489148,17.938800,17.285097,17.849431,19.012977,17.489148,1.978546,15.965320,17.925196,16.725011,1.558325,15.524826,17.836130,16.521448,1.706988,15.206766
4060,17.113052,19.740776,17.541370,17.862016,17.240122,17.682201,19.399634,17.541370,2.781197,15.683106,17.849813,16.706642,1.710943,15.563471,17.659331,16.488733,1.751992,15.318135
4061,17.109017,19.970755,17.632286,18.052975,17.352185,17.741940,19.677733,17.632286,3.567544,15.586839,18.040194,16.750178,2.249968,15.460161,17.647701,16.493378,2.013299,15.339056
4062,17.151672,20.671909,18.167709,18.173695,17.524680,17.774612,20.515503,18.167709,7.677747,15.819915,18.167196,16.962478,3.939666,15.757759,17.608408,16.629688,3.200607,15.650968
4063,17.486111,21.097097,18.640034,18.663012,17.928359,18.136906,20.903114,18.640034,10.146360,16.376954,18.654237,17.293216,6.102040,15.932195,18.007925,16.889751,5.013254,15.771578
4064,18.005910,21.283079,19.030375,19.417382,18.546670,18.724286,21.097060,19.030375,11.775753,16.963690,19.406048,17.794714,9.181214,16.183379,18.626558,17.296598,7.577971,15.966638
4065,18.545994,21.539133,19.402120,20.067659,19.128069,19.309302,21.361549,19.402120,13.307204,17.442692,20.057399,18.314904,11.833928,16.572409,19.237190,17.756055,10.058938,16.274919
4066,19.026688,21.805061,19.734840,20.575755,19.613336,19.813432,21.620547,19.734840,14.556003,17.849132,20.566491,18.779325,13.795347,16.992159,19.755783,18.193436,12.059940,16.631090
4067,19.449705,22.168178,20.098912,20.995576,20.026509,20.241667,21.992157,20.098912,16.118595,18.205667,20.985701,19.187215,15.311844,17.388729,20.199381,18.592932,13.676895,16.986482
4068,19.709559,22.483517,20.386614,21.246363,20.276307,20.502658,22.334476,20.386614,16.993337,18.438752,21.234939,19.437504,15.680996,17.640069,20.466596,18.844375,14.152419,17.222153
4069,19.920898,22.680544,20.590502,21.459558,20.492614,20.709438,22.514122,20.590502,17.351220,18.666882,21.448985,19.655790,16.174777,17.862594,20.678339,19.055250,14.640402,17.432161
4070,20.103625,22.900991,20.794565,21.652625,20.683739,20.893185,22.745523,20.794565,17.936046,18.843607,21.645591,19.842119,16.580136,18.038648,20.866389,19.231895,15.026645,17.597401
4071,20.299499,23.094555,20.995432,21.862148,20.887886,21.098324,22.951491,20.995432,18.559319,19.039373,21.855594,20.041141,17.215751,18.226688,21.068721,19.420388,15.639583,17.772054
4072,20.562349,23.322153,21.240609,22.144493,21.155565,21.378884,23.205855,21.240609,19.561707,19.275362,22.136493,20.297253,18.307463,18.458013,21.346033,19.666709,16.715686,17.987385
4073,20.730824,23.535314,21.445726,22.317597,21.324448,21.565536,23.459575,21.445726,20.148491,19.431878,22.312425,20.459969,18.533767,18.607512,21.522516,19.826034,16.973245,18.129552
4074,20.189791,22.949950,20.870576,21.648031,20.697230,21.026496,22.865033,20.870576,14.643047,18.876118,21.642104,19.870466,13.007134,18.098828,20.957836,19.312025,12.083331,17.666214
4075,19.912544,22.803320,20.664293,21.318965,20.393131,20.730747,22.711681,20.664293,13.938068,18.616904,21.313949,19.587415,11.753773,17.860882,20.660135,19.058155,10.905841,17.456176
4076,19.378886,22.257612,20.101731,20.630096,19.763464,20.186025,22.132193,20.101731,10.075825,18.071270,20.622646,19.011680,7.994149,17.400715,20.097383,18.557747,7.640191,17.018110
4077,19.037211,22.095040,19.832805,20.224793,19.391346,19.811511,21.975299,19.832805,9.419863,17.690312,20.219624,18.666603,6.828138,17.113583,19.729750,18.245738,6.524731,16.761726
4078,18.684366,21.804224,19.495060,19.797035,19.004837,19.434996,21.660594,19.495060,7.756782,17.329526,19.791910,18.316149,5.286067,16.840388,19.347489,17.926513,5.089831,16.505537
4079,18.408861,21.650187,19.240246,19.477537,18.710486,19.107965,21.483169,19.240246,6.897032,16.997323,19.471725,18.044402,4.389047,16.617078,19.050538,17.675516,4.228218,16.300495
4080,18.211111,21.406394,18.983337,19.325645,18.531751,18.876744,21.211429,18.983337,5.863541,16.755245,19.318790,17.843092,3.883509,16.367394,18.855042,17.475191,3.631273,16.095340
4081,17.980653,21.344114,18.812804,19.042246,18.297738,18.595625,21.128953,18.812804,5.516332,16.496656,19.034690,17.652906,3.290971,16.271123,18.581227,17.294282,3.065095,16.007338
4082,17.901484,21.033567,18.635976,19.141889,18.303279,18.532490,20.808268,18.635976,4.920822,16.463685,19.134076,17.576331,3.528710,16.018586,18.524855,17.189060,3.025933,15.853265
4083,17.689700,20.923132,18.452085,18.867520,18.086807,18.274730,20.656954,18.452085,4.243222,16.247215,18.858042,17.411977,2.782919,15.965912,18.265752,17.031355,2.375570,15.796958
4084,17.624294,21.049360,18.491862,18.827164,18.055807,18.194058,20.826160,18.491862,5.338554,16.157564,18.819386,17.387675,3.274330,15.955965,18.179097,16.990232,2.718941,15.801367
4085,17.614664,20.975499,18.523129,18.907251,18.106457,18.230380,20.777776,18.523129,5.835513,16.268482,18.898480,17.413436,3.843616,15.928391,18.166968,16.983459,3.063177,15.799949
4086,17.741829,21.512199,19.001682,19.038241,18.285192,18.397936,21.386795,19.001682,9.734005,16.616569,19.033107,17.630767,5.723161,16.228426,18.264915,17.144016,4.574559,16.023116
4087,18.093047,21.830109,19.415121,19.452230,18.650969,18.781873,21.666796,19.415121,11.970452,17.163447,19.444790,17.956376,7.912769,16.467963,18.673222,17.429990,6.609329,16.186757
4088,18.760478,21.945483,19.791189,20.360756,19.411496,19.534505,21.791176,19.791189,13.730079,17.791202,20.351380,18.589097,12.098223,16.826814,19.453442,17.968520,10.194114,16.483598
4089,19.188268,22.204310,20.096346,20.813321,19.846718,19.976965,22.046374,20.096346,14.880445,18.146318,20.804153,19.008962,13.698908,17.213770,19.912863,18.360160,11.848506,16.807457
4090,19.542584,22.453553,20.367080,21.150477,20.185558,20.336289,22.281948,20.367080,15.881562,18.452211,21.141878,19.348778,14.871630,17.555679,20.282727,18.696706,13.154165,17.110685
4091,19.886644,22.723673,20.645181,21.488883,20.516193,20.684060,22.555519,20.645181,17.006359,18.734842,21.479478,19.673319,16.078931,17.867159,20.643702,19.021435,14.441863,17.399169
4092,20.117926,22.993103,20.892205,21.709533,20.733910,20.917221,22.850737,20.892205,17.865647,18.933672,21.698594,19.889812,16.499635,18.081029,20.882805,19.243778,14.951128,17.604751
4093,20.437277,23.221009,21.147318,22.030170,21.047914,21.243190,23.068157,21.147318,18.835410,19.226479,22.020439,20.196955,17.880766,18.373471,21.214632,19.548872,16.334150,17.883112
4094,20.734811,23.501679,21.424117,22.327781,21.340868,21.547461,23.363018,21.424117,19.961745,19.485216,22.321552,20.482770,18.930986,18.643988,21.523563,19.833380,17.401101,18.143197
4095,21.011803,23.757462,21.688330,22.609097,21.618132,21.833265,23.631550,21.688330,20.926081,19.745110,22.603293,20.756116,19.891821,18.908938,21.807211,20.102765,18.354771,18.398320
4096,21.231130,23.953947,21.894598,22.829682,21.832411,22.063435,23.848487,21.894598,21.431884,19.940708,22.822464,20.966115,20.361976,19.109766,22.033664,20.313949,18.863267,18.594233
4097,21.281947,24.118540,22.030210,22.870848,21.879403,22.121982,24.047543,22.030210,21.505255,20.012877,22.865977,21.016150,19.719593,19.166324,22.081678,20.367968,18.268558,18.654258
4098,20.721320,23.529225,21.447552,22.198519,21.242613,21.562963,23.451678,21.447552,16.107199,19.443425,22.193116,20.410922,14.323527,18.628727,21.500354,19.830994,13.416671,18.161635
4099,20.416640,23.317674,21.192352,21.851448,20.913566,21.244806,23.233549,21.192352,15.084022,19.151156,21.846855,20.096938,12.931530,18.347020,21.179875,19.544371,12.086037,17.908867
4100,19.865063,22.738298,20.603255,21.170351,20.278803,20.684047,22.625713,20.603255,11.160816,18.580798,21.163651,19.504560,9.155602,17.845468,20.604485,19.020010,8.743833,17.435535
4101,19.522210,22.546720,20.321302,20.774192,19.907555,20.314281,22.440492,20.321302,10.514917,18.202111,20.769516,19.153340,8.019082,17.537163,20.241961,18.699638,7.652637,17.157315
4102,19.181784,22.232063,19.978823,20.385132,19.541963,19.957908,22.109260,19.978823,8.892798,17.848387,20.380822,18.807961,6.565386,17.235100,19.882941,18.380461,6.271603,16.877981
4103,18.892764,22.083475,19.724582,20.032775,19.221076,19.621984,21.942678,19.724582,8.084538,17.506485,20.027931,18.515078,5.514062,17.002224,19.573610,18.114653,5.317619,16.655696
4104,18.659331,21.900601,19.478231,19.772039,18.968800,19.351214,21.738696,19.478231,7.159743,17.217766,19.766217,18.271060,4.735726,16.775902,19.333205,17.889189,4.573740,16.445174
4105,18.487111,21.753240,19.311356,19.621177,18.813643,19.160524,21.583561,19.311356,6.835716,17.039152,19.615287,18.112205,4.521886,16.609122,19.149129,17.730518,4.267759,16.311908
4106,18.327138,21.600909,19.139364,19.435836,18.641506,18.986230,21.415394,19.139364,6.277852,16.863334,19.429232,17.952247,4.073889,16.475262,18.979957,17.581060,3.858501,16.182164
4107,18.198991,21.422134,18.978429,19.315812,18.516963,18.855300,21.224032,18.978429,5.776725,16.732826,19.308886,17.824029,3.819736,16.339172,18.848577,17.456607,3.580788,16.064637
4108,18.182321,21.505942,19.042659,19.396719,18.570215,18.831481,21.338505,19.042659,7.014783,16.746813,19.390872,17.852140,4.701479,16.313407,18.820283,17.453221,4.176955,16.086159
4109,18.100880,21.538557,19.065701,19.289040,18.500342,18.757467,21.378685,19.065701,7.378948,16.752717,19.281951,17.816435,4.675333,16.350918,18.706093,17.409209,4.137358,16.112324
4110,18.278825,21.990235,19.538208,19.571455,18.777286,18.978702,21.883443,19.538208,11.233284,17.192973,19.567124,18.086177,7.093487,16.605230,18.865518,17.608319,6.021770,16.351121
4111,18.632029,22.281638,19.926897,20.005567,19.165672,19.358401,22.137337,19.926897,13.291191,17.716456,19.998984,18.436523,9.394948,16.874062,19.262476,17.911518,8.123198,16.560559
4112,19.336238,22.435043,20.320625,20.941035,19.968367,20.138092,22.297973,20.320625,15.257005,18.343277,20.932639,19.124629,13.950413,17.316619,20.066069,18.502147,12.067054,16.938225
4113,19.797073,22.722674,20.648812,21.422679,20.437626,20.610261,22.582195,20.648812,16.563051,18.715430,21.414581,19.582789,15.692738,17.750997,20.553240,18.932883,13.881398,17.312526
4114,20.143978,22.987287,20.924456,21.749973,20.771855,20.956454,22.832678,20.924456,17.540368,19.016234,21.742191,19.922812,16.723729,18.103432,20.908195,19.270588,15.052879,17.632980
4115,20.455814,23.253308,21.189281,22.050412,21.070451,21.266965,23.099221,21.189281,18.528873,19.279340,22.041773,20.220545,17.668253,18.399316,21.229988,19.571043,16.093891,17.912099
4116,20.650133,23.499201,21.410873,22.235289,21.254288,21.460358,23.367136,21.410873,19.207518,19.454609,22.225169,20.404768,17.873554,18.584367,21.428437,19.760643,16.375183,18.092850
4117,20.925352,23.703412,21.636230,22.515280,21.529649,21.738546,23.559502,21.636230,20.006314,19.712957,22.506137,20.675222,19.045595,18.844307,21.711675,20.026696,17.527540,18.341716
4118,21.201057,23.966278,21.894789,22.790332,21.800761,22.020194,23.835047,21.894789,21.075597,19.954531,22.784421,20.940058,20.033961,19.095695,21.997587,20.290737,18.540258,18.583887
4119,21.478623,24.217774,22.155867,23.072055,22.078066,22.306724,24.098653,22.155867,22.082271,20.213082,23.066571,21.213123,21.066828,19.359676,22.282088,20.560377,19.569474,18.838665
4120,21.732821,24.441226,22.391171,23.331872,22.329974,22.572356,24.342615,22.391171,22.848729,20.439727,23.325096,21.459242,21.846586,19.593388,22.544519,20.805167,20.365415,19.065816
4121,21.958274,24.724807,22.662491,23.557942,22.553280,22.812276,24.661688,22.662491,23.939316,20.663295,23.553623,21.677979,22.459843,19.802335,22.776445,21.023221,20.993935,19.269996
4122,21.563819,24.219640,22.190408,23.077207,22.090240,22.428198,24.155507,22.190408,19.073086,20.225309,23.072729,21.230563,17.879912,19.388397,22.376396,20.635160,16.900294,18.893924
4123,21.308659,24.008011,21.952854,22.789980,21.814461,22.164236,23.938635,21.952854,17.818018,19.967074,22.786183,20.964205,16.348259,19.142226,22.110791,20.391937,15.422941,18.673083
4124,20.646183,23.351103,21.276238,21.996355,21.067475,21.489249,23.256794,21.276238,13.028334,19.295681,21.990809,20.259558,11.388372,18.528307,21.422559,19.758895,10.943777,18.095231
4125,20.216650,23.084204,20.922772,21.518194,20.613678,21.033241,22.993138,20.922772,11.948539,18.852406,21.514155,19.825761,9.744097,18.137367,20.971130,19.354387,9.330582,17.737644
4126,19.784933,22.734029,20.523673,21.022690,20.150706,20.580574,22.626964,20.523673,10.065359,18.420383,21.018966,19.390978,7.790788,17.762989,20.515271,18.950262,7.489396,17.385254
4127,19.436129,22.534500,20.226128,20.625391,19.779463,20.187527,22.411281,20.226128,9.093517,18.040975,20.620977,19.043139,6.566170,17.465302,20.145218,18.625740,6.323307,17.106263
4128,19.156169,22.326879,19.951299,20.314890,19.480378,19.872185,22.185739,19.951299,8.090203,17.716859,20.309965,18.754490,5.631884,17.199016,19.856445,18.355852,5.433174,16.855260
4129,18.898329,22.192307,19.748161,20.033822,19.224416,19.580467,22.037936,19.748161,7.588050,17.458387,20.028351,18.520973,4.995277,17.013595,19.570132,18.130555,4.770593,16.690978
4130,18.698811,21.973909,19.538045,19.887667,19.061619,19.365577,21.805423,19.538045,6.851500,17.270667,19.881746,18.344007,4.646696,16.806269,19.359850,17.943339,4.280374,16.526827
4131,18.496475,21.793038,19.338360,19.686666,18.873062,19.143147,21.605781,19.338360,6.177016,17.070940,19.680195,18.166821,4.122807,16.653447,19.136800,17.764676,3.738006,16.392552
4132,18.411506,21.893788,19.370533,19.632563,18.827191,19.039585,21.729157,19.370533,7.301724,17.011909,19.626653,18.127662,4.640509,16.628672,19.028550,17.706314,4.093319,16.384078
4133,18.362029,21.816102,19.365714,19.646372,18.827097,19.019394,21.661702,19.365714,7.573263,17.069725,19.639628,18.116131,5.025218,16.592635,18.969822,17.667409,4.295980,16.364996
4134,18.528089,22.265991,19.818006,19.858471,19.057185,19.229451,22.160808,19.818006,11.384938,17.475204,19.854081,18.359900,7.261032,16.865719,19.118177,17.853703,6.144757,16.589230
4135,18.891021,22.553736,20.203504,20.280612,19.436877,19.622674,22.412394,20.203504,13.518009,17.994614,20.274166,18.704249,9.607603,17.134333,19.528665,18.162286,8.361992,16.795907
4136,19.663833,22.701114,20.614212,21.302093,20.314316,20.478064,22.569399,20.614212,15.677153,18.659025,21.294081,19.457022,14.729977,17.619963,20.408916,18.812311,12.801956,17.215706
4137,20.104393,23.009601,20.943576,21.735037,20.747872,20.923609,22.873235,20.943576,16.991089,19.013916,21.727142,19.891011,16.167556,18.054880,20.868265,19.231396,14.413005,17.594527
4138,20.426453,23.246038,21.191486,22.028945,21.050165,21.244342,23.094109,21.191486,17.765759,19.288863,22.021333,20.200393,17.003043,18.379452,21.196954,19.545881,15.416905,17.894808
4139,20.781672,23.555805,21.499459,22.376247,21.393126,21.599572,23.407396,21.499459,19.178438,19.591523,22.367923,20.540178,18.372358,18.712433,21.563968,19.887618,16.850547,18.211268
4140,21.007877,23.821715,21.745424,22.591741,21.606548,21.826327,23.695426,21.745424,19.984311,19.795421,22.582068,20.752969,18.745246,18.923870,21.795813,20.107379,17.303660,18.418946
4141,21.293040,24.042346,21.984440,22.879972,21.891402,22.113206,23.904640,21.984440,20.832963,20.064240,22.871226,21.034056,19.932138,19.196886,22.087500,20.385087,18.470107,18.682674
4142,21.552938,24.299968,22.235295,23.138678,22.147719,22.376932,24.173470,22.235295,21.798477,20.297119,23.132954,21.285639,20.776574,19.438325,22.355149,20.636126,19.333681,18.917104
