,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHE0_EFT[C],GHE0_MFT[C],GHE0_q_ghe[W/m],GHE0_ExFT[C],GHE1_EFT[C],GHE1_MFT[C],GHE1_q_ghe[W/m],GHE1_ExFT[C],GHE2_EFT[C],GHE2_MFT[C],GHE2_q_ghe[W/m],GHE2_ExFT[C]
976,16.403798,19.536237,17.296846,17.852759,17.049616,17.016516,19.235005,17.296846,11.685879,15.358686,17.838777,16.359099,8.921520,14.879422,16.951142,15.778263,7.071720,14.605384
977,16.481271,19.658717,17.415920,17.953951,17.140833,17.107996,19.397195,17.415920,11.733289,15.434646,17.935618,16.445397,8.825227,14.955175,17.030413,15.853680,6.968720,14.676947
978,16.305818,19.793938,17.443180,17.723520,16.967937,16.918893,19.600273,17.443180,11.267499,15.286087,17.710291,16.318377,7.270612,14.926464,16.802959,15.737656,5.564574,14.672353
979,15.619260,19.063761,16.813328,16.811988,16.251934,16.158692,18.785225,16.813328,5.888469,14.841430,16.792841,15.778641,3.028598,14.764441,15.921205,15.274180,1.932142,14.627155
980,15.440153,18.806968,16.630443,16.595201,16.064416,15.941069,18.530390,16.630443,5.706032,14.730496,16.580611,15.612746,2.906747,14.644882,15.715948,15.124959,1.774894,14.533970
981,15.021573,17.734183,16.156498,15.991806,15.632514,15.414743,17.358404,16.156498,2.643837,14.954593,15.969961,15.337248,1.391780,14.704536,15.133797,14.893318,0.528982,14.652839
982,14.875255,17.481052,15.978569,15.744470,15.447535,15.188299,17.159914,15.978569,2.573819,14.797225,15.731628,15.198955,1.160545,14.666282,14.956839,14.782016,0.380892,14.607192
983,14.583839,16.437372,15.695225,15.012477,14.993620,14.714345,16.157776,15.695225,1.125469,15.232675,15.003669,14.984826,0.045848,14.965983,14.534023,14.640772,-0.259738,14.747520
984,14.420264,15.961682,15.493396,14.646864,14.738376,14.414156,15.695405,15.493396,0.515070,15.291387,14.638696,14.825595,-0.476545,15.012495,14.318092,14.537031,-0.558236,14.755969
985,14.305343,15.650281,15.338956,14.435987,14.579126,14.200995,15.386849,15.338956,0.123261,15.291062,14.427697,14.711626,-0.730737,14.995554,14.171552,14.458247,-0.737859,14.744943
986,14.156485,15.240723,15.172410,14.163646,14.385577,13.988285,14.995247,15.172410,-0.488463,15.349574,14.156102,14.586367,-1.186297,15.016632,13.972485,14.366771,-1.087098,14.761057
987,14.052818,14.984125,15.040644,14.026896,14.276418,13.846585,14.738691,15.040644,-0.831744,15.342598,14.019188,14.501495,-1.328532,14.983801,13.839526,14.296582,-1.258979,14.753638
988,13.932135,14.685981,14.902844,13.801847,14.114492,13.689586,14.453893,14.902844,-1.306085,15.351795,13.794703,14.394307,-1.744362,14.993910,13.682906,14.216969,-1.553691,14.751031
989,13.845320,14.512086,14.799252,13.706549,14.033162,13.589125,14.281028,14.799252,-1.513008,15.317475,13.699294,14.325296,-1.827677,14.951297,13.574232,14.155134,-1.696005,14.736036
990,13.705426,14.215485,14.661236,13.496777,13.877592,13.464333,14.001575,14.661236,-2.076763,15.320897,13.488146,14.218357,-2.298871,14.948567,13.391969,14.063663,-2.114647,14.735357
991,13.691174,14.370948,14.663851,13.903111,14.115809,13.657424,14.122324,14.663851,-1.467824,15.205379,13.893631,14.310214,-1.129157,14.726796,13.374985,14.052533,-1.836511,14.730080
992,13.895292,15.428461,14.907923,14.407742,14.419014,14.002264,15.177546,14.907923,0.727576,14.638299,14.395058,14.439975,-0.121208,14.484892,13.700249,14.118198,-1.127828,14.536146
993,14.129728,16.243802,15.119752,14.920702,14.736191,14.355992,15.885550,15.119752,2.002908,14.353955,14.904208,14.589176,0.823951,14.274145,14.056204,14.213756,-0.412071,14.371308
994,14.395213,16.990144,15.387918,15.275909,14.976199,14.680861,16.593834,15.387918,3.584340,14.182002,15.256942,14.730549,1.564595,14.204157,14.449224,14.333487,0.344007,14.217749
995,14.614383,17.353566,15.574577,15.579412,15.192291,14.950964,16.914606,15.574577,4.294883,14.234548,15.563103,14.867831,2.228393,14.172559,14.756037,14.452492,0.972883,14.148947
996,14.813034,17.638665,15.719755,15.868757,15.392691,15.186359,17.201824,15.719755,4.778319,14.237686,15.849821,14.992702,2.763428,14.135582,15.029967,14.565111,1.498738,14.100254
997,14.870905,17.848145,15.811144,15.911165,15.436183,15.237954,17.398536,15.811144,4.936436,14.223752,15.893501,15.036029,2.666546,14.178558,15.096561,14.613011,1.503734,14.129461
998,14.938834,18.027076,15.895375,15.978886,15.489758,15.311325,17.573828,15.895375,5.181161,14.216922,15.961927,15.076610,2.732857,14.191293,15.184548,14.658019,1.625322,14.131491
999,14.949131,18.149259,15.953122,15.926255,15.466703,15.302122,17.688534,15.953122,5.265602,14.217710,15.911883,15.077170,2.532694,14.242456,15.189131,14.674846,1.560448,14.160561
1000,14.773409,17.637488,15.743290,15.672251,15.296087,15.085408,17.075948,15.743290,3.311286,14.410632,15.656525,14.980703,1.679231,14.304881,14.928061,14.596664,0.823429,14.265267
1001,14.709031,17.456491,15.687529,15.546064,15.216257,15.008599,16.924012,15.687529,3.237680,14.451046,15.530347,14.941429,1.542058,14.352511,14.834677,14.565436,0.704995,14.296196
1002,14.617518,17.224753,15.645327,15.383827,15.118268,14.922734,16.798297,15.645327,3.097301,14.492357,15.374344,14.894201,1.289840,14.414058,14.699211,14.524155,0.470267,14.349098
1003,14.392727,16.504211,15.512107,14.851390,14.791880,14.606095,16.269726,15.512107,2.199217,14.754487,14.842502,14.747585,0.275525,14.652668,14.363439,14.426199,-0.182180,14.488959
1004,14.288310,16.200312,15.411634,14.622695,14.633301,14.441438,15.980319,15.411634,1.755797,14.842950,14.614402,14.649837,-0.109405,14.685273,14.223895,14.361926,-0.426168,14.499957
1005,14.008560,15.155913,15.083823,14.092038,14.299840,14.046614,14.885345,15.083823,-0.496101,15.282302,14.081936,14.490506,-1.021228,14.899076,13.800880,14.245908,-1.112355,14.690936
1006,13.902496,14.857517,14.924567,13.831897,14.115398,13.857976,14.597808,14.924567,-0.849734,15.251326,13.820408,14.373514,-1.438350,14.926621,13.665220,14.173669,-1.322216,14.682117
1007,13.809267,14.545591,14.787069,13.693897,14.015554,13.713147,14.273021,14.787069,-1.271976,15.301117,13.685473,14.304374,-1.531426,14.923275,13.536649,14.120830,-1.445513,14.705010
1008,13.731688,14.274214,14.661828,13.476459,13.865208,13.532490,14.011778,14.661828,-1.668615,15.311878,13.468186,14.212603,-1.910845,14.957019,13.437461,14.067946,-1.618392,14.698430
1009,13.688398,14.012856,14.549250,13.391605,13.798258,13.414194,13.745194,14.549250,-2.021004,15.353305,13.384222,14.160540,-1.951285,14.936858,13.384158,14.036101,-1.638668,14.688045
1010,13.608871,13.784010,14.438673,13.221335,13.677367,13.295643,13.528415,14.438673,-2.394158,15.348930,13.214125,14.082704,-2.284537,14.951284,13.279136,13.985712,-1.858435,14.692288
1011,13.570444,13.624701,14.357938,13.184821,13.642605,13.237840,13.361073,14.357938,-2.540440,15.354803,13.177529,14.049546,-2.222271,14.921562,13.230231,13.959258,-1.857875,14.688286
1012,13.507855,13.452544,14.270071,13.046766,13.545121,13.155897,13.196835,14.270071,-2.817562,15.343306,13.039576,13.987472,-2.488510,14.935369,13.148514,13.918532,-2.021527,14.688550
1013,13.498688,13.391059,14.228316,13.069400,13.552363,13.155773,13.118606,14.228316,-2.733504,15.338025,13.061828,13.981582,-2.265595,14.901336,13.138158,13.910722,-1.903025,14.683285
1014,13.417142,13.224528,14.149607,12.953669,13.469315,13.113733,12.964459,14.149607,-3.056026,15.334756,12.943856,13.929090,-2.540526,14.914324,13.025541,13.864687,-2.163822,14.703832
1015,13.384615,13.298813,14.107428,13.132052,13.552946,13.267989,13.069124,14.107428,-3.032566,15.145731,13.125631,13.926848,-2.340107,14.728064,13.006390,13.816871,-2.367167,14.627353
1016,13.375467,13.612257,14.163560,13.139128,13.549911,13.280990,13.386368,14.163560,-2.311523,14.940752,13.132952,13.914751,-2.325224,14.696550,13.007929,13.795511,-2.342426,14.583093
1017,13.444397,13.985533,14.247687,13.366617,13.688880,13.392318,13.666354,14.247687,-1.625105,14.829020,13.359769,13.976852,-1.725044,14.593936,13.113112,13.823008,-1.984498,14.532903
1018,13.532406,14.370949,14.339274,13.508247,13.778629,13.492819,13.972462,14.339274,-1.026755,14.706086,13.501645,14.020990,-1.453715,14.540336,13.248211,13.857201,-1.704642,14.466190
1019,13.585629,14.459257,14.360499,13.598438,13.838454,13.549605,13.975420,14.360499,-1.063707,14.745578,13.591547,14.054497,-1.278810,14.517446,13.324891,13.883615,-1.543370,14.442340
1020,13.595673,14.455572,14.367216,13.541977,13.805953,13.515637,13.984954,14.367216,-1.085364,14.749478,13.533938,14.043966,-1.448131,14.553994,13.339402,13.888554,-1.559216,14.437705
1021,13.623891,14.517145,14.383827,13.595709,13.839122,13.537101,14.033507,14.383827,-0.968154,14.734146,13.587236,14.059521,-1.305221,14.531807,13.379229,13.903506,-1.448909,14.427784
1022,13.626735,14.514579,14.385840,13.554652,13.812554,13.521765,14.040071,14.385840,-0.973993,14.731610,13.544146,14.047411,-1.417643,14.550677,13.383963,13.904189,-1.465419,14.424415
1023,13.651657,14.559693,14.395825,13.607035,13.845130,13.543886,14.073213,14.395825,-0.886617,14.718436,13.598559,14.060880,-1.270573,14.523201,13.420131,13.916258,-1.363481,14.412386
1024,13.616239,14.475554,14.375799,13.533837,13.799131,13.504291,14.012078,14.375799,-1.048788,14.739521,13.527435,14.036864,-1.468934,14.546293,13.369683,13.898018,-1.523451,14.426353
1025,13.564870,14.331330,14.331230,13.454777,13.743256,13.449576,13.891837,14.331230,-1.335183,14.770623,13.448468,14.001194,-1.679567,14.553920,13.300778,13.866690,-1.719637,14.432602
1026,13.407820,13.613418,14.119482,13.112755,13.512058,13.261082,13.292386,14.119482,-2.863774,14.946579,13.107432,13.866106,-2.626864,14.624780,13.088983,13.772205,-2.365616,14.455428
1027,13.283207,13.318130,14.023156,12.928226,13.381461,13.124016,13.119444,14.023156,-3.051647,14.926867,12.922577,13.782984,-2.905418,14.643391,12.916861,13.701889,-2.650879,14.486917
1028,13.188467,13.131625,13.910232,12.744582,13.238587,12.988685,12.948703,13.910232,-3.523633,14.871761,12.739540,13.675252,-3.429022,14.610964,12.806650,13.624830,-2.998317,14.443011
1029,13.091532,12.636743,13.716732,12.576812,13.114692,12.847803,12.453529,13.716732,-4.609636,14.979935,12.571637,13.589865,-3.715684,14.608094,12.680448,13.561343,-3.214531,14.442238
1030,13.002638,12.601706,13.634253,12.407370,12.980863,12.705487,12.427137,13.634253,-4.621293,14.841368,12.400869,13.488357,-4.163313,14.575845,12.575278,13.491049,-3.505919,14.406821
1031,12.940281,12.439553,13.538791,12.356345,12.928665,12.615395,12.267523,13.538791,-4.934931,14.810060,12.351454,13.433725,-4.201266,14.515997,12.503487,13.439475,-3.633409,14.375463
1032,12.847589,12.319059,13.427576,12.192196,12.791305,12.459895,12.162045,13.427576,-5.379446,14.693108,12.187845,13.319332,-4.809661,14.450820,12.402809,13.355909,-4.051383,14.309010
1033,12.810699,12.251377,13.368154,12.173593,12.761638,12.383616,12.093592,13.368154,-5.388651,14.642715,12.168643,13.280510,-4.700803,14.392377,12.365850,13.319099,-4.030193,14.272349
1034,12.715346,12.152757,13.273216,12.038274,12.644623,12.269007,12.006936,13.273216,-5.790144,14.539496,12.033752,13.179135,-5.237337,14.324518,12.259559,13.236245,-4.465960,14.212932
1035,12.672727,12.067837,13.207551,12.015746,12.612314,12.220807,11.922791,13.207551,-5.903732,14.492310,12.011217,13.138274,-5.179055,14.265330,12.216609,13.194005,-4.491336,14.171401
1036,12.592056,11.981804,13.123825,11.903397,12.513719,12.132513,11.844781,13.123825,-6.221391,14.402869,11.899123,13.051491,-5.605225,14.203858,12.128548,13.121778,-4.831163,14.115008
1037,12.588374,12.119211,13.165661,11.950157,12.541259,12.135790,11.975280,13.165661,-5.516030,14.356042,11.945712,13.062362,-5.174371,14.179012,12.126473,13.116261,-4.586514,14.106049
1038,12.535337,12.226223,13.192634,11.910985,12.505050,12.111039,12.084716,13.192634,-5.224459,14.300552,11.905190,13.029929,-5.303780,14.154668,12.063055,13.075089,-4.772313,14.087123
1039,12.840678,13.429879,13.646232,12.767310,13.077405,12.665013,13.275124,13.646232,-1.609566,14.017340,12.761437,13.353877,-2.569526,13.946317,12.489388,13.242154,-3.264892,13.994920
1040,13.205090,14.687891,14.133779,13.496223,13.581629,13.182648,14.418959,14.133779,1.215184,13.848598,13.484180,13.666897,-0.778574,13.849613,12.992181,13.448413,-1.944050,13.904646
1041,13.592952,15.582129,14.499871,14.323129,14.148340,13.721101,15.211199,14.499871,2.691394,13.788544,14.300183,14.015477,1.077219,13.730771,13.514544,13.682561,-0.635713,13.850578
1042,13.810015,16.039970,14.738494,14.627612,14.391270,13.973851,15.611581,14.738494,3.258194,13.865406,14.602429,14.206506,1.477510,13.810582,13.790013,13.832875,-0.159951,13.875736
1043,14.016116,16.432052,14.938924,14.875325,14.588578,14.220137,15.937415,14.938924,3.816158,13.940433,14.850120,14.359729,1.874235,13.869339,14.057263,13.969090,0.336994,13.880916
1044,14.255453,16.779475,15.139684,15.193797,14.825425,14.499771,16.278929,15.139684,4.527853,14.000439,15.165058,14.528246,2.530970,13.891433,14.373335,14.120731,1.003959,13.868126
1045,14.471395,17.080967,15.353644,15.492821,15.050400,14.758331,16.661101,15.353644,5.375815,14.046187,15.459657,14.692300,3.155109,13.924943,14.651656,14.265384,1.588218,13.879112
1046,14.612462,17.321763,15.491793,15.676136,15.201563,14.917088,16.840930,15.491793,5.594716,14.142656,15.644716,14.813804,3.445699,13.982891,14.822914,14.371946,1.870115,13.920977
1047,14.763618,17.616158,15.670984,15.857249,15.354800,15.092955,17.165917,15.670984,6.307249,14.176051,15.836756,14.933088,3.812653,14.029420,15.011801,14.479980,2.243795,13.948160
1048,14.839915,17.779444,15.802037,15.952308,15.442227,15.187202,17.354304,15.802037,6.585423,14.249770,15.932599,15.013152,3.900712,14.093705,15.095042,14.548341,2.319355,14.001640
1049,14.915533,17.840429,15.906649,16.080237,15.543643,15.288120,17.482219,15.906649,6.762006,14.331079,16.055183,15.096047,4.116405,14.136910,15.181922,14.611089,2.449895,14.040255
1050,14.974363,17.871651,16.020593,16.171982,15.631704,15.382968,17.642265,16.020593,7.100284,14.398922,16.156258,15.172719,4.306301,14.189180,15.245606,14.664372,2.544859,14.083138
1051,14.397205,16.657158,15.521675,15.217950,14.997731,14.639778,16.384386,15.521675,2.604855,14.658963,15.199175,14.821466,1.140449,14.443757,14.406540,14.386537,0.060395,14.366535
1052,14.292625,16.444319,15.390091,15.031871,14.856832,14.496008,16.182513,15.390091,2.487734,14.597669,15.018016,14.715796,0.948793,14.413575,14.282096,14.304657,-0.070829,14.327219
1053,13.955939,15.197951,14.984933,14.427857,14.466250,14.012822,14.891976,14.984933,-0.248784,15.077890,14.410121,14.515363,-0.281663,14.620605,13.783446,14.153073,-0.989245,14.522701
1054,13.847116,14.926548,14.824734,14.216860,14.314642,13.832582,14.669494,14.824734,-0.417968,14.979974,14.206393,14.409360,-0.546470,14.612327,13.646502,14.076391,-1.157437,14.506280
1055,13.585494,14.084929,14.525574,13.520490,13.859085,13.423109,13.878870,14.525574,-2.111794,15.172278,13.514139,14.160912,-2.112017,14.807685,13.289596,13.923662,-2.070523,14.557728
1056,13.420357,13.692033,14.305913,13.160254,13.587129,13.154787,13.505153,14.305913,-2.877916,15.106672,13.154337,13.965822,-2.916465,14.777307,13.087061,13.801266,-2.566839,14.515470
1057,13.323449,13.466561,14.157177,13.014240,13.459468,12.994774,13.283112,14.157177,-3.196090,15.031241,13.008603,13.853976,-3.091179,14.699349,12.974176,13.722617,-2.736735,14.471057
1058,13.190891,13.219811,13.999503,12.794247,13.282745,12.825813,13.050053,13.999503,-3.747469,14.948953,12.788882,13.714874,-3.654882,14.640867,12.814841,13.620663,-3.180571,14.426485
1059,13.108435,13.042305,13.882366,12.703265,13.198389,12.723546,12.873525,13.882366,-4.003165,14.891207,12.698072,13.636165,-3.722430,14.574259,12.718672,13.553878,-3.314166,14.389085
1060,12.995896,12.848451,13.750339,12.521240,13.050891,12.591072,12.690043,13.750339,-4.478723,14.810634,12.516239,13.518711,-4.234475,14.521183,12.586497,13.463780,-3.705673,14.341063
1061,13.006950,13.121918,13.791519,12.626539,13.094322,12.637418,12.967341,13.791519,-3.572350,14.615697,12.621783,13.507793,-3.840355,14.393802,12.627436,13.440680,-3.524959,14.253925
1062,12.963009,13.219913,13.798204,12.610352,13.061174,12.638376,13.075499,13.798204,-3.354486,14.520909,12.604421,13.460833,-3.975097,14.317245,12.589516,13.389858,-3.714847,14.190201
1063,13.292747,14.561918,14.281006,13.521761,13.657202,13.235208,14.412017,14.281006,0.589517,14.149995,13.516156,13.780618,-1.190013,14.045079,13.065518,13.552438,-2.191025,14.039358
1064,13.711920,15.721832,14.753278,14.306785,14.199365,13.826168,15.469603,14.753278,3.268241,14.036954,14.295440,14.115299,0.821897,13.935158,13.647803,13.785195,-0.626853,13.922587
1065,14.127707,16.554208,15.115164,15.087738,14.742569,14.392474,16.225430,15.115164,4.756925,14.004898,15.067441,14.458306,2.609833,13.849171,14.209560,14.034159,0.751504,13.858758
1066,14.384689,17.015510,15.368190,15.416976,15.004899,14.696591,16.642027,15.368190,5.472893,14.094353,15.395000,14.663561,3.142542,13.932122,14.536439,14.211260,1.397090,13.886082
1067,14.664105,17.372940,15.582916,15.778574,15.285756,15.034990,16.950143,15.582916,6.135115,14.215688,15.757025,14.873396,3.965077,13.989768,14.895805,14.399305,2.227930,13.902804
1068,14.995263,17.710406,15.816346,16.220430,15.624700,15.424885,17.293288,15.816346,7.068473,14.339404,16.196511,15.124366,5.131162,14.052221,15.319491,14.624716,3.325113,13.929941
1069,15.276558,18.070459,16.075267,16.590569,15.917258,15.755716,17.721717,16.075267,8.179824,14.428817,16.562994,15.352239,6.015223,14.141484,15.667077,14.830251,4.157484,13.993425
1070,15.505420,18.356539,16.281988,16.842159,16.138274,16.011758,17.971970,16.281988,8.794608,14.592006,16.817011,15.544379,6.622731,14.271748,15.936384,15.012891,4.805823,14.089399
1071,15.648856,18.666458,16.482104,16.975576,16.268466,16.164753,18.299768,16.482104,9.451631,14.664440,16.958861,15.664370,6.731199,14.369878,16.098624,15.134835,5.011588,14.171045
1072,15.688261,18.854108,16.610365,16.990547,16.298864,16.206503,18.497209,16.610365,9.571529,14.723522,16.974022,15.708101,6.421727,14.442181,16.129118,15.184425,4.792213,14.239732
1073,15.691106,18.939753,16.683452,17.003804,16.310651,16.216486,18.622567,16.683452,9.435251,14.744336,16.981584,15.723586,6.121104,14.465588,16.122475,15.198112,4.497716,14.273750
1074,15.698583,19.078875,16.803544,17.054052,16.356295,16.250799,18.867516,16.803544,9.848864,14.739573,17.039609,15.758396,6.113692,14.477184,16.124336,15.212008,4.353452,14.299679
1075,15.059490,18.134766,16.211786,16.147169,15.691458,15.506052,17.840597,16.211786,4.586990,14.582975,16.126908,15.310439,2.299306,14.493970,15.255113,14.835921,1.180512,14.416729
1076,14.917064,17.903062,16.056163,15.941350,15.526958,15.321802,17.615311,16.056163,4.478207,14.497016,15.926151,15.177664,2.149816,14.429177,15.087213,14.722608,1.047223,14.358004
1077,14.562423,16.811383,15.648689,15.371338,15.140671,14.847218,16.449572,15.648689,1.823729,14.847806,15.350404,14.957154,0.895488,14.563904,14.576707,14.546098,0.069700,14.515490
1078,14.446047,16.570702,15.493791,15.153587,14.982632,14.656048,16.261842,15.493791,1.732511,14.725740,15.141076,14.843993,0.670137,14.546911,14.433185,14.460746,-0.062170,14.488307
1079,14.171718,15.570715,15.221020,14.429733,14.534146,14.201904,15.312936,15.221020,0.241443,15.129104,14.421758,14.632486,-0.553536,14.843215,14.035384,14.327528,-0.767396,14.619672
1080,14.018773,15.114862,15.023103,14.089683,14.293123,13.922329,14.872907,15.023103,-0.419485,15.173299,14.082104,14.477765,-1.105048,14.873426,13.834892,14.228924,-1.100498,14.622956
1081,13.934753,14.881934,14.889059,13.952541,14.181397,13.758724,14.634614,14.889059,-0.694404,15.143504,13.944909,14.388323,-1.210119,14.831737,13.731037,14.167572,-1.191346,14.604108
1082,13.808877,14.546137,14.740525,13.711088,14.008749,13.579377,14.312346,14.740525,-1.234689,15.168704,13.703762,14.275613,-1.648978,14.847463,13.564309,14.088383,-1.511210,14.612457
1083,13.723177,14.313253,14.620533,13.596216,13.916000,13.461888,14.079290,14.620533,-1.557960,15.161777,13.588985,14.202137,-1.764947,14.815289,13.455148,14.029496,-1.653251,14.603844
1084,13.625588,14.077853,14.501850,13.409501,13.779972,13.336354,13.852856,14.501850,-1.940528,15.150843,13.402462,14.110294,-2.116458,14.818126,13.329869,13.963552,-1.894749,14.597235
1085,13.677480,14.545355,14.579941,13.595847,13.870198,13.446935,14.332819,14.579941,-0.783895,14.827063,13.589279,14.116002,-1.670815,14.642724,13.433246,13.956605,-1.660145,14.479965
1086,13.648662,14.624020,14.597612,13.595348,13.854225,13.474410,14.428384,14.597612,-0.583377,14.766840,13.587351,14.087741,-1.724986,14.588130,13.408385,13.923264,-1.774936,14.438143
1087,13.989510,16.078809,15.062872,14.535552,14.439982,14.129361,15.899184,15.062872,3.160153,14.226559,14.528872,14.362204,0.629781,14.195537,13.926525,14.061494,-0.510006,14.196464
1088,14.333515,16.941081,15.442420,15.131296,14.851838,14.605981,16.665011,15.442420,5.119713,14.219829,15.118959,14.618106,2.097366,14.117254,14.411033,14.244922,0.695602,14.078812
1089,14.693064,17.605560,15.728103,15.829735,15.328026,15.098394,17.257894,15.728103,6.222043,14.198313,15.808262,14.907820,3.662323,14.007378,14.905178,14.450648,1.848686,13.996119
1090,14.886633,17.937350,15.919100,16.054763,15.515128,15.316366,17.545530,15.919100,6.682772,14.292669,16.031717,15.063112,3.979861,14.094507,15.148510,14.587345,2.305749,14.026179
1091,15.028095,18.151158,16.053754,16.179290,15.629805,15.468296,17.699504,16.053754,6.932043,14.408004,16.156245,15.169170,4.157647,14.182095,15.319793,14.694726,2.632838,14.069659
1092,15.198846,18.384544,16.202715,16.366327,15.777883,15.651775,17.923167,16.202715,7.461170,14.482262,16.339970,15.286057,4.570556,14.232144,15.535393,14.814222,3.127539,14.093051
1093,15.362660,18.631338,16.376476,16.585751,15.943466,15.841665,18.237168,16.376476,8.193271,14.515784,16.554645,15.408685,5.046055,14.262726,15.741653,14.929525,3.576083,14.117396
1094,15.491446,18.755821,16.491048,16.710270,16.058670,15.977051,18.319313,16.491048,8.391673,14.662783,16.681783,15.513447,5.362618,14.345112,15.891635,15.034087,3.936118,14.176538
1095,15.591318,18.960622,16.625475,16.810834,16.153414,16.082826,18.547177,16.625475,8.869099,14.703774,16.792041,15.594616,5.526391,14.397192,16.008371,15.114686,4.124562,14.221001
1096,15.671334,19.051528,16.732139,16.925212,16.252458,16.180084,18.666746,16.732139,9.106591,14.797532,16.907396,15.679388,5.780484,14.451380,16.096725,15.185173,4.290863,14.273621
1097,15.743278,19.108655,16.812379,17.053587,16.350045,16.279088,18.778730,16.812379,9.202372,14.846029,17.030442,15.754699,5.970382,14.478955,16.181351,15.242624,4.393174,14.303896
1098,15.859198,19.352613,16.999469,17.245668,16.504947,16.450829,19.141143,16.999469,10.220508,14.857796,17.231282,15.869404,6.499164,14.507526,16.324316,15.327634,4.756374,14.330951
1099,15.299278,18.745914,16.466412,16.471761,15.915772,15.843219,18.438126,16.466412,5.317163,14.494697,16.450468,15.447913,2.703612,14.445358,15.580885,14.977441,1.627318,14.373998
1100,15.207623,18.680184,16.357326,16.357326,15.809556,15.736026,18.372616,16.357326,5.432036,14.342036,16.341106,15.344451,2.686396,14.347796,15.485694,14.889827,1.606106,14.293961
1101,14.913326,17.947265,15.986000,15.955174,15.511164,15.398045,17.514997,15.986000,2.924797,14.457002,15.930190,15.144516,1.502904,14.358842,15.075365,14.728139,0.664203,14.380913
1102,14.826005,17.840223,15.858905,15.790148,15.386998,15.249226,17.458700,15.858905,2.935078,14.259110,15.775016,15.047483,1.334774,14.319951,14.974596,14.656186,0.584173,14.337776
1103,14.603884,16.956084,15.642587,15.216799,15.043418,14.872942,16.594301,15.642587,1.790921,14.690873,15.205328,14.901746,0.571276,14.598164,14.639884,14.562741,0.145167,14.485598
1104,14.527329,16.698579,15.509665,15.006020,14.895937,14.677934,16.323178,15.509665,1.474120,14.696153,14.994580,14.809624,0.335149,14.624667,14.542755,14.509700,0.059897,14.476645
1105,14.473829,16.504777,15.407344,14.859179,14.790396,14.519102,16.114748,15.407344,1.232567,14.699940,14.846877,14.740975,0.184521,14.635073,14.475602,14.471802,0.006621,14.468002
1106,14.374405,16.151262,15.297534,14.646165,14.652964,14.354608,15.769070,15.297534,0.837225,14.825998,14.634500,14.669120,-0.061469,14.703740,14.330058,14.425086,-0.168724,14.520114
1107,14.289755,15.857141,15.196340,14.496746,14.551568,14.219525,15.475756,15.196340,0.496551,14.916925,14.484715,14.610065,-0.222760,14.735415,14.208570,14.382538,-0.309159,14.556505
1108,14.173840,15.462905,15.083780,14.248027,14.394870,14.048788,15.106886,15.083780,0.043913,15.060675,14.237138,14.532885,-0.562094,14.828631,14.038552,14.328455,-0.550987,14.618358
1109,14.223506,15.937806,15.152393,14.425961,14.478380,14.158307,15.629223,15.152393,1.047684,14.675563,14.416249,14.532744,-0.255962,14.649240,14.138487,14.320670,-0.400291,14.502854
1110,14.164164,15.868889,15.157070,14.368728,14.434933,14.148691,15.600269,15.157070,1.118341,14.713871,14.357859,14.502372,-0.364654,14.646885,14.058245,14.285214,-0.572719,14.512183
1111,14.446494,17.125276,15.564946,15.213366,14.950045,14.734985,16.916412,15.564946,4.406992,14.213479,15.205511,14.726511,1.561968,14.247512,14.499402,14.386028,0.369701,14.272654
1112,14.728209,17.710512,15.890030,15.666686,15.274783,15.099835,17.418068,15.890030,6.056610,14.361993,15.653633,14.943289,2.815557,14.232945,14.893510,14.539294,1.403991,14.185077
1113,15.049444,18.194773,16.135265,16.275743,15.695414,15.525758,17.847915,16.135265,6.995739,14.422614,16.254325,15.206367,4.280641,14.158409,15.333093,14.725275,2.482780,14.117457
1114,15.234437,18.463522,16.319526,16.467207,15.864350,15.723435,18.086075,16.319526,7.546476,14.552977,16.445060,15.356229,4.651351,14.267397,15.561768,14.860345,2.996393,14.158921
1115,15.354742,18.595543,16.434930,16.568598,15.966302,15.840630,18.167334,16.434930,7.706668,14.702526,16.546767,15.458395,4.841667,14.370023,15.699853,14.960329,3.289801,14.220806
1116,15.487780,18.723856,16.545835,16.715372,16.089081,15.970318,18.288062,16.545835,8.007031,14.803607,16.690411,15.562918,5.181800,14.435424,15.860393,15.061937,3.669592,14.263481
1117,15.648954,18.947338,16.717163,16.933624,16.258028,16.153405,18.581133,16.717163,8.841841,14.853193,16.904740,15.692155,5.751962,14.479570,16.060481,15.178637,4.183074,14.296793
1118,15.888637,19.094602,16.887375,17.228029,16.505056,16.425541,18.711105,16.887375,9.537033,15.063644,17.202979,15.894373,6.843234,14.585768,16.350459,15.360840,5.175125,14.371220
1119,16.122768,19.341254,17.103174,17.512122,16.752264,16.688829,18.998396,17.103174,10.557723,15.207952,17.496512,16.101048,7.773719,14.705584,16.627014,15.546487,6.019298,14.465959
1120,16.305851,19.537307,17.295743,17.733838,16.951213,16.899507,19.226428,17.295743,11.264696,15.365059,17.719414,16.279036,8.403973,14.838658,16.832084,15.704442,6.579293,14.576801
1121,16.433343,19.711319,17.459081,17.897600,17.094960,17.049733,19.449412,17.459081,11.756394,15.468749,17.879254,16.408702,8.686185,14.938150,16.972084,15.817640,6.819013,14.663196
