,Zone0_P_htg,Zone0_P_clg,Zone0_P_cp,Zone1_P_htg,Zone1_P_clg,Zone1_P_cp,Zone2_P_htg,Zone2_P_clg,Zone2_P_cp,Zone3_P_htg,Zone3_P_clg,Zone3_P_cp,Zone4_P_htg,Zone4_P_clg,Zone4_P_cp,Zone5_P_htg,Zone5_P_clg,Zone5_P_cp,central_loop_P_cp,GHE0_P_cp,GHE1_P_cp,GHE2_P_cp
11,20857.728893341417,3816.8755873529053,1812.2210940032196,8793.906043009933,-0.0,387.81912889011215,20992.268734216716,0.0,1011.2333152351746,119.85609221913434,-0.0,5.308375605092211,8463.679220674412,0.0,260.56372275648624,4266.307606948025,-0.0,189.2031084772752,733.2737609559709,119.94547919693107,63.97092223836322,55.974556958567845
12,20095.5920601158,3997.4969213427635,1773.5606241860078,8784.562440609028,-0.0,387.304603816431,21485.252418513566,0.0,1034.9543072445658,145.74815029929857,-0.0,6.452837545750339,8151.242030861642,0.0,250.87914130010313,3433.8039288686236,-0.0,152.23321957627746,704.9108311866137,116.83220585561628,62.310509789662014,54.521696065954266
13,19450.168376029244,4159.338110531094,1741.725255863306,8778.112067920181,-0.0,386.9201923659881,18890.896863396243,0.0,909.8694075061883,149.8789666535908,-0.0,6.634748939506845,7922.51563437988,0.0,243.81330150953573,2990.4651436260674,-0.0,132.55470737726782,589.3342437199567,103.68459570723726,55.29845104385988,48.38614466337739
14,18974.577176014212,4305.211440773676,1720.2944583203287,8768.17262716533,-0.0,386.3721784579498,20425.47753841076,0.0,983.6700365442322,192.8687681259938,-0.0,8.533824717339098,7850.824806125,0.0,241.52340788557825,2655.7152091628864,-0.0,117.66559098916423,620.8344760281259,107.34710535553607,57.25178952295257,50.0953158325835
15,18734.396715972136,4427.507554671572,1713.8927028402222,8761.975467876846,-0.0,386.0317588491822,19263.422454172025,0.0,927.6150215408237,146.98174605228272,-0.0,6.503393232211865,7895.5290339242665,0.0,242.89746815172265,2324.864500979294,-0.0,103.00263267820193,576.4289301272705,102.16535150505355,54.48818746936187,47.67716403569165
16,18709.408969250304,4530.254359438693,1720.8740909469673,8758.439162352111,-0.0,385.81761598135745,22261.61622023426,0.0,1071.9218697385568,119.95210705915021,-0.0,5.306130285089048,7956.7534494470665,0.0,244.73495888716673,2653.505498880061,-0.0,117.53745949950493,683.7334364718804,114.48036351140918,61.05619387275156,53.42416963865763
17,18941.278248745355,4606.437426527395,1744.232681865463,8758.516597728307,-0.0,385.8285080587889,21994.776641350785,0.0,1059.0517416160053,116.37942220736288,-0.0,5.1493974560033395,7859.334575937491,0.0,241.78369764882797,3095.8328199557027,-0.0,137.1568182306995,690.4279247062146,115.2264069160569,61.454083688563685,53.77232322749323
18,25034.17853985425,3926.361984338649,2116.664840552768,7311.26655580073,-0.0,322.0878668936074,25046.699362165073,0.0,1206.0258341874044,119.3257847991668,-0.0,5.279706102518332,7373.076337414313,0.0,226.82255283303638,4086.9029724681964,-0.0,181.05892025776066,976.2862504899468,145.16365771897128,77.42061745011802,67.74304026885326
19,26682.006949695548,2770.6406639151114,2133.741293139698,4438.8574570310975,-0.0,195.82410219197888,23927.316413199085,0.0,1152.799511974089,117.08005664793771,-0.0,5.187148914449067,7124.3330176902655,0.0,219.38446296189574,4820.375888188256,-0.0,213.79549410757036,880.4583921261902,135.50199172617494,72.26772892062665,63.23426280554831
20,24609.554242260903,2879.895358710209,1996.8816847552398,4453.518835504665,-0.0,196.65358705099248,27106.161322867007,0.0,1306.3699204809325,119.88118019031036,-0.0,5.3146276088784425,7433.7099423233785,0.0,229.0188177492425,4608.612943978645,-0.0,204.53505266689984,944.672905481814,142.0127792841822,75.74014895156384,66.27263033261836
21,28658.269614277142,1344.0795326568912,2150.0793210294173,4446.5908614539585,-0.0,196.30882912673184,25934.483671094244,0.0,1249.7712457885725,117.5779093231425,-0.0,5.2132795650913994,7799.416566122688,0.0,240.31140438248775,4223.087705731731,-0.0,187.45648156370743,990.0198212235493,146.52184562242437,78.14498433195968,68.37686129046469
22,26323.808101227827,1373.8401014258136,1988.014027019176,4469.394040768371,-0.0,197.6091043119615,29126.174838459712,0.0,1404.6049348565766,165.03903394062004,-0.0,7.327776727572313,8247.388565056335,0.0,254.37123464738644,3462.6122294518486,-0.0,153.92302620469755,1039.2729616424506,151.34202467953165,80.71574649575021,70.62627818378142
23,27028.84653658706,878.5549251331792,1995.1188717176553,4471.403149808587,-0.0,197.66489001928107,27481.601195982672,0.0,1325.1815444029241,118.48111433600396,-0.0,5.261590340779577,8940.803747966747,0.0,275.7970953587622,3019.4810935396526,-0.0,134.2569569679612,989.3850508566667,146.4592087165755,78.11157798217359,68.34763073440193
24,27592.319306514164,709.9545501450084,2020.6746626912177,4478.493223523558,-0.0,198.07584037263683,30433.75634435832,0.0,1467.8977980441057,120.9042027025597,-0.0,5.371217409613956,9688.42888725455,0.0,298.9396911159457,1685.0555087271973,-0.0,74.96149390876691,1142.7851403725995,161.2313574531494,85.99005730834634,75.24130014480305
25,27278.812084664056,633.2491504357062,1992.326464122747,4487.310342326284,-0.0,198.52185740177546,27667.93080751032,0.0,1334.6644611622287,133.21159048560963,-0.0,5.920964314912499,10404.115961027304,0.0,321.1396843294582,514.9654565381632,-0.0,22.921631515208613,1001.5870667179902,147.66092771670202,78.75249478224106,68.90843293446095
26,27544.66026512549,576.1669153657772,2006.186175173132,4487.357949961771,-0.0,198.5496420556481,30422.448831131474,0.0,1467.6472108211663,136.38640639857357,-0.0,6.061725510338171,10824.575661486599,0.0,334.104292809752,291.24007385338166,-0.0,12.964866096243604,1152.1443611277175,162.11046559771188,86.45891498544634,75.65155061226555
27,28011.773698977984,525.5577781412233,2035.4246703520382,4491.88081175199,-0.0,198.77850436056602,28727.410922692066,0.0,1385.9572865052178,133.3535482803321,-0.0,5.9289241742599685,11175.753772471435,0.0,345.0273204297377,123.36387331788185,-0.0,5.4935162813180325,1102.7443404271737,157.44287527562025,83.96953348033081,73.47334179528944
28,28646.89663035552,478.79473172368506,2076.5822914788196,4497.203853371244,-0.0,199.05479713535559,31838.2521794873,0.0,1536.1990115988522,136.72123434658104,-0.0,6.078933681677438,11553.070089177614,0.0,356.68803541032435,123.4081051277176,-0.0,5.496155951580034,1305.3781575059388,176.18300581132175,93.96426976603826,82.21873604528349
29,25431.99093564834,674.5223411314633,1866.0181879061029,4500.102924010867,-0.0,199.22529476513324,30424.937586556567,0.0,1468.1391472393514,133.32737064556645,-0.0,5.930408404457514,11886.675382761123,0.0,367.09348019777514,291.98140562865603,-0.0,13.008664521417375,1113.8456836264859,158.49776340435076,84.5321404823204,73.96562292203036
30,21753.100555264602,1037.6252049770787,1636.3677848822222,4489.617283590084,-0.0,198.6770940939673,33334.01691793558,0.0,1608.2031961797752,181.48875347522804,-0.0,8.069350528472818,11946.751255965379,0.0,368.84090267661617,1581.9992622748332,-0.0,70.46307287762512,1142.1059587109985,161.16746895990156,85.95598344528085,75.21148551462073
31,17640.305634077187,5447.816047178547,1731.454132640039,4480.0268822785565,-0.0,198.12920124619694,20979.309839485544,0.0,1011.8381858882364,166.85364766039922,-0.0,7.4164116840949825,11724.612188991443,0.0,361.9053383426105,5335.796996432808,-0.0,237.5858308750594,751.6136131084161,121.9371983207337,65.03317243772463,56.90402588300906
32,10555.834812190134,9412.74197956472,1573.5690199079934,7541.215110662319,-0.0,332.4929315232827,17020.632758378728,0.0,819.6910824662247,340.8687968910033,-0.0,15.082736795946545,11584.988967518268,0.0,356.40841934824806,5594.9009050039485,-0.0,248.01337024995502,602.0576544908151,105.1716067613192,56.091523606036915,49.080083155282296
33,8571.030764764788,11482.74541377449,1610.9937907689996,9079.048412167283,-0.0,398.8853347522007,6911.830996466799,437.5151450647061,358.7434559459678,574.2396261507167,-0.0,25.314008770848393,10766.917636095282,0.0,330.3036809105363,5307.763060665066,-0.0,234.41045201983098,358.0504591568632,74.3765353630602,39.667485526965436,34.709049836094756
34,7154.347222563207,13475.76356180749,1681.0005146110032,10218.706354059977,-0.0,447.8078440203614,3937.481674231944,130.77763716742683,196.97683537624243,615.2151505620195,-0.0,27.01763006514978,9582.802347579705,0.0,293.101913622811,4590.882445087969,-0.0,201.9990005383182,287.56342798758413,64.26318143758533,34.27369676671218,29.98948467087314
35,6184.0509475206245,15235.560436269845,1762.566652590015,11961.981784347998,-0.0,523.1472177242915,3157.8152710158433,898.0418618087132,205.55460733335596,623.0706372643434,-0.0,27.303044653994505,8600.139079128063,0.0,262.57380419327853,4122.79267197219,-0.0,180.98192863657275,306.44996187638833,67.04702339860347,35.758412479255185,31.288610919348283
36,5479.118748721306,16829.1101380758,1848.329210707738,12499.974615005207,-0.0,545.9516557429325,2815.7334361384687,2893.3902600202646,308.9548045506653,733.8970576359712,-0.0,32.107547595434724,7833.823299047548,0.0,238.84658073043292,3296.4875408376315,-0.0,144.43679996106903,357.55246900714354,74.3075555639492,39.630696300772904,34.67685926317629
37,4759.959893301368,18458.321527970158,1935.3886811732455,10776.552888787804,-0.0,470.19019948504865,3127.9402489118625,4022.6699648335493,391.4233500088898,871.2224491724384,-0.0,38.045768564161285,7115.489066552331,0.0,216.5960856361621,2847.1317558822916,-0.0,124.48917767136005,381.2410290569262,77.5543584231058,41.36232449232309,36.19203393078271
38,3902.3742008912122,20111.596840383318,2014.301886044191,12375.23987521058,-0.0,539.3427444842739,1577.3862849611892,4692.224775270754,356.7704948923163,824.5364528005884,-0.0,35.94767685041603,6449.198306237388,0.0,196.0191965321494,2511.2812845924686,-0.0,109.60495565980693,388.81409419514114,78.57802704787692,41.90828109220102,36.6697459556759
